FIPS_Code,State,Area_name,City/Suburb/Town/Rural,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009
40029,OK,"Coal County, OK",Rural,"2,487","2,383",104,4.2,"2,513","2,380",133,5.3,"2,493","2,335",158,6.3,"2,482","2,186",296,11.9,"2,263","2,035",228,10.1,"2,224","2,072",152,6.8,"2,358","2,225",133,5.6,"2,493","2,343",150,6.0,"2,484","2,368",116,4.7,"2,644","2,411",233,8.8
40043,OK,"Dewey County, OK",Rural,"2,269","2,209",60,2.6,"2,338","2,273",65,2.8,"2,347","2,262",85,3.6,"2,447","2,360",87,3.6,"2,417","2,343",74,3.1,"2,376","2,298",78,3.3,"2,400","2,329",71,3.0,"2,447","2,374",73,3.0,"2,631","2,571",60,2.3,"2,753","2,630",123,4.5
40045,OK,"Ellis County, OK",Rural,"2,103","2,049",54,2.6,"2,114","2,058",56,2.6,"2,097","2,027",70,3.3,"2,214","2,150",64,2.9,"2,168","2,110",58,2.7,"2,139","2,077",62,2.9,"2,212","2,154",58,2.6,"2,372","2,315",57,2.4,"2,532","2,479",53,2.1,"2,472","2,356",116,4.7
40053,OK,"Grant County, OK",Rural,"2,561","2,499",62,2.4,"2,488","2,419",69,2.8,"2,558","2,471",87,3.4,"2,619","2,524",95,3.6,"2,517","2,431",86,3.4,"2,431","2,344",87,3.6,"2,379","2,295",84,3.5,"2,535","2,456",79,3.1,"2,595","2,533",62,2.4,"2,693","2,589",104,3.9
40057,OK,"Harmon County, OK",Rural,"1,432","1,393",39,2.7,"1,432","1,384",48,3.4,"1,420","1,362",58,4.1,"1,440","1,384",56,3.9,"1,428","1,380",48,3.4,"1,364","1,313",51,3.7,"1,429","1,380",49,3.4,"1,337","1,292",45,3.4,"1,330","1,287",43,3.2,"1,385","1,308",77,5.6
40059,OK,"Harper County, OK",Rural,"1,911","1,871",40,2.1,"1,922","1,867",55,2.9,"1,917","1,855",62,3.2,"1,985","1,916",69,3.5,"1,841","1,787",54,2.9,"1,823","1,770",53,2.9,"1,834","1,779",55,3.0,"1,875","1,824",51,2.7,"2,039","1,995",44,2.2,"2,065","1,981",84,4.1
40129,OK,"Roger Mills County, OK",Rural,"1,825","1,782",43,2.4,"1,810","1,768",42,2.3,"1,827","1,770",57,3.1,"1,950","1,899",51,2.6,"1,879","1,830",49,2.6,"1,837","1,787",50,2.7,"1,790","1,744",46,2.6,"1,866","1,817",49,2.6,"1,938","1,895",43,2.2,"1,948","1,858",90,4.6
41055,OR,"Sherman County, OR",Rural,888,832,56,6.3,902,811,91,10.1,917,825,92,10.0,946,846,100,10.6,891,809,82,9.2,884,824,60,6.8,883,831,52,5.9,925,880,45,4.9,970,916,54,5.6,"1,047",955,92,8.8
41063,OR,"Wallowa County, OR",Rural,"3,502","3,236",266,7.6,"3,524","3,201",323,9.2,"3,665","3,355",310,8.5,"3,615","3,267",348,9.6,"3,563","3,242",321,9.0,"3,533","3,269",264,7.5,"3,615","3,378",237,6.6,"3,627","3,407",220,6.1,"3,654","3,389",265,7.3,"3,745","3,312",433,11.6
41069,OR,"Wheeler County, OR",Rural,722,669,53,7.3,705,648,57,8.1,727,671,56,7.7,735,679,56,7.6,672,619,53,7.9,665,623,42,6.3,634,593,41,6.5,608,574,34,5.6,614,579,35,5.7,653,596,57,8.7
42023,PA,"Cameron County, PA",Rural,"2,794","2,607",187,6.7,"2,643","2,418",225,8.5,"2,592","2,387",205,7.9,"2,602","2,408",194,7.5,"2,646","2,461",185,7.0,"2,619","2,435",184,7.0,"2,609","2,445",164,6.3,"2,558","2,399",159,6.2,"2,531","2,303",228,9.0,"2,361","1,961",400,16.9
46003,SD,"Aurora County, SD",Rural,"1,581","1,545",36,2.3,"1,566","1,525",41,2.6,"1,511","1,457",54,3.6,"1,449","1,396",53,3.7,"1,436","1,383",53,3.7,"1,371","1,319",52,3.8,"1,355","1,310",45,3.3,"1,362","1,322",40,2.9,"1,455","1,410",45,3.1,"1,514","1,452",62,4.1
46009,SD,"Bon Homme County, SD",Rural,"3,323","3,234",89,2.7,"3,335","3,223",112,3.4,"3,384","3,270",114,3.4,"3,411","3,293",118,3.5,"3,345","3,229",116,3.5,"3,344","3,222",122,3.6,"3,204","3,077",127,4.0,"3,048","2,932",116,3.8,"3,023","2,918",105,3.5,"3,102","2,948",154,5.0
46025,SD,"Clark County, SD",Rural,"2,135","2,055",80,3.7,"2,059","1,959",100,4.9,"1,944","1,838",106,5.5,"1,927","1,828",99,5.1,"1,911","1,829",82,4.3,"1,862","1,777",85,4.6,"1,862","1,793",69,3.7,"1,808","1,743",65,3.6,"1,785","1,716",69,3.9,"1,807","1,712",95,5.3
46037,SD,"Day County, SD",Rural,"3,040","2,914",126,4.1,"3,056","2,901",155,5.1,"3,066","2,904",162,5.3,"3,098","2,914",184,5.9,"3,046","2,857",189,6.2,"3,002","2,832",170,5.7,"2,918","2,776",142,4.9,"2,834","2,698",136,4.8,"2,865","2,740",125,4.4,"2,884","2,698",186,6.4
46039,SD,"Deuel County, SD",Rural,"2,512","2,432",80,3.2,"2,534","2,435",99,3.9,"2,555","2,455",100,3.9,"2,613","2,508",105,4.0,"2,635","2,520",115,4.4,"2,656","2,550",106,4.0,"2,696","2,604",92,3.4,"2,639","2,547",92,3.5,"2,728","2,623",105,3.8,"2,697","2,548",149,5.5
46043,SD,"Douglas County, SD",Rural,"1,736","1,697",39,2.2,"1,711","1,668",43,2.5,"1,762","1,714",48,2.7,"1,809","1,761",48,2.7,"1,817","1,763",54,3.0,"1,780","1,725",55,3.1,"1,700","1,656",44,2.6,"1,652","1,610",42,2.5,"1,678","1,632",46,2.7,"1,758","1,690",68,3.9
46049,SD,"Faulk County, SD",Rural,"1,284","1,252",32,2.5,"1,205","1,171",34,2.8,"1,178","1,144",34,2.9,"1,207","1,169",38,3.1,"1,176","1,139",37,3.1,"1,172","1,131",41,3.5,"1,137","1,104",33,2.9,"1,103","1,068",35,3.2,"1,126","1,093",33,2.9,"1,139","1,102",37,3.2
46057,SD,"Hamlin County, SD",Rural,"2,786","2,714",72,2.6,"2,811","2,715",96,3.4,"2,787","2,690",97,3.5,"2,808","2,700",108,3.8,"2,856","2,748",108,3.8,"2,922","2,812",110,3.8,"2,918","2,829",89,3.1,"2,960","2,877",83,2.8,"2,954","2,855",99,3.4,"2,937","2,790",147,5.0
46059,SD,"Hand County, SD",Rural,"2,042","2,000",42,2.1,"1,973","1,923",50,2.5,"1,957","1,899",58,3.0,"1,956","1,898",58,3.0,"1,934","1,875",59,3.1,"1,912","1,855",57,3.0,"1,882","1,832",50,2.7,"1,847","1,796",51,2.8,"1,859","1,810",49,2.6,"1,911","1,856",55,2.9
46069,SD,"Hyde County, SD",Rural,853,831,22,2.6,857,835,22,2.6,806,783,23,2.9,852,825,27,3.2,830,801,29,3.5,774,743,31,4.0,768,742,26,3.4,724,700,24,3.3,726,705,21,2.9,752,725,27,3.6
46073,SD,"Jerauld County, SD",Rural,"1,234","1,204",30,2.4,"1,281","1,244",37,2.9,"1,232","1,193",39,3.2,"1,280","1,242",38,3.0,"1,378","1,336",42,3.0,"1,319","1,276",43,3.3,"1,335","1,299",36,2.7,"1,359","1,326",33,2.4,"1,411","1,378",33,2.3,"1,379","1,340",39,2.8
46075,SD,"Jones County, SD",Rural,760,744,16,2.1,730,716,14,1.9,765,751,14,1.8,810,795,15,1.9,769,750,19,2.5,729,709,20,2.7,734,717,17,2.3,693,678,15,2.2,680,663,17,2.5,718,697,21,2.9
46077,SD,"Kingsbury County, SD",Rural,"3,037","2,958",79,2.6,"3,056","2,962",94,3.1,"3,127","3,025",102,3.3,"3,125","3,012",113,3.6,"3,124","3,003",121,3.9,"3,085","2,972",113,3.7,"2,947","2,853",94,3.2,"2,910","2,827",83,2.9,"2,961","2,864",97,3.3,"2,942","2,797",145,4.9
46085,SD,"Lyman County, SD",Rural,"1,929","1,850",79,4.1,"1,952","1,870",82,4.2,"2,001","1,913",88,4.4,"2,014","1,932",82,4.1,"2,031","1,936",95,4.7,"2,002","1,903",99,4.9,"2,013","1,928",85,4.2,"1,943","1,859",84,4.3,"1,954","1,865",89,4.6,"1,997","1,885",112,5.6
46089,SD,"McPherson County, SD",Rural,"1,328","1,290",38,2.9,"1,287","1,244",43,3.3,"1,298","1,256",42,3.2,"1,270","1,209",61,4.8,"1,251","1,195",56,4.5,"1,220","1,171",49,4.0,"1,191","1,144",47,3.9,"1,115","1,068",47,4.2,"1,099","1,052",47,4.3,"1,152","1,095",57,4.9
46091,SD,"Marshall County, SD",Rural,"2,226","2,143",83,3.7,"2,096","1,986",110,5.2,"2,028","1,908",120,5.9,"2,110","2,003",107,5.1,"2,101","1,998",103,4.9,"2,113","2,018",95,4.5,"2,141","2,054",87,4.1,"2,040","1,954",86,4.2,"2,075","1,984",91,4.4,"2,082","1,954",128,6.1
46107,SD,"Potter County, SD",Rural,"1,457","1,416",41,2.8,"1,429","1,381",48,3.4,"1,421","1,374",47,3.3,"1,417","1,373",44,3.1,"1,381","1,332",49,3.5,"1,363","1,315",48,3.5,"1,335","1,296",39,2.9,"1,288","1,250",38,3.0,"1,286","1,246",40,3.1,"1,300","1,255",45,3.5
46109,SD,"Roberts County, SD",Rural,"4,617","4,437",180,3.9,"4,531","4,321",210,4.6,"4,509","4,286",223,4.9,"4,607","4,363",244,5.3,"4,702","4,461",241,5.1,"4,788","4,560",228,4.8,"4,869","4,667",202,4.1,"4,809","4,615",194,4.0,"4,780","4,579",201,4.2,"4,748","4,483",265,5.6
46111,SD,"Sanborn County, SD",Rural,"1,482","1,446",36,2.4,"1,499","1,455",44,2.9,"1,547","1,504",43,2.8,"1,560","1,516",44,2.8,"1,558","1,507",51,3.3,"1,591","1,539",52,3.3,"1,503","1,460",43,2.9,"1,451","1,415",36,2.5,"1,399","1,361",38,2.7,"1,398","1,347",51,3.6
46115,SD,"Spink County, SD",Rural,"3,533","3,423",110,3.1,"3,357","3,241",116,3.5,"3,361","3,242",119,3.5,"3,392","3,279",113,3.3,"3,465","3,342",123,3.5,"3,484","3,355",129,3.7,"3,537","3,430",107,3.0,"3,346","3,240",106,3.2,"3,298","3,188",110,3.3,"3,437","3,304",133,3.9
47027,TN,"Clay County, TN",Rural,"3,696","3,458",238,6.4,"3,559","3,317",242,6.8,"3,785","3,518",267,7.1,"3,864","3,530",334,8.6,"3,629","3,300",329,9.1,"3,543","3,134",409,11.5,"3,633","3,230",403,11.1,"3,503","3,227",276,7.9,"3,487","3,121",366,10.5,"3,310","2,840",470,14.2
47049,TN,"Fentress County, TN",Rural,"6,854","6,353",501,7.3,"6,728","6,153",575,8.5,"7,024","6,505",519,7.4,"7,128","6,574",554,7.8,"7,229","6,755",474,6.6,"7,012","6,519",493,7.0,"7,637","7,125",512,6.7,"7,789","7,302",487,6.3,"8,062","7,314",748,9.3,"7,916","6,888","1,028",13.0
47137,TN,"Pickett County, TN",Rural,"2,267","2,153",114,5.0,"2,140","1,954",186,8.7,"2,083","1,889",194,9.3,"2,019","1,845",174,8.6,"1,928","1,763",165,8.6,"1,834","1,678",156,8.5,"1,894","1,732",162,8.6,"1,924","1,769",155,8.1,"1,896","1,695",201,10.6,"1,806","1,543",263,14.6
47175,TN,"Van Buren County, TN",Rural,"2,656","2,535",121,4.6,"2,609","2,449",160,6.1,"2,544","2,372",172,6.8,"2,508","2,323",185,7.4,"2,478","2,322",156,6.3,"2,451","2,241",210,8.6,"2,510","2,308",202,8.0,"2,488","2,341",147,5.9,"2,511","2,305",206,8.2,"2,432","2,081",351,14.4
48079,TX,"Cochran County, TX",Rural,"1,594","1,499",95,6.0,"1,604","1,515",89,5.5,"1,573","1,464",109,6.9,"1,734","1,593",141,8.1,"1,603","1,494",109,6.8,"1,558","1,468",90,5.8,"1,458","1,369",89,6.1,"1,479","1,404",75,5.1,"1,503","1,431",72,4.8,"1,511","1,414",97,6.4
48087,TX,"Collingsworth County, TX",Rural,"1,535","1,477",58,3.8,"1,641","1,580",61,3.7,"1,658","1,587",71,4.3,"1,712","1,627",85,5.0,"1,655","1,571",84,5.1,"1,631","1,558",73,4.5,"1,553","1,485",68,4.4,"1,535","1,483",52,3.4,"1,476","1,418",58,3.9,"1,497","1,416",81,5.4
48155,TX,"Foard County, TX",Rural,795,765,30,3.8,783,753,30,3.8,768,725,43,5.6,807,747,60,7.4,737,692,45,6.1,689,656,33,4.8,666,636,30,4.5,687,661,26,3.8,713,683,30,4.2,722,681,41,5.7
48263,TX,"Kent County, TX",Rural,445,428,17,3.8,441,427,14,3.2,440,422,18,4.1,513,488,25,4.9,485,463,22,4.5,443,424,19,4.3,404,388,16,4.0,423,409,14,3.3,441,423,18,4.1,464,440,24,5.2
48271,TX,"Kinney County, TX",Rural,"1,212","1,120",92,7.6,"1,257","1,171",86,6.8,"1,341","1,234",107,8.0,"1,423","1,313",110,7.7,"1,471","1,375",96,6.5,"1,446","1,357",89,6.2,"1,332","1,254",78,5.9,"1,356","1,291",65,4.8,"1,375","1,302",73,5.3,"1,440","1,329",111,7.7
48319,TX,"Mason County, TX",Rural,"2,025","1,965",60,3.0,"2,105","2,044",61,2.9,"2,236","2,157",79,3.5,"2,314","2,228",86,3.7,"2,281","2,200",81,3.6,"2,394","2,322",72,3.0,"2,429","2,355",74,3.0,"2,373","2,306",67,2.8,"2,348","2,277",71,3.0,"2,406","2,286",120,5.0
48333,TX,"Mills County, TX",Rural,"2,466","2,377",89,3.6,"2,463","2,375",88,3.6,"2,519","2,409",110,4.4,"2,715","2,598",117,4.3,"2,694","2,582",112,4.2,"2,558","2,457",101,3.9,"2,402","2,304",98,4.1,"2,293","2,208",85,3.7,"2,340","2,248",92,3.9,"2,457","2,326",131,5.3
48385,TX,"Real County, TX",Rural,"1,392","1,330",62,4.5,"1,309","1,236",73,5.6,"1,334","1,245",89,6.7,"1,384","1,296",88,6.4,"1,388","1,315",73,5.3,"1,325","1,258",67,5.1,"1,346","1,279",67,5.0,"1,372","1,318",54,3.9,"1,460","1,405",55,3.8,"1,542","1,457",85,5.5
48393,TX,"Roberts County, TX",Rural,514,501,13,2.5,521,508,13,2.5,523,506,17,3.3,513,494,19,3.7,536,515,21,3.9,553,535,18,3.3,553,536,17,3.1,561,548,13,2.3,568,554,14,2.5,585,557,28,4.8
48405,TX,"San Augustine County, TX",Rural,"3,756","3,556",200,5.3,"3,790","3,576",214,5.6,"3,823","3,551",272,7.1,"3,910","3,636",274,7.0,"3,808","3,539",269,7.1,"3,615","3,358",257,7.1,"3,549","3,323",226,6.4,"3,501","3,309",192,5.5,"3,505","3,287",218,6.2,"3,614","3,252",362,10.0
48421,TX,"Sherman County, TX",Rural,"1,630","1,585",45,2.8,"1,688","1,641",47,2.8,"1,708","1,650",58,3.4,"1,683","1,622",61,3.6,"1,581","1,524",57,3.6,"1,394","1,334",60,4.3,"1,313","1,260",53,4.0,"1,342","1,295",47,3.5,"1,457","1,402",55,3.8,"1,448","1,385",63,4.4
48483,TX,"Wheeler County, TX",Rural,"2,712","2,604",108,4.0,"2,727","2,622",105,3.9,"2,758","2,632",126,4.6,"2,800","2,682",118,4.2,"2,796","2,689",107,3.8,"2,688","2,581",107,4.0,"2,804","2,710",94,3.4,"3,053","2,975",78,2.6,"3,393","3,311",82,2.4,"3,220","3,039",181,5.6
49009,UT,"Daggett County, UT",Rural,463,445,18,3.9,470,448,22,4.7,506,482,24,4.7,481,456,25,5.2,499,472,27,5.4,506,480,26,5.1,511,487,24,4.7,526,507,19,3.6,456,439,17,3.7,482,454,28,5.8
49015,UT,"Emery County, UT",Rural,"4,731","4,505",226,4.8,"4,758","4,443",315,6.6,"4,771","4,437",334,7.0,"4,867","4,483",384,7.9,"5,122","4,771",351,6.9,"5,158","4,897",261,5.1,"5,293","5,115",178,3.4,"5,203","5,030",173,3.3,"5,106","4,925",181,3.5,"5,279","4,909",370,7.0
51027,VA,"Buchanan County, VA",Rural,"8,735","8,226",509,5.8,"8,912","8,364",548,6.1,"9,023","8,360",663,7.3,"8,895","8,243",652,7.3,"8,371","7,851",520,6.2,"8,434","7,945",489,5.8,"8,427","7,974",453,5.4,"8,675","8,219",456,5.3,"8,948","8,464",484,5.4,"9,280","8,472",808,8.7
54021,WV,"Gilmer County, WV",Rural,"2,753","2,549",204,7.4,"2,887","2,719",168,5.8,"2,948","2,728",220,7.5,"3,013","2,806",207,6.9,"2,995","2,841",154,5.1,"3,062","2,909",153,5.0,"3,101","2,949",152,4.9,"3,078","2,947",131,4.3,"3,107","2,980",127,4.1,"3,205","2,977",228,7.1
54047,WV,"McDowell County, WV",Rural,"7,010","6,275",735,10.5,"6,943","6,363",580,8.4,"7,032","6,288",744,10.6,"6,885","6,010",875,12.7,"6,479","5,793",686,10.6,"6,425","5,860",565,8.8,"6,945","6,387",558,8.0,"6,895","6,358",537,7.8,"7,143","6,687",456,6.4,"7,460","6,538",922,12.4
54075,WV,"Pocahontas County, WV",Rural,"3,988","3,716",272,6.8,"3,947","3,667",280,7.1,"3,993","3,692",301,7.5,"4,049","3,754",295,7.3,"3,867","3,609",258,6.7,"3,771","3,513",258,6.8,"3,816","3,507",309,8.1,"3,721","3,436",285,7.7,"3,585","3,310",275,7.7,"3,601","3,143",458,12.7
56011,WY,"Crook County, WY",Rural,"3,158","3,045",113,3.6,"3,098","2,990",108,3.5,"3,072","2,962",110,3.6,"3,119","2,987",132,4.2,"3,211","3,088",123,3.8,"3,284","3,171",113,3.4,"3,398","3,308",90,2.6,"3,447","3,358",89,2.6,"3,520","3,422",98,2.8,"3,594","3,391",203,5.6
56035,WY,"Sublette County, WY",Rural,"3,545","3,442",103,2.9,"3,735","3,637",98,2.6,"3,879","3,768",111,2.9,"4,145","4,018",127,3.1,"4,492","4,384",108,2.4,"5,022","4,920",102,2.0,"5,717","5,619",98,1.7,"6,711","6,619",92,1.4,"7,099","6,988",111,1.6,"7,291","6,972",319,4.4
1025,AL,"Clarke County, AL",Rural,"11,677","10,814",863,7.4,"11,094","9,998","1,096",9.9,"10,752","9,775",977,9.1,"10,809","9,882",927,8.6,"10,395","9,483",912,8.8,"10,098","9,457",641,6.3,"10,268","9,636",632,6.2,"10,386","9,744",642,6.2,"10,366","9,401",965,9.3,"10,298","8,728","1,570",15.2
1035,AL,"Conecuh County, AL",Rural,"5,521","5,158",363,6.6,"5,307","4,916",391,7.4,"5,179","4,754",425,8.2,"5,169","4,728",441,8.5,"5,063","4,639",424,8.4,"5,173","4,855",318,6.1,"5,127","4,840",287,5.6,"4,979","4,653",326,6.5,"4,886","4,413",473,9.7,"4,853","3,959",894,18.4
1091,AL,"Marengo County, AL",Rural,"9,072","8,594",478,5.3,"8,948","8,409",539,6.0,"9,003","8,429",574,6.4,"9,034","8,468",566,6.3,"8,855","8,320",535,6.0,"8,580","8,092",488,5.7,"8,600","8,204",396,4.6,"8,170","7,728",442,5.4,"7,985","7,374",611,7.7,"8,052","7,000","1,052",13.1
1093,AL,"Marion County, AL",Rural,"14,302","13,339",963,6.7,"12,997","11,855","1,142",8.8,"12,687","11,576","1,111",8.8,"13,124","12,184",940,7.2,"13,332","12,492",840,6.3,"13,500","12,900",600,4.4,"13,515","12,930",585,4.3,"13,007","12,314",693,5.3,"12,727","11,679","1,048",8.2,"12,259","10,386","1,873",15.3
1099,AL,"Monroe County, AL",Rural,"10,343","9,669",674,6.5,"9,957","9,229",728,7.3,"9,739","8,914",825,8.5,"9,452","8,665",787,8.3,"9,712","8,994",718,7.4,"9,560","8,976",584,6.1,"9,329","8,770",559,6.0,"8,971","8,381",590,6.6,"8,806","7,881",925,10.5,"8,573","7,029","1,544",18.0
2016,AK,"Aleutians West Census Area, AK",Rural,"2,738","2,597",141,5.1,"2,639","2,485",154,5.8,"2,739","2,569",170,6.2,"2,940","2,755",185,6.3,"3,077","2,878",199,6.5,"3,139","2,958",181,5.8,"3,205","3,023",182,5.7,"3,081","2,915",166,5.4,"3,055","2,883",172,5.6,"3,002","2,785",217,7.2
2050,AK,"Bethel Census Area, AK",Rural,"6,406","5,833",573,8.9,"6,319","5,701",618,9.8,"6,844","6,129",715,10.4,"7,072","6,218",854,12.1,"7,018","6,131",887,12.6,"7,084","6,172",912,12.9,"6,961","6,041",920,13.2,"6,935","6,057",878,12.7,"6,900","5,973",927,13.4,"7,039","6,019","1,020",14.5
2122,AK,"Kenai Peninsula Borough, AK",Rural,"24,609","22,597","2,012",8.2,"24,348","22,371","1,977",8.1,"24,830","22,474","2,356",9.5,"25,086","22,564","2,522",10.1,"25,364","22,937","2,427",9.6,"25,294","23,065","2,229",8.8,"25,390","23,309","2,081",8.2,"25,654","23,653","2,001",7.8,"26,253","24,180","2,073",7.9,"26,907","24,189","2,718",10.1
2150,AK,"Kodiak Island Borough, AK",Rural,"6,548","6,004",544,8.3,"6,449","5,882",567,8.8,"6,306","5,743",563,8.9,"5,973","5,398",575,9.6,"6,185","5,640",545,8.8,"6,050","5,546",504,8.3,"6,130","5,672",458,7.5,"6,132","5,751",381,6.2,"6,386","5,963",423,6.6,"6,598","6,112",486,7.4
2180,AK,"Nome Census Area, AK",Rural,"3,705","3,348",357,9.6,"3,693","3,337",356,9.6,"3,862","3,481",381,9.9,"3,921","3,501",420,10.7,"3,955","3,496",459,11.6,"3,976","3,480",496,12.5,"3,887","3,418",469,12.1,"3,788","3,372",416,11.0,"3,976","3,578",398,10.0,"3,970","3,494",476,12.0
2185,AK,"North Slope Borough, AK",Rural,"3,407","3,121",286,8.4,"3,713","3,438",275,7.4,"3,771","3,449",322,8.5,"3,709","3,332",377,10.2,"3,674","3,299",375,10.2,"3,716","3,379",337,9.1,"4,133","3,850",283,6.8,"4,666","4,417",249,5.3,"5,138","4,928",210,4.1,"5,295","5,037",258,4.9
2188,AK,"Northwest Arctic Borough, AK",Rural,"2,948","2,682",266,9.0,"3,025","2,729",296,9.8,"3,067","2,721",346,11.3,"2,983","2,594",389,13.0,"2,875","2,492",383,13.3,"3,059","2,694",365,11.9,"2,956","2,620",336,11.4,"2,962","2,644",318,10.7,"2,969","2,637",332,11.2,"2,989","2,623",366,12.2
2195,AK,"Petersburg Borough, AK",Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,AK,"Sitka Borough/city, AK",Rural,"4,458","4,245",213,4.8,"4,477","4,266",211,4.7,"4,621","4,353",268,5.8,"4,676","4,390",286,6.1,"4,589","4,300",289,6.3,"4,738","4,473",265,5.6,"4,671","4,419",252,5.4,"4,628","4,394",234,5.1,"4,612","4,354",258,5.6,"4,641","4,343",298,6.4
2261,AK,"Valdez-Cordova Census Area, AK",Rural,"5,226","4,830",396,7.6,"5,081","4,644",437,8.6,"5,205","4,697",508,9.8,"5,384","4,847",537,10.0,"5,389","4,854",535,9.9,"5,259","4,756",503,9.6,"5,177","4,735",442,8.5,"5,208","4,773",435,8.4,"5,243","4,816",427,8.1,"5,338","4,872",466,8.7
5003,AR,"Ashley County, AR",Rural,"10,505","9,895",610,5.8,"10,335","9,584",751,7.3,"10,246","9,463",783,7.6,"10,064","9,133",931,9.3,"9,690","8,791",899,9.3,"9,562","8,763",799,8.4,"9,666","8,935",731,7.6,"9,359","8,586",773,8.3,"9,342","8,638",704,7.5,"9,302","8,334",968,10.4
5113,AR,"Polk County, AR",Rural,"8,992","8,629",363,4.0,"8,992","8,578",414,4.6,"8,858","8,097",761,8.6,"8,657","8,007",650,7.5,"8,433","7,934",499,5.9,"8,622","8,187",435,5.0,"8,803","8,379",424,4.8,"8,783","8,345",438,5.0,"8,806","8,356",450,5.1,"8,762","8,101",661,7.5
6027,CA,"Inyo County, CA",Rural,"8,847","8,440",407,4.6,"9,012","8,601",411,4.6,"9,202","8,700",502,5.5,"9,095","8,566",529,5.8,"9,245","8,752",493,5.3,"9,283","8,830",453,4.9,"9,024","8,613",411,4.6,"8,897","8,463",434,4.9,"9,092","8,489",603,6.6,"9,427","8,546",881,9.3
6051,CA,"Mono County, CA",Rural,"7,392","7,053",339,4.6,"7,594","7,237",357,4.7,"7,873","7,467",406,5.2,"8,269","7,847",422,5.1,"8,284","7,865",419,5.1,"8,342","7,939",403,4.8,"8,251","7,887",364,4.4,"8,143","7,756",387,4.8,"8,609","8,098",511,5.9,"8,771","7,968",803,9.2
8003,CO,"Alamosa County, CO",Rural,"7,205","6,946",259,3.6,"7,754","7,427",327,4.2,"8,230","7,817",413,5.0,"8,204","7,725",479,5.8,"8,280","7,787",493,6.0,"8,165","7,716",449,5.5,"8,287","7,908",379,4.6,"8,424","8,094",330,3.9,"8,410","7,969",441,5.2,"8,954","8,343",611,6.8
8015,CO,"Chaffee County, CO",Rural,"7,344","7,102",242,3.3,"7,522","7,222",300,4.0,"7,845","7,440",405,5.2,"7,825","7,373",452,5.8,"8,107","7,626",481,5.9,"8,206","7,766",440,5.4,"8,205","7,854",351,4.3,"8,282","7,989",293,3.5,"8,417","8,037",380,4.5,"8,593","8,009",584,6.8
8051,CO,"Gunnison County, CO",Rural,"8,180","7,956",224,2.7,"8,349","8,076",273,3.3,"8,566","8,203",363,4.2,"8,369","7,965",404,4.8,"8,738","8,372",366,4.2,"9,037","8,680",357,4.0,"9,582","9,285",297,3.1,"9,604","9,337",267,2.8,"9,566","9,221",345,3.6,"9,438","8,883",555,5.9
8063,CO,"Kit Carson County, CO",Rural,"3,843","3,746",97,2.5,"4,315","4,209",106,2.5,"4,534","4,388",146,3.2,"4,247","4,061",186,4.4,"4,310","4,158",152,3.5,"4,354","4,205",149,3.4,"4,517","4,382",135,3.0,"4,514","4,394",120,2.7,"4,375","4,228",147,3.4,"4,859","4,653",206,4.2
8071,CO,"Las Animas County, CO",Rural,"6,676","6,401",275,4.1,"7,164","6,838",326,4.6,"7,842","7,442",400,5.1,"7,860","7,386",474,6.0,"8,002","7,564",438,5.5,"8,148","7,735",413,5.1,"8,515","8,175",340,4.0,"8,769","8,456",313,3.6,"8,852","8,452",400,4.5,"8,649","7,889",760,8.8
8099,CO,"Prowers County, CO",Rural,"6,927","6,728",199,2.9,"7,226","6,996",230,3.2,"7,590","7,287",303,4.0,"7,232","6,868",364,5.0,"7,416","7,084",332,4.5,"7,461","7,106",355,4.8,"6,985","6,584",401,5.7,"6,849","6,615",234,3.4,"6,572","6,276",296,4.5,"7,019","6,577",442,6.3
8105,CO,"Rio Grande County, CO",Rural,"5,817","5,557",260,4.5,"6,215","5,881",334,5.4,"6,540","6,150",390,6.0,"6,442","6,054",388,6.0,"6,571","6,168",403,6.1,"6,541","6,158",383,5.9,"6,661","6,356",305,4.6,"6,599","6,340",259,3.9,"6,464","6,098",366,5.7,"6,799","6,352",447,6.6
8125,CO,"Yuma County, CO",Rural,"5,036","4,905",131,2.6,"5,989","5,854",135,2.3,"6,408","6,247",161,2.5,"5,986","5,799",187,3.1,"6,136","5,935",201,3.3,"6,080","5,888",192,3.2,"6,553","6,384",169,2.6,"6,793","6,650",143,2.1,"6,547","6,371",176,2.7,"7,107","6,852",255,3.6
