movie_title,actor_1,actor_2,actor_3,fb_like_1,fb_like_2,fb_like_3
School Daze,Tisha Campbell-Martin,Ossie Davis,Bill Nunn,413.0,282.0,182.0
Daddy Day Camp,Lochlyn Munro,Brian Doyle-Murray,Tamala Jones,555.0,484.0,405.0
Mr. Nice Guy,Sammo Kam-Bo Hung,Richard Norton,Rachel Blakely,472.0,155.0,64.0
A Mighty Wind,Michael McKean,Christopher Guest,Laura Harris,658.0,378.0,345.0
Mystic Pizza,Julia Roberts,Lili Taylor,Conchata Ferrell,8000.0,960.0,658.0
War & Peace,Jim Broadbent,Tuppence Middleton,Lily James,1000.0,888.0,502.0
Sliding Doors,Jeanne Tripplehorn,Kevin McNally,John Lynch,711.0,427.0,161.0
Tales from the Hood,Corbin Bernsen,Clarence Williams III,David Alan Grier,1000.0,475.0,360.0
The Last King of Scotland,David Oyelowo,Simon McBurney,Abby Mukiibi Nkaaga,1000.0,149.0,25.0
Halloween 5,Donald Pleasence,Tamara Glynn,Troy Evans,742.0,256.0,120.0
Bernie,Matthew McConaughey,Brandon Smith,Rick Dial,11000.0,106.0,84.0
Dolphins and Whales 3D: Tribes of the Ocean,Charlotte Rampling,Daryl Hannah,,844.0,0.0,
Pollock,John Heard,Bud Cort,Amy Madigan,697.0,394.0,221.0
200 Cigarettes,Janeane Garofalo,Dave Chappelle,Gaby Hoffmann,1000.0,744.0,612.0
The Words,J.K. Simmons,Bradley Cooper,Olivia Wilde,24000.0,14000.0,10000.0
Casa de mi Padre,Will Ferrell,Adrian Martinez,Luis E. Carazo,8000.0,806.0,546.0
City Island,Ezra Miller,Curtiss Cook,Dominik García-Lorido,3000.0,591.0,130.0
The Guard,Don Cheadle,Fionnula Flanagan,Wale Ojo,3000.0,482.0,28.0
College,Drake Bell,Alona Tal,Haley Bennett,1000.0,1000.0,664.0
The Virgin Suicides,Kirsten Dunst,Kathleen Turner,Scott Glenn,4000.0,899.0,826.0
Little Voice,Jim Broadbent,Annette Badland,Brenda Blethyn,1000.0,497.0,286.0
Miss March,Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi,373.0,308.0,263.0
Wish I Was Here,Jim Parsons,Josh Gad,Michael Weston,17000.0,1000.0,379.0
Simply Irresistible,Sarah Michelle Gellar,Dylan Baker,Lawrence Gilliard Jr.,4000.0,812.0,353.0
Veronica Mars,Francis Capra,Jason Dohring,Enrico Colantoni,937.0,828.0,724.0
Hedwig and the Angry Inch,John Cameron Mitchell,Miriam Shor,Andrea Martin,263.0,261.0,179.0
Only the Strong,Antoni Corone,Ryan Bollman,Todd Susman,97.0,91.0,82.0
Goddess of Love,Rachel Alig,Monda Scott,Alexis Kendra,397.0,77.0,34.0
Shattered Glass,Hayden Christensen,Rosario Dawson,Cas Anvar,4000.0,3000.0,491.0
Novocaine,Chelcie Ross,Lynne Thigpen,Polly Noonan,244.0,230.0,15.0
The Business of Strangers,Stockard Channing,Tony Devon,Frederick Weller,944.0,257.0,152.0
The Wild Bunch,William Holden,Warren Oates,L.Q. Jones,682.0,288.0,242.0
The Wackness,Mary-Kate Olsen,Aaron Yoo,Method Man,976.0,617.0,362.0
The Great Train Robbery,Lesley-Anne Down,Michael Elphick,Pamela Salem,187.0,34.0,20.0
Morvern Callar,Samantha Morton,Bryan Dick,Paul Popplewell,631.0,104.0,53.0
Beastmaster 2: Through the Portal of Time,Michael Berryman,Kari Wuhrer,Marc Singer,721.0,514.0,284.0
The 5th Quarter,Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna,767.0,529.0,316.0
The Flower of Evil,Benoît Magimel,Nathalie Baye,Mélanie Doutey,173.0,67.0,27.0
The Greatest,Jennifer Ehle,Zoë Kravitz,Cara Seymour,1000.0,943.0,71.0
Snow Flower and the Secret Fan,Bingbing Li,Russell Wong,Ji-hyun Jun,974.0,595.0,451.0
Come Early Morning,Tim Blake Nelson,Diane Ladd,Ritchie Montgomery,596.0,206.0,90.0
Lucky Break,James Nesbitt,Olivia Williams,Peter McNamara,773.0,766.0,419.0
Julia,Meryl Streep,Jane Fonda,Vanessa Redgrave,11000.0,949.0,898.0
"Surfer, Dude",Matthew McConaughey,Scott Glenn,Sarah Wright,11000.0,826.0,499.0
Lake of Fire,Noam Chomsky,Pat Buchanan,Bill Baird,103.0,2.0,0.0
11:14,Henry Thomas,Barbara Hershey,Shawn Hatosy,861.0,618.0,407.0
Men of War,Catherine Bell,Kevin Tighe,Tim Guinee,636.0,472.0,259.0
Don McKay,Pruitt Taylor Vince,M. Emmet Walsh,Robert Wahlberg,592.0,521.0,99.0
Deadfall,Charlie Hunnam,Olivia Wilde,Sissy Spacek,16000.0,10000.0,874.0
A Shine of Rainbows,Connie Nielsen,Aidan Quinn,John Bell,933.0,767.0,130.0
The Hit List,Drew Waters,Sean Cook,Cole Hauser,848.0,816.0,787.0
Emma,Romola Garai,Blake Ritson,Rupert Evans,805.0,432.0,334.0
Videodrome,Debbie Harry,Leslie Carlson,Reiner Schwarz,391.0,20.0,15.0
L'auberge espagnole,Romain Duris,Cécile De France,Iddo Goldberg,809.0,447.0,269.0
Song One,Anne Hathaway,Shawn Parsons,Li Jun Li,11000.0,485.0,444.0
Winter in Wartime,Yorick van Wageningen,Tygo Gernandt,Martijn Lakemeier,163.0,20.0,19.0
Freaky Deaky,Billy Burke,Michael Jai White,Bill Duke,2000.0,2000.0,1000.0
The Train,Jeanne Moreau,Paul Scofield,Michel Simon,343.0,94.0,28.0
Trade of Innocents,Mira Sorvino,John Billingsley,Trieu Tran,978.0,323.0,57.0
The Protector,Jon Foo,Nathan Jones,Johnny Nguyen,778.0,635.0,380.0
Stiff Upper Lips,Sean Pertwee,Frank Finlay,Samuel West,722.0,338.0,136.0
The Inbetweeners,Simon Bird,Belinda Stewart-Wilson,James Buckley,229.0,223.0,220.0
Bend It Like Beckham,Archie Panjabi,Parminder Nagra,Anupam Kher,883.0,528.0,397.0
Sunshine State,Miguel Ferrer,Edie Falco,Timothy Hutton,688.0,659.0,501.0
Crossover,Wesley Jonathan,Wayne Brady,Eva Marcille,592.0,378.0,255.0
Khiladi 786,Asin,Mithun Chakraborty,Johnny Lever,634.0,284.0,61.0
[Rec] 2,Jonathan D. Mellor,Pablo Rosso,Andrea Ros,37.0,9.0,6.0
Standing Ovation,Kayla Jackson,Alexis Biesiada,Kayla Raparelli,25.0,11.0,10.0
The Sting,Eileen Brennan,Robert Shaw,Ray Walston,1000.0,559.0,417.0
Chariots of Fire,Alice Krige,Ben Cross,John Gielgud,368.0,303.0,249.0
Diary of a Mad Black Woman,Cicely Tyson,Kimberly Elise,Tamara Taylor,907.0,637.0,476.0
Shine,Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,509.0,294.0,35.0
Don Jon,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,23000.0,19000.0,694.0
High Plains Drifter,Clint Eastwood,Richard Bull,John Hillerman,16000.0,742.0,258.0
Ghost World,Scarlett Johansson,Steve Buscemi,T.J. Thyne,19000.0,12000.0,722.0
Iris,Kate Winslet,Jim Broadbent,Kris Marshall,14000.0,1000.0,548.0
Galaxina,Stephen Macht,Avery Schreiber,Angelo Rossitto,113.0,110.0,60.0
The Chorus,Jean-Baptiste Maunier,François Berléand,Gérard Jugnot,517.0,86.0,57.0
Mambo Italiano,Paul Sorvino,Luke Kirby,Claudia Ferri,636.0,210.0,71.0
Wonderland,Alexis Dziena,Louis Lombardi,Franky G,715.0,436.0,93.0
Do the Right Thing,Ruby Dee,John Savage,Danny Aiello,782.0,652.0,388.0
Harvard Man,Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,4000.0,902.0,781.0
Le Havre,Jean-Pierre Léaud,Kati Outinen,Jean-Pierre Darroussin,232.0,67.0,36.0
Irreversible,Philippe Nahon,Albert Dupontel,Jo Prestia,56.0,46.0,9.0
R100,Lindsay Kay Hayward,Hitoshi Matsumoto,Shinobu Terajima,31.0,17.0,16.0
Rang De Basanti,Anupam Kher,Steven Mackintosh,Madhavan,397.0,227.0,199.0
Animals,Kim Shaw,John Heard,David Dastmalchian,934.0,697.0,290.0
Salvation Boulevard,Jim Gaffigan,Cree Kelly,Mike Eshaq,472.0,39.0,38.0
The Ten,Jon Hamm,Ken Marino,Ron Silver,4000.0,543.0,139.0
A Room for Romeo Brass,Bob Hoskins,Paddy Considine,Shane Meadows,5000.0,680.0,222.0
Headhunters,Aksel Hennie,Synnøve Macody Lund,Julie R. Ølgaard,286.0,52.0,27.0
Grabbers,Russell Tovey,Richard Coyle,Bronagh Gallagher,796.0,567.0,114.0
Saint Ralph,Campbell Scott,Adam Butcher,Gordon Pinsent,393.0,259.0,149.0
Miss Julie,Samantha Morton,Jessica Chastain,Colin Farrell,631.0,0.0,0.0
Somewhere in Time,Teresa Wright,Bill Erwin,George Voskovec,208.0,191.0,32.0
Dum Maaro Dum,Abhishek Bachchan,Bipasha Basu,Prateik,374.0,282.0,47.0
Insidious: Chapter 2,Lin Shaye,Barbara Hershey,Leigh Whannell,852.0,618.0,482.0
Saw II,Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,1000.0,654.0,651.0
10 Cloverfield Lane,Bradley Cooper,John Gallagher Jr.,Sumalee Montano,14000.0,338.0,82.0
Jackass: The Movie,Bam Margera,Steve-O,Chris Pontius,608.0,362.0,218.0
Lights Out,Billy Burke,Amiah Miller,Gabriel Bateman,2000.0,509.0,300.0
Paranormal Activity 3,Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith,581.0,438.0,434.0
Ouija,Lin Shaye,Shelley Hennig,Daren Kagasoff,852.0,707.0,704.0
A Nightmare on Elm Street 3: Dream Warriors,John Saxon,Heather Langenkamp,Jennifer Rubin,506.0,449.0,150.0
Instructions Not Included,Eugenio Derbez,Jessica Lindsey,Hugo Stiglitz,399.0,89.0,83.0
Paranormal Activity 4,Matt Shively,Brendon Eggertsen,Alisha Boe,235.0,119.0,113.0
The Robe,Richard Burton,Jean Simmons,Victor Mature,726.0,422.0,275.0
The Return of the Pink Panther,Burt Kwouk,Herbert Lom,Catherine Schell,462.0,278.0,80.0
Freddy's Dead: The Final Nightmare,Johnny Depp,Tom Arnold,Yaphet Kotto,40000.0,618.0,581.0
Monster,Charlize Theron,Bruce Dern,Pruitt Taylor Vince,9000.0,844.0,592.0
"20,000 Leagues Under the Sea",James Mason,Robert J. Wilke,Paul Lukas,617.0,53.0,51.0
Paranormal Activity: The Marked Ones,Richard Cabral,Gloria Sandoval,Molly Ephraim,510.0,358.0,332.0
The Elephant Man,Anthony Hopkins,Anne Bancroft,Dexter Fletcher,12000.0,754.0,452.0
Dallas Buyers Club,Matthew McConaughey,Jennifer Garner,Denis O'Hare,11000.0,3000.0,896.0
The Lazarus Effect,Olivia Wilde,Mark Duplass,Donald Glover,10000.0,830.0,801.0
Memento,Callum Rennie,Thomas Lennon,Jorja Fox,716.0,651.0,379.0
Oculus,James Lafferty,Rory Cochrane,Garrett Ryan,972.0,407.0,202.0
Clerks II,Ethan Suplee,Jason Mewes,Brian O'Halloran,1000.0,898.0,657.0
Billy Elliot,Julie Walters,Gary Lewis,Jamie Draven,838.0,203.0,34.0
The Way Way Back,Steve Carell,Liam James,Jim Rash,7000.0,468.0,424.0
House Party 2,William Schallert,Tisha Campbell-Martin,Helen Martin,901.0,413.0,287.0
The Man from Snowy River,Tony Bonner,Jack Thompson,Tom Burlinson,492.0,155.0,75.0
Doug's 1st Movie,Frank Welker,Constance Shulman,Alice Playten,2000.0,804.0,73.0
The Apostle,John Beasley,Todd Allen,June Carter Cash,205.0,130.0,77.0
Mommie Dearest,Faye Dunaway,Xander Berkeley,Diana Scarwid,977.0,485.0,157.0
Our Idiot Brother,Zooey Deschanel,Adam Scott,Steve Coogan,11000.0,3000.0,1000.0
Race,William Hurt,Tony Curran,David Kross,882.0,845.0,388.0
The Players Club,Bernie Mac,Monica Calhoun,Chrystale Wilson,1000.0,597.0,498.0
"As Above, So Below",Ben Feldman,Edwin Hodge,Perdita Weeks,1000.0,200.0,161.0
Addicted,Boris Kodjoe,Cameron Mills,Sharon Leal,1000.0,694.0,467.0
Eve's Bayou,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,2000.0,434.0,426.0
Still Alice,Kristen Stewart,Hunter Parrish,Seth Gilliam,17000.0,2000.0,423.0
The Egyptian,Gene Tierney,Peter Ustinov,Jean Simmons,535.0,440.0,422.0
Nighthawks,Sylvester Stallone,Lindsay Wagner,Persis Khambatta,13000.0,970.0,142.0
Friday the 13th Part VIII: Jason Takes Manhattan,Kane Hodder,Peter Mark Richman,Scott Reeves,935.0,120.0,65.0
My Big Fat Greek Wedding,Nia Vardalos,Louis Mandylor,Lainie Kazan,567.0,312.0,249.0
Spring Breakers,James Franco,Heather Morris,Rachel Korine,11000.0,892.0,192.0
Halloween: The Curse of Michael Myers,Donald Pleasence,Kim Darby,Mitchell Ryan,742.0,152.0,141.0
Y Tu Mamá También,Maribel Verdú,Daniel Giménez Cacho,María Aura,269.0,43.0,19.0
Shaun of the Dead,Peter Serafinowicz,Dylan Moran,Rafe Spall,605.0,427.0,358.0
The Haunting of Molly Hartley,Jessica Lowndes,Randy Wayne,Haley Bennett,1000.0,984.0,664.0
Lone Star,Matthew McConaughey,Clifton James,Miriam Colon,11000.0,189.0,111.0
Halloween 4: The Return of Michael Myers,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,742.0,120.0,101.0
April Fool's Day,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,690.0,190.0,85.0
Diner,Steve Guttenberg,Daniel Stern,Ellen Barkin,801.0,796.0,551.0
Lone Wolf McQuade,David Carradine,William Sanderson,Robert Beltran,926.0,400.0,268.0
Apollo 18,Warren Christie,Ryan Robbins,Andrew Airlie,520.0,270.0,205.0
Sunshine Cleaning,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,968.0,934.0,260.0
No Escape,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,155.0,78.0,13.0
The Beastmaster,Vanna Bonta,John Amos,Rip Torn,21000.0,982.0,826.0
Solomon and Sheba,Gina Lollobrigida,George Sanders,Finlay Currie,746.0,333.0,70.0
Fifty Shades of Black,Fred Willard,Mike Epps,Russell Peters,729.0,706.0,355.0
Not Easily Broken,Eddie Cibrian,Jenifer Lewis,Wood Harris,849.0,578.0,409.0
A Farewell to Arms,Gary Cooper,Helen Hayes,Adolphe Menjou,998.0,164.0,99.0
The Perfect Match,Donald Faison,Brandy Norwood,Lauren London,927.0,509.0,503.0
Digimon: The Movie,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,93.0,45.0,44.0
Saved!,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,3000.0,835.0,797.0
The Barbarian Invasions,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,150.0,28.0,21.0
Robin and Marian,Robert Shaw,Denholm Elliott,Nicol Williamson,559.0,249.0,136.0
The Forsaken,Brendan Fehr,Kerr Smith,Izabella Miko,847.0,591.0,560.0
Force 10 from Navarone,Harrison Ford,Carl Weathers,Franco Nero,11000.0,794.0,576.0
UHF,Fran Drescher,Gedde Watanabe,Michael Richards,859.0,448.0,448.0
Grandma's Boy,Linda Cardellini,Joel David Moore,Shirley Jones,2000.0,936.0,556.0
Slums of Beverly Hills,Natasha Lyonne,Kevin Corrigan,Jessica Walter,1000.0,778.0,572.0
Once Upon a Time in the West,Claudia Cardinale,Woody Strode,Jack Elam,973.0,423.0,392.0
Made,Jon Favreau,Faizon Love,Jonathan Silverman,4000.0,585.0,334.0
Moon,Kevin Spacey,Matt Berry,Benedict Wong,18000.0,572.0,372.0
Keeping Up with the Steins,Miranda Cosgrove,Jami Gertz,Carter Jenkins,2000.0,847.0,701.0
Sea Rex 3D: Journey to a Prehistoric World,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,55.0,0.0,0.0
The Sweet Hereafter,Bruce Greenwood,Sarah Polley,Simon Baker,990.0,900.0,395.0
Of Gods and Men,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,186.0,135.0,32.0
Bottle Shock,Alan Rickman,Freddy Rodríguez,Greg Collins,25000.0,579.0,39.0
Jekyll and Hyde... Together Again,Cassandra Peterson,Tim Thomerson,Bess Armstrong,922.0,162.0,83.0
Heavenly Creatures,Kate Winslet,Jed Brophy,Liz Mullane,14000.0,433.0,88.0
90 Minutes in Heaven,Hayden Christensen,Bobby Batson,Cynthia Barrett,4000.0,849.0,473.0
Everything Must Go,Will Ferrell,Scott Takeda,Stephen Root,8000.0,981.0,939.0
Zero Effect,Kim Dickens,Ryan O'Neal,Angela Featherstone,624.0,385.0,102.0
The Machinist,Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,23000.0,1000.0,360.0
Light Sleeper,Dana Delany,Jane Adams,David Clennon,722.0,280.0,145.0
Kill the Messenger,Jeremy Renner,Paz Vega,Robert Pralgo,10000.0,963.0,688.0
Rabbit Hole,Dianne Wiest,Jon Tenney,Tammy Blanchard,967.0,289.0,192.0
Party Monster,Macaulay Culkin,Mia Kirshner,Marilyn Manson,3000.0,971.0,600.0
Green Room,Alia Shawkat,Mark Webber,Joe Cole,727.0,442.0,233.0
The Oh in Ohio,Liza Minnelli,Tim Russ,Winter Ave Zoli,740.0,625.0,276.0
Atlas Shrugged: Who Is John Galt?,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,578.0,435.0,361.0
Bottle Rocket,Andrew Wilson,Darryl Cox,Lumi Cavazos,387.0,96.0,65.0
Albino Alligator,Viggo Mortensen,Joe Mantegna,Faye Dunaway,10000.0,1000.0,977.0
"Gandhi, My Father",Akshaye Khanna,Bhoomika Chawla,Darshan Jariwala,75.0,45.0,14.0
Standard Operating Procedure,Jeffrey Frost,Megan Ambuhl Graner,Ken Davis,6.0,0.0,0.0
Out of the Blue,Raymond Burr,Don Gordon,Jim Byrnes,311.0,59.0,51.0
Tucker and Dale vs Evil,Katrina Bowden,Tyler Labine,Chelan Simmons,948.0,779.0,440.0
"Lovely, Still",Adam Scott,Ellen Burstyn,Martin Landau,3000.0,1000.0,940.0
Tycoon,Judith Anderson,Paul Fix,Laraine Day,197.0,116.0,100.0
Desert Blue,Ethan Suplee,John Heard,Sara Gilbert,1000.0,697.0,697.0
Decoys,Meghan Ory,Marc Trottier,Corey Sevier,889.0,680.0,383.0
The Visit,Ocean James,Patch Darragh,Olivia DeJonge,432.0,309.0,99.0
Redacted,Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,343.0,29.0,15.0
Fascination,Adam Garcia,Jacqueline Bisset,Alice Evans,811.0,522.0,227.0
Saving Grace,Holly Hunter,Dylan Minnette,Bokeem Woodbine,1000.0,1000.0,904.0
Area 51,Glenn Campbell,Sandra Staggs,Jelena Nik,46.0,21.0,14.0
Sleep Tight,Luis Tosar,Tony Corvillo,Marta Etura,331.0,93.0,78.0
The Cottage,Dave Legeno,Doug Bradley,Georgia Groome,570.0,337.0,141.0
Dead Like Me: Life After Death,Henry Ian Cusick,Callum Blue,Shenae Grimes-Beech,866.0,738.0,686.0
Farce of the Penguins,Alyson Hannigan,John Stamos,Jim Belushi,3000.0,2000.0,854.0
Flying By,Heather Locklear,Patricia Neal,Katie Leclerc,695.0,617.0,483.0
Psych,Corbin Bernsen,Dulé Hill,Timothy Omundson,1000.0,922.0,816.0
Rudderless,Billy Crudup,Felicity Huffman,David Adam Flannery,745.0,508.0,394.0
Henry & Me,Chazz Palminteri,Cyndi Lauper,Danny Aiello,979.0,732.0,388.0
Christmas Eve,Gary Cole,Jon Heder,Cheryl Hines,989.0,970.0,541.0
We Have Your Husband,Teri Polo,Esai Morales,Nicholas Gonzalez,708.0,699.0,601.0
Dying of the Light,Nicolas Cage,Irène Jacob,Tomiwa Edun,12000.0,316.0,179.0
Born of War,James Frain,Sofia Black-D'Elia,Lisa Kay,1000.0,266.0,126.0
Capricorn One,David Huddleston,Sam Waterston,Hal Holbrook,1000.0,849.0,826.0
Should've Been Romeo,Michael Rapaport,Natasha Henstridge,Costas Mandylor,975.0,900.0,723.0
Running Forever,David Raizor,Cody Howard,Martin Kove,784.0,763.0,668.0
Yoga Hosers,Johnny Depp,Haley Joel Osment,Natasha Lyonne,40000.0,3000.0,1000.0
Navy Seals vs. Zombies,Mikal Vega,Michael Dudikoff,Ed Quinn,741.0,615.0,538.0
I Served the King of England,Julia Jentsch,Ivan Barnev,Milan Lasica,61.0,12.0,4.0
Soul Kitchen,Udo Kier,Moritz Bleibtreu,Birol Ünel,595.0,486.0,269.0
Sling Blade,Robert Duvall,Dwight Yoakam,J.T. Walsh,3000.0,324.0,263.0
The Awakening,Isaac Hempstead Wright,Imelda Staunton,Joseph Mawle,874.0,579.0,537.0
Hostel,Jay Hernandez,Takashi Miike,Rick Hoffman,1000.0,1000.0,581.0
Tristram Shandy: A Cock and Bull Story,Steve Coogan,Shirley Henderson,Dylan Moran,1000.0,887.0,427.0
Take Shelter,Katy Mixon,Shea Whigham,Robert Longstreet,982.0,463.0,41.0
Lady in White,Alex Rocco,Lukas Haas,Katherine Helmond,968.0,733.0,339.0
Driving Lessons,Rupert Grint,Julie Walters,Tamsin Egerton,10000.0,838.0,621.0
Let's Kill Ward's Wife,Donald Faison,Greg Grunberg,Dagmara Dominczyk,927.0,833.0,316.0
The Texas Chainsaw Massacre 2,Bill Johnson,Lou Perryman,Jim Siedow,237.0,28.0,14.0
Pat Garrett & Billy the Kid,James Coburn,Bob Dylan,Jason Robards,773.0,476.0,372.0
Only God Forgives,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,33000.0,1000.0,428.0
Camping sauvage,Denis Lavant,Isild Le Besco,Emmanuelle Bercot,226.0,40.0,20.0
Without Men,Maria Conchita Alonso,Kate del Castillo,Camryn Manheim,571.0,345.0,329.0
Barfi,Bhama,Diganth,Dileep Raj,5.0,0.0,0.0
Dear Frankie,Gerard Butler,Sharon Small,Jack McElhone,18000.0,66.0,16.0
All Hat,Keith Carradine,Gary Farmer,Stephen McHattie,584.0,580.0,413.0
The Names of Love,Sara Forestier,Jacques Gamblin,Zinedine Soualem,74.0,52.0,9.0
Treading Water,Zoë Kravitz,Douglas Smith,Kim Ly,943.0,480.0,140.0
Savage Grace,Eddie Redmayne,Elena Anaya,Stephen Dillane,13000.0,1000.0,577.0
Police Academy,Steve Guttenberg,Bubba Smith,Michael Winslow,801.0,760.0,542.0
The Blue Lagoon,Brooke Shields,Christopher Atkins,Leo McKern,1000.0,511.0,83.0
Four Weddings and a Funeral,Kristin Scott Thomas,James Fleet,Simon Callow,1000.0,398.0,239.0
Fast Times at Ridgemont High,Jennifer Jason Leigh,Judge Reinhold,Vincent Schiavelli,1000.0,901.0,811.0
Moby Dick,Royal Dano,Richard Basehart,James Robertson Justice,232.0,169.0,68.0
25th Hour,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford,22000.0,3000.0,346.0
Secrets and Lies,Dan Fogler,Indiana Evans,KaDee Strickland,562.0,560.0,298.0
Bound,Christopher Meloni,Kevin Michael Richardson,Peter Spellos,3000.0,441.0,126.0
Requiem for a Dream,Ellen Burstyn,Mark Margolis,Louise Lasser,1000.0,1000.0,167.0
State Fair,Dana Andrews,Jeanne Crain,Frank McHugh,188.0,135.0,37.0
Tango,Mía Maestro,Juan Luis Galiardo,Miguel Ángel Solá,341.0,26.0,4.0
Salvador,Jim Belushi,John Savage,Juan Fernández,854.0,652.0,491.0
Moms' Night Out,Alex Kendrick,Sarah Drew,Patricia Heaton,589.0,416.0,402.0
Donnie Darko,Jake Gyllenhaal,Mary McDonnell,James Duval,15000.0,933.0,701.0
Saving Private Perez,Jaime Camil,Gerardo Taracena,Joaquín Cosio,274.0,154.0,122.0
Character,Jan Decleir,Fedja van Huêt,Hans Kesting,25.0,20.0,3.0
Spun,Patrick Fugit,Nicholas Gonzalez,Debbie Harry,835.0,601.0,391.0
Life During Wartime,Rich Pecci,Shirley Henderson,Charlotte Rampling,1000.0,887.0,844.0
Lady Vengeance,Min-sik Choi,Yeong-ae Lee,Hye-jeong Kang,717.0,126.0,38.0
Mozart's Sister,Nicolas Giraud,Clovis Fouin,Marie Féret,24.0,12.0,9.0
Mean Machine,Jason Statham,Jason Flemyng,Danny Dyer,26000.0,1000.0,798.0
Exiled,Simon Yam,Anthony Chau-Sang Wong,Josie Ho,155.0,96.0,76.0
Blackthorn,Sam Shepard,Dominique McElligott,Stephen Rea,820.0,356.0,327.0
Lilya 4-Ever,Oksana Akinshina,Artyom Bogucharskiy,Lyubov Agapova,129.0,2.0,0.0
After.Life,Liam Neeson,Josh Charles,Chandler Canterbury,14000.0,1000.0,329.0
Fugly,Jimmy Shergill,Sana Saeed,Dimple Kapadia,327.0,82.0,62.0
One Flew Over the Cuckoo's Nest,Scatman Crothers,Michael Berryman,Louise Fletcher,888.0,721.0,425.0
R.L. Stine's Monsterville: The Cabinet of Souls,Katherine McNamara,Dove Cameron,Braeden Lemasters,19000.0,570.0,212.0
Silent Movie,Sid Caesar,Dom DeLuise,Bernadette Peters,898.0,842.0,753.0
Airlift,Nimrat Kaur,Sameer Ali Khan,Purab Kohli,85.0,26.0,12.0
Anne of Green Gables,Zack Ward,Jonathan Crombie,Megan Follows,662.0,517.0,505.0
Falcon Rising,Michael Jai White,Michael J. Morris,Lateef Crowder,2000.0,298.0,261.0
The Sweeney,Hayley Atwell,Ray Winstone,Alan Ford,2000.0,1000.0,422.0
Sexy Beast,Ray Winstone,James Fox,Amanda Redman,1000.0,146.0,100.0
Easy Money,Fabian Bolin,Fares Fares,Matias Varela,309.0,254.0,93.0
Whale Rider,Keisha Castle-Hughes,Rawiri Paratene,Tammy Davis,446.0,20.0,8.0
Paa,Vidya Balan,Abhishek Bachchan,Paresh Rawal,464.0,374.0,106.0
Cargo,Yangzom Brauen,Claude-Oliver Rudolph,Anna Katharina Schwabroh,29.0,9.0,7.0
High School Musical,Lucas Grabeel,Corbin Bleu,Olesya Rulin,755.0,632.0,578.0
Animal Kingdom,Dorian Missick,Daniella Alonso,Ellen Barkin,1000.0,557.0,551.0
Love and Death on Long Island,Jason Priestley,Maury Chaykin,Danny Webb,471.0,232.0,130.0
Night Watch,Konstantin Khabenskiy,Aleksey Chadov,Zhanna Friske,114.0,28.0,16.0
The Crying Game,Jim Broadbent,Miranda Richardson,Stephen Rea,1000.0,530.0,327.0
Porky's,Art Hindle,Susan Clark,Tony Ganios,110.0,95.0,95.0
Survival of the Dead,Julian Richings,Shawn Roberts,Kathleen Munroe,648.0,529.0,231.0
Night of the Living Dead,Judith O'Dea,Duane Jones,S. William Hinzman,125.0,108.0,56.0
Lost in Translation,Scarlett Johansson,Bill Murray,Catherine Lambert,19000.0,13000.0,11.0
Annie Hall,Woody Allen,Carol Kane,Shelley Duvall,11000.0,636.0,629.0
The Greatest Show on Earth,Gloria Grahame,Dorothy Lamour,Cornel Wilde,232.0,178.0,132.0
Monster's Ball,Heath Ledger,Peter Boyle,Marcus Lyle Brown,13000.0,595.0,80.0
Maggie,Joely Richardson,J.D. Evermore,David A Cole,584.0,430.0,428.0
Leaving Las Vegas,Nicolas Cage,Valeria Golino,Julian Sands,12000.0,898.0,687.0
Hansel & Gretel Get Baked,Molly C. Quinn,Lara Flynn Boyle,Lochlyn Munro,707.0,619.0,555.0
The Front Page,Austin Pendleton,Harold Gould,David Wayne,597.0,222.0,116.0
The Boy Next Door,Ryan Guzman,Hill Harper,Adam Hicks,3000.0,465.0,326.0
Trapeze,Gina Lollobrigida,Katy Jurado,Sidney James,746.0,119.0,69.0
The Kids Are All Right,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,14000.0,3000.0,712.0
They Live,Meg Foster,Peter Jason,George 'Buck' Flower,355.0,151.0,133.0
