League,Season,Date,game_id,Var,Goal,Team,Win,d_rating,o_rating
SerieA,2018-2019,12/29/2018,5217,Home,2,Udinese,1,1.6518915,2.3877642
SerieA,2018-2019,12/29/2018,5218,Away,1,Torino,0,1.3155795,0.6697877
SerieA,2018-2019,12/29/2018,5218,Home,1,Lazio,0,0.82891536,0.0
SerieA,2018-2019,12/29/2018,5219,Away,0,Frosinone,0,1.1032716,0.3779056
SerieA,2018-2019,12/29/2018,5219,Home,1,Chievo,1,0.8736954,0.56926197
SerieA,2018-2019,12/29/2018,5220,Away,2,Roma,1,0.9529902,1.1226807
SerieA,2018-2019,12/29/2018,5220,Home,0,Parma,0,1.2129345,0.07772586
SerieA,2018-2019,12/29/2018,5221,Away,0,Fiorentina,0,0.8096158,0.36793053
SerieA,2018-2019,12/29/2018,5221,Home,0,Genoa,0,1.2218219,1.5949774
SerieA,2018-2019,12/29/2018,5222,Away,2,Bologna,0,0.81202215,0.95225155
SerieA,2018-2019,12/29/2018,5222,Home,3,Napoli,1,1.09184,1.3839808
SerieA,2018-2019,12/29/2018,5223,Away,1,SPAL,0,0.8365666,0.54244184
SerieA,2018-2019,12/29/2018,5223,Home,2,Milan,1,1.2551836,0.074489355
SerieA,2018-2019,12/3/2018,5173,Away,2,Napoli,1,0.8589358,1.4289598
SerieA,2018-2019,12/3/2018,5173,Home,1,Atalanta,0,1.2241457,0.18574393
SerieA,2018-2019,12/7/2018,5174,Away,0,Inter,0,1.2749825,0.9300681
SerieA,2018-2019,12/7/2018,5174,Home,1,Juventus,1,1.1400468,0.5685636
SerieA,2018-2019,12/8/2018,5175,Away,0,Frosinone,0,0.77617604,0.0
SerieA,2018-2019,12/8/2018,5175,Home,4,Napoli,1,1.9511812,4.037135
SerieA,2018-2019,12/8/2018,5176,Away,2,Roma,0,0.782077,0.0
SerieA,2018-2019,12/8/2018,5176,Home,2,Cagliari,0,0.71293104,0.45053515
SerieA,2018-2019,12/8/2018,5177,Away,2,Sampdoria,0,0.9456968,1.2490366
SerieA,2018-2019,12/8/2018,5177,Home,2,Lazio,0,0.8943277,0.19157726
SerieA,2018-2019,12/9/2018,5178,Away,3,Fiorentina,0,0.7827113,0.20167714
SerieA,2018-2019,12/9/2018,5178,Home,3,Sassuolo,0,0.77617604,0.08345324
SerieA,2018-2019,12/9/2018,5179,Away,1,Bologna,0,0.9736327,0.4844574
SerieA,2018-2019,12/9/2018,5179,Home,2,Empoli,1,0.82172686,0.32501617
SerieA,2018-2019,12/9/2018,5180,Away,1,Chievo,0,0.817617,0.76967895
SerieA,2018-2019,12/9/2018,5180,Home,1,Parma,0,0.7952612,0.10346734
SerieA,2018-2019,12/9/2018,5181,Away,3,Atalanta,1,1.2732396,0.775462
SerieA,2018-2019,12/9/2018,5181,Home,1,Udinese,0,1.029424,0.097147055
SerieA,2018-2019,12/9/2018,5182,Away,1,SPAL,0,1.0876145,1.3853114
SerieA,2018-2019,12/9/2018,5182,Home,1,Genoa,0,0.77617604,0.18189535
SerieA,2018-2019,12/9/2018,5183,Away,0,Torino,0,0.84004545,1.5010297
SerieA,2018-2019,12/9/2018,5183,Home,0,Milan,0,1.0864364,0.0
SerieA,2018-2019,2/10/2019,5258,Away,1,Genoa,0,0.9279455,0.4146919
SerieA,2018-2019,2/10/2019,5258,Home,1,Bologna,0,0.8815373,0.7943694
SerieA,2018-2019,2/10/2019,5259,Away,1,Frosinone,1,0.9085953,0.8212465
SerieA,2018-2019,2/10/2019,5259,Home,0,Sampdoria,0,1.4415035,0.09941267
SerieA,2018-2019,2/10/2019,5260,Away,1,SPAL,0,0.8597525,0.6326073
SerieA,2018-2019,2/10/2019,5260,Home,2,Atalanta,1,1.4578494,3.104668
SerieA,2018-2019,2/10/2019,5261,Away,0,Udinese,0,0.77617604,0.4914537
SerieA,2018-2019,2/10/2019,5261,Home,1,Torino,1,1.337903,0.4958431
SerieA,2018-2019,2/10/2019,5262,Away,3,Juventus,1,1.9215422,1.1871452
SerieA,2018-2019,2/10/2019,5262,Home,0,Sassuolo,0,1.7442248,1.4771104
SerieA,2018-2019,2/10/2019,5263,Away,0,Cagliari,0,0.9637353,0.7928881
SerieA,2018-2019,2/10/2019,5263,Home,3,Milan,1,1.1517674,0.92436904
SerieA,2018-2019,2/15/2019,5264,Away,0,Frosinone,0,1.366792,0.0
SerieA,2018-2019,2/15/2019,5264,Home,3,Juventus,1,1.723717,1.3892927
SerieA,2018-2019,2/16/2019,5265,Away,1,Parma,0,0.8147829,0.81656027
SerieA,2018-2019,2/16/2019,5265,Home,2,Cagliari,1,0.93535423,0.5973053
SerieA,2018-2019,2/16/2019,5266,Away,3,Milan,1,1.2572161,0.59929407
SerieA,2018-2019,2/16/2019,5266,Home,1,Atalanta,0,1.7093315,0.622367
SerieA,2018-2019,2/17/2019,5267,Away,4,Fiorentina,1,0.8431454,0.8886076
SerieA,2018-2019,2/17/2019,5267,Home,1,SPAL,0,1.202934,0.46636704
SerieA,2018-2019,2/17/2019,5268,Away,0,Sassuolo,0,1.8514051,0.7417829
SerieA,2018-2019,2/17/2019,5268,Home,3,Empoli,1,0.94989944,0.9195268
SerieA,2018-2019,2/17/2019,5269,Away,1,Lazio,0,1.1284535,0.9693736
SerieA,2018-2019,2/17/2019,5269,Home,2,Genoa,1,0.8284299,0.14392641
SerieA,2018-2019,2/17/2019,5270,Away,0,Chievo,0,0.84351647,0.34872344
SerieA,2018-2019,2/17/2019,5270,Home,1,Udinese,1,0.77617604,0.112815954
SerieA,2018-2019,2/17/2019,5271,Away,1,Sampdoria,0,0.89799774,0.43965986
SerieA,2018-2019,2/17/2019,5271,Home,2,Inter,1,0.79668266,2.497852
SerieA,2018-2019,2/17/2019,5272,Away,0,Torino,0,0.9428699,0.15729937
SerieA,2018-2019,2/17/2019,5272,Home,0,Napoli,0,1.23526,0.55268013
SerieA,2018-2019,2/18/2019,5273,Away,1,Bologna,0,1.0835537,0.37120095
SerieA,2018-2019,2/18/2019,5273,Home,2,Roma,1,0.8953556,0.029193647
SerieA,2018-2019,2/2/2019,5244,Away,2,Chievo,0,0.87396646,0.9427838
SerieA,2018-2019,2/2/2019,5244,Home,2,Empoli,0,1.0651783,0.2218383
SerieA,2018-2019,2/2/2019,5245,Away,0,Sampdoria,0,1.4402194,1.0823579
SerieA,2018-2019,2/2/2019,5245,Home,3,Napoli,1,2.9064455,2.9567256
SerieA,2018-2019,2/2/2019,5246,Away,3,Parma,0,0.8204348,0.7471843
SerieA,2018-2019,2/2/2019,5246,Home,3,Juventus,0,1.5095224,2.2343354
SerieA,2018-2019,2/22/2019,5274,Away,0,Empoli,0,1.097793,0.30642542
SerieA,2018-2019,2/22/2019,5274,Home,3,Milan,1,1.2541844,2.2611237
SerieA,2018-2019,2/23/2019,5275,Away,0,Atalanta,0,1.1083707,0.50476736
SerieA,2018-2019,2/23/2019,5275,Home,2,Torino,1,1.2957063,0.27697602
SerieA,2018-2019,2/23/2019,5276,Away,3,Roma,1,0.93836284,0.41394502
SerieA,2018-2019,2/23/2019,5276,Home,2,Frosinone,0,1.1744905,0.82530797
SerieA,2018-2019,2/24/2019,5277,Away,0,Cagliari,0,0.77617604,0.39708075
SerieA,2018-2019,2/24/2019,5277,Home,1,Sampdoria,1,1.1054183,1.3909597
SerieA,2018-2019,2/24/2019,5278,Away,1,Juventus,1,1.1059555,0.24543923
SerieA,2018-2019,2/24/2019,5278,Home,0,Bologna,0,1.2536368,0.60454893
SerieA,2018-2019,2/24/2019,5279,Away,1,SPAL,0,1.3482375,0.34039506
SerieA,2018-2019,2/24/2019,5279,Home,1,Sassuolo,0,1.3643131,0.43784562
SerieA,2018-2019,2/24/2019,5280,Away,0,Genoa,0,0.77617604,0.20323105
SerieA,2018-2019,2/24/2019,5280,Home,0,Chievo,0,0.74818957,0.07062352
SerieA,2018-2019,2/24/2019,5281,Away,4,Napoli,1,1.4822316,2.6311488
SerieA,2018-2019,2/24/2019,5281,Home,0,Parma,0,0.8826378,0.6012916
SerieA,2018-2019,2/24/2019,5282,Away,3,Inter,0,1.2471013,1.1361576
SerieA,2018-2019,2/24/2019,5282,Home,3,Fiorentina,0,1.0455868,0.08645243
SerieA,2018-2019,2/3/2019,5247,Away,0,Torino,0,1.1573021,0.28631178
SerieA,2018-2019,2/3/2019,5247,Home,0,SPAL,0,0.80219764,0.23149216
SerieA,2018-2019,2/3/2019,5248,Away,1,Fiorentina,0,1.2334812,0.24855438
SerieA,2018-2019,2/3/2019,5248,Home,1,Udinese,0,1.0899779,0.66821855
SerieA,2018-2019,2/3/2019,5249,Away,1,Sassuolo,0,1.0120833,0.7259134
SerieA,2018-2019,2/3/2019,5249,Home,1,Genoa,0,0.77617604,0.47478613
SerieA,2018-2019,2/3/2019,5250,Away,1,Bologna,1,0.77617604,0.82853323
SerieA,2018-2019,2/3/2019,5250,Home,0,Inter,0,0.9704324,0.0440328
SerieA,2018-2019,2/3/2019,5251,Away,1,Milan,0,1.0481668,1.8909347
SerieA,2018-2019,2/3/2019,5251,Home,1,Roma,0,0.9828818,0.0686838
SerieA,2018-2019,2/4/2019,5252,Away,1,Lazio,1,1.1286225,0.9244886
SerieA,2018-2019,2/4/2019,5252,Home,0,Frosinone,0,1.14349,0.84388214
SerieA,2018-2019,2/4/2019,5253,Away,1,Atalanta,1,1.5789369,0.7605574
SerieA,2018-2019,2/4/2019,5253,Home,0,Cagliari,0,1.2019675,0.0
SerieA,2018-2019,2/7/2019,5254,Away,0,Empoli,0,1.6042542,0.35735175
SerieA,2018-2019,2/7/2019,5254,Home,1,Lazio,1,1.5373976,1.2291412
SerieA,2018-2019,2/8/2019,5255,Away,3,Roma,1,0.9851753,0.43987694
SerieA,2018-2019,2/8/2019,5255,Home,0,Chievo,0,1.1184795,0.0
SerieA,2018-2019,2/9/2019,5256,Away,0,Napoli,0,1.0895405,1.370549
SerieA,2018-2019,2/9/2019,5256,Home,0,Fiorentina,0,0.78923494,0.0
SerieA,2018-2019,2/9/2019,5257,Away,1,Inter,1,1.108465,0.72394663
SerieA,2018-2019,2/9/2019,5257,Home,0,Parma,0,0.81515855,0.76343334
SerieA,2018-2019,3/1/2019,5283,Away,1,Inter,0,0.8818753,0.30642593
SerieA,2018-2019,3/1/2019,5283,Home,2,Cagliari,1,0.77617604,1.4890153
SerieA,2018-2019,3/10/2019,5296,Away,0,Cagliari,0,1.0583692,0.17144102
SerieA,2018-2019,3/10/2019,5296,Home,2,Bologna,1,0.77617604,0.92344946
SerieA,2018-2019,3/10/2019,5297,Away,2,Atalanta,1,0.9750058,1.3382382
SerieA,2018-2019,3/10/2019,5297,Home,1,Sampdoria,0,1.0070912,0.39310798
SerieA,2018-2019,3/10/2019,5298,Away,2,Torino,1,0.87563396,0.41774008
SerieA,2018-2019,3/10/2019,5298,Home,1,Frosinone,0,0.8640893,0.03235098
SerieA,2018-2019,3/10/2019,5299,Away,0,SPAL,0,1.0147594,0.0
SerieA,2018-2019,3/10/2019,5299,Home,2,Inter,1,1.0641007,0.4825766
SerieA,2018-2019,3/10/2019,5300,Away,1,Napoli,0,1.5926955,1.0357242
SerieA,2018-2019,3/10/2019,5300,Home,1,Sassuolo,0,0.90748197,1.0621634
SerieA,2018-2019,3/10/2019,5301,Away,1,Lazio,0,1.5120902,0.5040331
SerieA,2018-2019,3/10/2019,5301,Home,1,Fiorentina,0,1.0910829,0.08822709
SerieA,2018-2019,3/11/2019,5302,Away,1,Empoli,0,1.232378,0.0
SerieA,2018-2019,3/11/2019,5302,Home,2,Roma,1,1.4465303,0.2348499
SerieA,2018-2019,3/15/2019,5303,Away,1,Fiorentina,0,0.77617604,0.2721542
SerieA,2018-2019,3/15/2019,5303,Home,2,Cagliari,1,0.77617604,0.34034315
SerieA,2018-2019,3/16/2019,5304,Away,5,Sampdoria,1,1.392795,1.8768827
SerieA,2018-2019,3/16/2019,5304,Home,3,Sassuolo,0,1.1333156,0.13997708
SerieA,2018-2019,3/16/2019,5305,Away,1,Roma,0,0.9179256,0.09882216
SerieA,2018-2019,3/16/2019,5305,Home,2,SPAL,1,0.90555555,0.3627565
SerieA,2018-2019,3/16/2019,5306,Away,3,Bologna,1,0.77617604,0.14005512
SerieA,2018-2019,3/16/2019,5306,Home,2,Torino,0,0.9616411,0.5177398
SerieA,2018-2019,3/17/2019,5307,Away,0,Juventus,0,1.2948501,0.2590356
SerieA,2018-2019,3/17/2019,5307,Home,2,Genoa,1,0.8562764,0.7121388
SerieA,2018-2019,3/17/2019,5308,Away,1,Chievo,0,0.77617604,0.519471
SerieA,2018-2019,3/17/2019,5308,Home,1,Atalanta,0,1.4550483,0.67104685
SerieA,2018-2019,3/17/2019,5309,Away,1,Frosinone,0,1.1600554,0.325856
SerieA,2018-2019,3/17/2019,5309,Home,2,Empoli,1,1.0129102,0.35771722
SerieA,2018-2019,3/17/2019,5310,Away,1,Parma,0,1.3535614,0.0
SerieA,2018-2019,3/17/2019,5310,Home,4,Lazio,1,1.2585505,1.3364495
SerieA,2018-2019,3/17/2019,5311,Away,2,Udinese,0,1.3262882,0.11803207
SerieA,2018-2019,3/17/2019,5311,Home,4,Napoli,1,1.6905034,1.4441085
SerieA,2018-2019,3/17/2019,5312,Away,3,Inter,1,0.7807205,1.4472786
SerieA,2018-2019,3/17/2019,5312,Home,2,Milan,0,1.1413798,0.2175498
SerieA,2018-2019,3/2/2019,5284,Away,3,Parma,0,1.2648003,1.3529907
SerieA,2018-2019,3/2/2019,5284,Home,3,Empoli,0,1.151173,0.14739794
SerieA,2018-2019,3/2/2019,5285,Away,0,Sassuolo,0,1.2194676,1.0796769
SerieA,2018-2019,3/2/2019,5285,Home,1,Milan,1,1.4763557,0.36878026
SerieA,2018-2019,3/2/2019,5286,Away,0,Roma,0,0.77617604,0.32632482
SerieA,2018-2019,3/2/2019,5286,Home,3,Lazio,1,0.77617604,0.10038119
SerieA,2018-2019,3/29/2019,5313,Away,3,Cagliari,1,0.95990837,0.62036526
SerieA,2018-2019,3/29/2019,5313,Home,0,Chievo,0,0.7326951,0.0
SerieA,2018-2019,3/3/2019,5287,Away,0,Chievo,0,0.83948493,0.4192827
SerieA,2018-2019,3/3/2019,5287,Home,3,Torino,1,1.1664749,0.78506804
SerieA,2018-2019,3/3/2019,5288,Away,2,Sampdoria,1,1.0422604,0.21051523
SerieA,2018-2019,3/3/2019,5288,Home,1,SPAL,0,1.487109,0.53095603
SerieA,2018-2019,3/3/2019,5289,Away,1,Bologna,0,1.2262166,0.06342698
SerieA,2018-2019,3/3/2019,5289,Home,2,Udinese,1,0.77617604,0.3080963
SerieA,2018-2019,3/3/2019,5290,Away,0,Frosinone,0,0.77617604,0.44589898
SerieA,2018-2019,3/3/2019,5290,Home,0,Genoa,0,1.294179,0.43124804
SerieA,2018-2019,3/3/2019,5291,Away,1,Fiorentina,0,0.77617604,0.026161097
SerieA,2018-2019,3/3/2019,5291,Home,3,Atalanta,1,0.8574308,0.22077534
SerieA,2018-2019,3/3/2019,5292,Away,2,Juventus,1,0.77617604,0.15434533
SerieA,2018-2019,3/3/2019,5292,Home,1,Napoli,0,1.6589545,0.5323238
SerieA,2018-2019,3/30/2019,5314,Away,0,Genoa,0,1.1109915,0.43992943
SerieA,2018-2019,3/30/2019,5314,Home,2,Udinese,1,0.99934626,0.96509695
SerieA,2018-2019,3/30/2019,5315,Away,0,Empoli,0,1.6340964,0.3282643
SerieA,2018-2019,3/30/2019,5315,Home,1,Juventus,1,1.2723267,0.64628893
SerieA,2018-2019,3/30/2019,5316,Away,0,Milan,0,0.96926457,0.90075684
SerieA,2018-2019,3/30/2019,5316,Home,1,Sampdoria,1,0.90312904,1.6363009
SerieA,2018-2019,3/31/2019,5317,Away,3,Atalanta,1,1.7627852,1.3476565
SerieA,2018-2019,3/31/2019,5317,Home,1,Parma,0,0.9793487,0.2911393
SerieA,2018-2019,3/31/2019,5318,Away,1,SPAL,1,0.98643184,0.25992084
SerieA,2018-2019,3/31/2019,5318,Home,0,Frosinone,0,0.81139743,0.004014567
SerieA,2018-2019,3/31/2019,5319,Away,1,Torino,0,1.1426364,0.0
SerieA,2018-2019,3/31/2019,5319,Home,1,Fiorentina,0,0.77617604,1.1906836
SerieA,2018-2019,3/31/2019,5320,Away,4,Napoli,1,1.1428185,2.1184745
SerieA,2018-2019,3/31/2019,5320,Home,1,Roma,0,0.9417557,0.8476067
SerieA,2018-2019,3/31/2019,5321,Away,1,Sassuolo,0,0.95164716,0.73156
SerieA,2018-2019,3/31/2019,5321,Home,2,Bologna,1,0.80374515,0.84751344
SerieA,2018-2019,3/31/2019,5322,Away,1,Lazio,1,0.79795784,0.6447402
SerieA,2018-2019,3/31/2019,5322,Home,0,Inter,0,1.3894819,0.6589951
SerieA,2018-2019,3/8/2019,5293,Away,1,Udinese,0,1.8057933,0.30093288
SerieA,2018-2019,3/8/2019,5293,Home,4,Juventus,1,1.3410163,1.3323117
SerieA,2018-2019,3/9/2019,5294,Away,0,Genoa,0,1.853589,1.2926981
SerieA,2018-2019,3/9/2019,5294,Home,1,Parma,1,0.77617604,0.51805055
SerieA,2018-2019,3/9/2019,5295,Away,2,Milan,1,1.031833,1.1703421
SerieA,2018-2019,3/9/2019,5295,Home,1,Chievo,0,1.2005372,0.4419023
SerieA,2018-2019,4/13/2019,5343,Away,1,Juventus,0,1.0816066,0.871761
SerieA,2018-2019,4/13/2019,5343,Home,2,SPAL,1,0.8591904,0.5200858
SerieA,2018-2019,4/13/2019,5344,Away,0,Udinese,0,0.96986353,0.0
SerieA,2018-2019,4/13/2019,5344,Home,1,Roma,1,0.87680256,0.10909954
SerieA,2018-2019,4/13/2019,5345,Away,0,Lazio,0,0.9103475,0.40006664
SerieA,2018-2019,4/13/2019,5345,Home,1,Milan,1,1.1094447,0.5469942
SerieA,2018-2019,4/14/2019,5346,Away,1,Cagliari,0,0.83973783,0.27622852
SerieA,2018-2019,4/14/2019,5346,Home,1,Torino,0,1.1656973,0.34296685
SerieA,2018-2019,4/14/2019,5347,Away,0,Genoa,0,0.8504342,0.0
SerieA,2018-2019,4/14/2019,5347,Home,2,Sampdoria,1,0.77617604,0.7438602
SerieA,2018-2019,4/14/2019,5348,Away,0,Bologna,0,0.77617604,0.5778369
SerieA,2018-2019,4/14/2019,5348,Home,0,Fiorentina,0,1.0812867,0.122123644
SerieA,2018-2019,4/14/2019,5349,Away,0,Parma,0,1.0817852,0.40378693
SerieA,2018-2019,4/14/2019,5349,Home,0,Sassuolo,0,1.5938789,0.19104405
SerieA,2018-2019,4/14/2019,5350,Away,3,Napoli,1,1.9706824,2.7295477
SerieA,2018-2019,4/14/2019,5350,Home,1,Chievo,0,1.4830945,0.0
SerieA,2018-2019,4/14/2019,5351,Away,3,Inter,1,1.5583107,1.6846347
SerieA,2018-2019,4/14/2019,5351,Home,1,Frosinone,0,1.3200662,0.0
SerieA,2018-2019,4/15/2019,5352,Away,0,Empoli,0,0.77617604,0.14232865
SerieA,2018-2019,4/15/2019,5352,Home,0,Atalanta,0,1.0165635,2.9483862
SerieA,2018-2019,4/17/2019,5353,Away,0,Udinese,0,1.3071618,0.42677158
SerieA,2018-2019,4/17/2019,5353,Home,2,Lazio,1,1.0286257,1.8564429
SerieA,2018-2019,4/2/2019,5323,Away,1,Udinese,0,1.015229,0.3689911
SerieA,2018-2019,4/2/2019,5323,Home,1,Milan,0,0.91507614,0.0757221
SerieA,2018-2019,4/2/2019,5324,Away,2,Juventus,1,1.084877,0.37765032
SerieA,2018-2019,4/2/2019,5324,Home,0,Cagliari,0,1.2973897,0.5241837
SerieA,2018-2019,4/20/2019,5354,Away,1,Milan,0,1.1372207,1.1002982
SerieA,2018-2019,4/20/2019,5354,Home,1,Parma,0,0.87314165,0.27942756
SerieA,2018-2019,4/20/2019,5355,Away,2,Chievo,1,0.84332913,0.98352003
SerieA,2018-2019,4/20/2019,5355,Home,1,Lazio,0,1.0461001,0.13951519
SerieA,2018-2019,4/20/2019,5356,Away,0,Frosinone,0,0.9168754,0.0
SerieA,2018-2019,4/20/2019,5356,Home,1,Cagliari,1,0.87961966,0.11280295
SerieA,2018-2019,4/20/2019,5357,Away,1,Torino,1,0.9217919,0.067684256
SerieA,2018-2019,4/20/2019,5357,Home,0,Genoa,0,0.77617604,0.16012788
SerieA,2018-2019,4/20/2019,5358,Away,4,SPAL,1,1.089911,0.39704803
SerieA,2018-2019,4/20/2019,5358,Home,2,Empoli,0,1.0328419,0.45147303
SerieA,2018-2019,4/20/2019,5359,Away,0,Sampdoria,0,1.1524718,0.12433489
SerieA,2018-2019,4/20/2019,5359,Home,3,Bologna,1,0.7657565,0.3597215
SerieA,2018-2019,4/20/2019,5360,Away,1,Sassuolo,0,1.439426,0.7085468
SerieA,2018-2019,4/20/2019,5360,Home,1,Udinese,0,0.8320766,0.0
SerieA,2018-2019,4/20/2019,5361,Away,1,Fiorentina,0,1.3810878,1.0420364
SerieA,2018-2019,4/20/2019,5361,Home,2,Juventus,1,1.5424485,1.1478146
SerieA,2018-2019,4/20/2019,5362,Away,1,Roma,0,0.85222,0.5102064
SerieA,2018-2019,4/20/2019,5362,Home,1,Inter,0,1.7308205,0.67160594
SerieA,2018-2019,4/22/2019,5363,Away,2,Atalanta,1,1.1581929,0.6530837
SerieA,2018-2019,4/22/2019,5363,Home,1,Napoli,0,1.180957,0.38260126
SerieA,2018-2019,4/27/2019,5364,Away,1,Empoli,0,0.99728227,0.50111604
SerieA,2018-2019,4/27/2019,5364,Home,3,Bologna,1,1.1285986,2.1629019
SerieA,2018-2019,4/27/2019,5365,Away,0,Cagliari,0,1.5089874,1.331718
SerieA,2018-2019,4/27/2019,5365,Home,3,Roma,1,0.7763998,1.1658419
SerieA,2018-2019,4/27/2019,5366,Away,1,Juventus,0,0.9957963,0.2083641
SerieA,2018-2019,4/27/2019,5366,Home,1,Inter,0,1.5310436,0.8647813
SerieA,2018-2019,4/28/2019,5367,Away,2,Napoli,1,1.1625894,1.7287014
SerieA,2018-2019,4/28/2019,5367,Home,0,Frosinone,0,0.89204866,0.29139557
SerieA,2018-2019,4/28/2019,5368,Away,1,Genoa,0,0.7903429,0.13562092
SerieA,2018-2019,4/28/2019,5368,Home,1,SPAL,0,0.91376305,0.060518153
SerieA,2018-2019,4/28/2019,5369,Away,1,Parma,0,0.9150704,0.0
SerieA,2018-2019,4/28/2019,5369,Home,1,Chievo,0,0.9566517,0.54840934
SerieA,2018-2019,4/28/2019,5370,Away,2,Lazio,1,1.4162824,1.3157468
SerieA,2018-2019,4/28/2019,5370,Home,1,Sampdoria,0,1.9456084,0.6196103
SerieA,2018-2019,4/28/2019,5371,Away,0,Milan,0,0.9964062,0.24075627
SerieA,2018-2019,4/28/2019,5371,Home,2,Torino,1,0.9808759,0.4392102
SerieA,2018-2019,4/29/2019,5372,Away,0,Udinese,0,0.77711046,0.0
SerieA,2018-2019,4/29/2019,5372,Home,2,Atalanta,1,0.79117185,0.043562412
SerieA,2018-2019,4/29/2019,5373,Away,1,Sassuolo,1,0.80279297,0.76687014
SerieA,2018-2019,4/29/2019,5373,Home,0,Fiorentina,0,1.5764824,0.22534621
SerieA,2018-2019,4/3/2019,5325,Away,1,Napoli,0,1.481091,2.0074744
SerieA,2018-2019,4/3/2019,5325,Home,2,Empoli,1,1.3094916,0.34003112
SerieA,2018-2019,4/3/2019,5326,Away,0,Lazio,0,1.29847,0.36401445
SerieA,2018-2019,4/3/2019,5326,Home,1,SPAL,1,0.9946695,0.11132804
SerieA,2018-2019,4/3/2019,5327,Away,4,Inter,1,1.5662649,3.404983
SerieA,2018-2019,4/3/2019,5327,Home,0,Genoa,0,1.1392652,0.10806706
SerieA,2018-2019,4/3/2019,5328,Away,1,Sampdoria,0,0.82477653,0.43310356
SerieA,2018-2019,4/3/2019,5328,Home,2,Torino,1,0.800383,0.2966336
SerieA,2018-2019,4/3/2019,5329,Away,2,Fiorentina,0,0.8660876,0.76031363
SerieA,2018-2019,4/3/2019,5329,Home,2,Roma,0,0.8529039,0.7068021
SerieA,2018-2019,4/3/2019,5330,Away,2,Parma,0,0.83804977,0.44138163
SerieA,2018-2019,4/3/2019,5330,Home,3,Frosinone,1,1.1581753,0.0851338
SerieA,2018-2019,4/4/2019,5331,Away,0,Chievo,0,1.3569841,0.0
SerieA,2018-2019,4/4/2019,5331,Home,4,Sassuolo,1,1.3112991,0.80188376
SerieA,2018-2019,4/4/2019,5332,Away,1,Bologna,0,1.2952622,0.45038852
SerieA,2018-2019,4/4/2019,5332,Home,4,Atalanta,1,4.1572757,1.6627998
SerieA,2018-2019,4/6/2019,5333,Away,0,Torino,0,0.8253455,0.20424008
SerieA,2018-2019,4/6/2019,5333,Home,0,Parma,0,0.77617604,0.12741736
SerieA,2018-2019,4/6/2019,5334,Away,1,Milan,0,1.1818522,0.0
SerieA,2018-2019,4/6/2019,5334,Home,2,Juventus,1,0.81987095,0.026532844
SerieA,2018-2019,4/6/2019,5335,Away,1,Roma,1,0.77617604,0.5751684
SerieA,2018-2019,4/6/2019,5335,Home,0,Sampdoria,0,1.7923555,0.30032188
SerieA,2018-2019,4/7/2019,5336,Away,1,Frosinone,1,0.77617604,0.34499437
SerieA,2018-2019,4/7/2019,5336,Home,0,Fiorentina,0,1.0832913,0.72564334
SerieA,2018-2019,4/7/2019,5337,Away,1,SPAL,0,1.1208642,0.059219092
SerieA,2018-2019,4/7/2019,5337,Home,2,Cagliari,1,1.0104777,0.89907587
SerieA,2018-2019,4/7/2019,5338,Away,2,Empoli,0,1.4246365,0.58177525
SerieA,2018-2019,4/7/2019,5338,Home,3,Udinese,1,0.85993576,2.6870697
SerieA,2018-2019,4/7/2019,5339,Away,2,Sassuolo,0,0.96347266,0.94548345
SerieA,2018-2019,4/7/2019,5339,Home,2,Lazio,0,0.83345693,0.9188059
SerieA,2018-2019,4/7/2019,5340,Away,0,Atalanta,0,1.5852292,0.03885085
SerieA,2018-2019,4/7/2019,5340,Home,0,Inter,0,1.4213178,0.35464576
SerieA,2018-2019,4/7/2019,5341,Away,1,Genoa,0,0.80495703,0.34165466
SerieA,2018-2019,4/7/2019,5341,Home,1,Napoli,0,1.6303711,1.8137243
SerieA,2018-2019,4/8/2019,5342,Away,0,Chievo,0,0.77617604,0.48662516
SerieA,2018-2019,4/8/2019,5342,Home,3,Bologna,1,2.5034366,1.0941483
SerieA,2018-2019,5/11/2019,5384,Away,1,Genoa,0,0.79837614,0.01289656
SerieA,2018-2019,5/11/2019,5384,Home,2,Atalanta,1,1.320606,1.7747182
SerieA,2018-2019,5/11/2019,5385,Away,2,Lazio,1,1.2293425,0.8153782
SerieA,2018-2019,5/11/2019,5385,Home,1,Cagliari,0,1.001855,0.722537
SerieA,2018-2019,5/11/2019,5386,Away,1,Milan,1,1.1610613,0.43245444
SerieA,2018-2019,5/11/2019,5386,Home,0,Fiorentina,0,1.2212942,0.42953876
SerieA,2018-2019,5/12/2019,5387,Away,2,Sassuolo,0,1.3498876,0.21247631
SerieA,2018-2019,5/12/2019,5387,Home,3,Torino,1,0.7720238,0.01456973
SerieA,2018-2019,5/12/2019,5388,Away,3,Udinese,1,0.7972915,0.7265402
SerieA,2018-2019,5/12/2019,5388,Home,1,Frosinone,0,0.9101347,0.4824865
SerieA,2018-2019,5/12/2019,5389,Away,2,Empoli,1,2.0310555,1.4696571
SerieA,2018-2019,5/12/2019,5389,Home,1,Sampdoria,0,1.4373717,2.299265
SerieA,2018-2019,5/12/2019,5390,Away,2,Napoli,1,0.943451,2.6501203
SerieA,2018-2019,5/12/2019,5390,Home,1,SPAL,0,1.1807094,0.4379813
SerieA,2018-2019,5/12/2019,5391,Away,0,Juventus,0,1.721818,1.9097595
SerieA,2018-2019,5/12/2019,5391,Home,2,Roma,1,1.242956,0.5311064
