city,cuisine_style,ranking,rating,reviews_number
London,unknown,9189.0,5.0,
Rome,"Italian, Pizza, Seafood, Mediterranean",5303.0,3.5,193.0
London,"European, British, Vegetarian Friendly, Gluten Free Options, Vegan Options",1037.0,4.0,710.0
Budapest,"International, European, Hungarian, Central European, Vegetarian Friendly, Vegan Options",1304.0,3.5,115.0
Hamburg,unknown,2526.0,3.5,34.0
Vienna,"Indian, Asian, Vegetarian Friendly, Vegan Options",1102.0,4.5,24.0
Brussels,"French, Belgian, Seafood, European, Soups",64.0,4.0,310.0
Milan,"International, Fusion",2444.0,4.0,110.0
Krakow,"Italian, European, Polish, Pizza",1039.0,3.5,42.0
London,"Cafe, Argentinean, South American",12836.0,3.5,50.0
Madrid,"Mediterranean, European, Spanish, Healthy, Vegan Options, Gluten Free Options",495.0,4.0,282.0
Lisbon,"Mediterranean, European, Portuguese, Vegetarian Friendly",459.0,4.5,448.0
Rome,Pizza,2661.0,4.0,81.0
Athens,Greek,1405.0,4.0,11.0
Geneva,unknown,576.0,4.5,14.0
Luxembourg,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Gluten Free Options",108.0,4.0,190.0
Athens,unknown,1692.0,3.0,
Oslo,unknown,630.0,5.0,5.0
Paris,"French, Seafood",4354.0,4.5,27.0
London,"Fast Food, Asian",16157.0,2.5,32.0
London,"American, Diner",2253.0,4.0,239.0
Brussels,unknown,1556.0,5.0,
Brussels,"Italian, Pizza",1372.0,5.0,2.0
Milan,"Japanese, Sushi",2114.0,4.0,140.0
Berlin,"German, European, Central European, Bar, Vegetarian Friendly",1497.0,4.0,103.0
Rome,unknown,4916.0,4.5,9.0
London,"Bar, British, Pub",3865.0,4.5,71.0
Madrid,Seafood,6782.0,3.0,62.0
Madrid,"Italian, Pizza",7139.0,3.5,23.0
Paris,unknown,10065.0,4.5,8.0
Brussels,"French, Belgian, European, Bar, Grill, Pub",666.0,4.5,42.0
Geneva,Thai,466.0,4.0,33.0
Paris,unknown,13791.0,2.0,43.0
Prague,"Bar, Pub, Czech, Central European, European, Eastern European",2238.0,3.5,36.0
Paris,"Japanese, Asian, Vegetarian Friendly",204.0,4.5,440.0
London,"European, British, Vegetarian Friendly, Gluten Free Options",700.0,4.0,518.0
London,"Italian, Pizza, Gluten Free Options",8759.0,3.5,37.0
Oporto,unknown,1230.0,4.0,
London,"Mexican, Latin, Spanish",15650.0,2.5,13.0
Barcelona,"Mediterranean, European, Spanish",2666.0,4.5,73.0
Paris,"Japanese, Sushi",10736.0,4.0,
Budapest,"European, Hungarian, Italian, Bar, International, Central European",1069.0,4.0,74.0
London,"European, British, Welsh, Vegetarian Friendly, Gluten Free Options, Vegan Options",654.0,4.5,488.0
Barcelona,unknown,7534.0,2.5,5.0
Hamburg,"French, German",2609.0,3.0,33.0
Paris,"Indian, Asian, Contemporary, Vegetarian Friendly, Vegan Options, Gluten Free Options",5205.0,3.5,225.0
Warsaw,"Polish, European",1053.0,5.0,
Geneva,"Latin, Spanish",883.0,4.5,2.0
Prague,"European, Czech, Eastern European, Central European, Vegetarian Friendly",345.0,4.5,188.0
Madrid,unknown,5908.0,4.0,
Madrid,Spanish,4506.0,3.5,35.0
Dublin,"Asian, Thai, Healthy",1898.0,3.0,6.0
London,"Brazilian, Latin, Barbecue",5593.0,3.5,659.0
London,"Bar, British, Pub, International, Gastropub",8307.0,3.5,133.0
Lisbon,unknown,2484.0,4.0,8.0
London,"Italian, European, Vegetarian Friendly",3872.0,4.5,31.0
Amsterdam,unknown,2661.0,3.5,3.0
London,"Chinese, Asian, Vegetarian Friendly",2190.0,4.0,402.0
Berlin,"Cafe, European, Vegetarian Friendly, Vegan Options",712.0,4.5,61.0
Madrid,unknown,5023.0,3.5,12.0
Edinburgh,"Italian, Pizza, European, Vegetarian Friendly, Gluten Free Options",924.0,3.5,196.0
Hamburg,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",2544.0,3.0,121.0
Madrid,unknown,5200.0,4.5,4.0
London,unknown,9696.0,4.5,5.0
Oporto,"European, Portuguese",453.0,4.5,35.0
Vienna,"European, Fusion, International, Vegetarian Friendly, Vegan Options",1080.0,4.0,72.0
Berlin,"Japanese, Sushi, Asian, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options",889.0,4.0,254.0
Barcelona,"Mediterranean, Spanish, Vegetarian Friendly, Gluten Free Options",860.0,5.0,33.0
Barcelona,"Greek, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",807.0,4.5,101.0
Madrid,unknown,6244.0,3.5,6.0
Lyon,"Indian, Vegetarian Friendly",1305.0,3.5,114.0
London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",581.0,5.0,69.0
London,"European, Vegetarian Friendly, Vegan Options, Gluten Free Options",2184.0,4.0,335.0
Barcelona,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",505.0,4.5,342.0
Dublin,"Mediterranean, Middle Eastern, Egyptian, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",9.0,4.5,533.0
Madrid,Middle Eastern,8454.0,5.0,
Barcelona,Spanish,4061.0,4.0,15.0
Barcelona,"Italian, International, Mediterranean, Spanish, Vegetarian Friendly",3179.0,5.0,5.0
Paris,unknown,11318.0,4.0,5.0
Paris,unknown,9739.0,3.5,20.0
London,Cafe,9004.0,5.0,3.0
Barcelona,unknown,4315.0,5.0,2.0
Amsterdam,"Cafe, European, Vegetarian Friendly, Vegan Options",1446.0,4.5,44.0
Berlin,"Cafe, European, Russian, Eastern European, German, Bar, Pub, Vegetarian Friendly, Vegan Options",813.0,4.5,111.0
Lisbon,"Cafe, Mediterranean, Portuguese, European, Vegetarian Friendly",1060.0,3.5,193.0
Warsaw,"Steakhouse, Bar, International, Pub, Israeli",705.0,4.5,17.0
Madrid,"Mediterranean, Spanish, Brew Pub",3339.0,4.0,85.0
Barcelona,"Mediterranean, Spanish, Vegetarian Friendly",271.0,4.5,334.0
Berlin,"Mediterranean, European, Greek, Vegetarian Friendly",487.0,4.5,76.0
Munich,unknown,1334.0,5.0,4.0
Oporto,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",47.0,4.5,391.0
Paris,unknown,9354.0,3.0,120.0
Paris,"Asian, Thai",10312.0,3.5,21.0
Stockholm,"Italian, Pizza, European, Vegetarian Friendly",988.0,3.5,38.0
Milan,unknown,4439.0,4.0,6.0
Rome,unknown,4784.0,5.0,4.0
Edinburgh,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",387.0,4.0,403.0
Stockholm,"Japanese, Sushi",2014.0,3.0,7.0
London,Cafe,9648.0,4.0,14.0
Warsaw,Pizza,1987.0,2.5,4.0
Madrid,Pizza,6784.0,3.5,5.0
Stockholm,"French, Bar, European, Pub, Vegetarian Friendly",407.0,4.0,122.0
London,"British, Vegetarian Friendly, Gluten Free Options",3568.0,4.0,300.0
Milan,Greek,1731.0,3.5,76.0
Geneva,"Italian, Mediterranean, European, Vegetarian Friendly",1323.0,3.0,74.0
Krakow,"French, Healthy",417.0,4.5,21.0
London,unknown,8168.0,5.0,4.0
Paris,French,1474.0,4.5,104.0
Geneva,"French, Brew Pub, Swiss, European, Bar",1146.0,4.0,18.0
Milan,Italian,4383.0,3.5,10.0
Madrid,Spanish,4490.0,4.0,21.0
Warsaw,unknown,960.0,4.5,7.0
Warsaw,"Bar, Mexican, American, International, Vegetarian Friendly",404.0,4.0,97.0
Budapest,unknown,1377.0,5.0,
Lisbon,"Indian, Asian, Nepali, Vegetarian Friendly, Vegan Options",1020.0,4.5,22.0
Zurich,"Lebanese, Mediterranean, Middle Eastern, Vegetarian Friendly, Vegan Options",479.0,3.5,202.0
Rome,"Italian, Fast Food, Vegetarian Friendly",4389.0,4.5,20.0
Brussels,unknown,2655.0,3.5,10.0
Brussels,Vegetarian Friendly,579.0,4.5,26.0
Vienna,"German, Austrian, European, Central European, Vegetarian Friendly",343.0,4.5,67.0
Warsaw,Italian,1978.0,3.0,8.0
Milan,"Japanese, Sushi, Asian, Soups",2065.0,4.0,122.0
Barcelona,"European, Mediterranean, Spanish, Gluten Free Options",6004.0,3.5,347.0
Munich,"Mediterranean, Turkish, Middle Eastern, Vegetarian Friendly, Halal",2293.0,3.5,69.0
Vienna,unknown,2839.0,3.5,7.0
Brussels,"Vegetarian Friendly, Vegan Options",696.0,4.0,44.0
Paris,unknown,8390.0,4.0,6.0
London,"Bar, European, British, Vegetarian Friendly",122.0,4.5,665.0
Vienna,Vegetarian Friendly,1966.0,5.0,8.0
Vienna,"Austrian, Bar, Pub, Central European, German, European, Vegetarian Friendly",592.0,4.0,181.0
London,"Bar, British, Pub, Vegetarian Friendly",4286.0,3.5,255.0
Warsaw,"Middle Eastern, Israeli, Lebanese, Vegetarian Friendly, Vegan Options, Gluten Free Options",122.0,4.5,73.0
Lisbon,"European, Portuguese",1308.0,4.0,80.0
Barcelona,"Mediterranean, European, Spanish, International, Gluten Free Options, Vegetarian Friendly",1720.0,4.0,243.0
Luxembourg,Chinese,553.0,3.0,6.0
Paris,"Indian, Middle Eastern, Pakistani",11019.0,3.5,26.0
Krakow,"Japanese, Sushi, Asian, Fusion, Vegetarian Friendly, Vegan Options, Gluten Free Options",4.0,4.5,329.0
Geneva,"Asian, Fusion, Vietnamese, Vegetarian Friendly, Vegan Options",171.0,4.0,70.0
Budapest,"Fast Food, Asian, Vietnamese, Street Food",937.0,4.5,18.0
Copenhagen,unknown,1344.0,4.5,3.0
London,"Italian, Pizza, Vegetarian Friendly, Gluten Free Options",4234.0,3.5,138.0
Paris,unknown,12317.0,3.5,5.0
Warsaw,"Seafood, Mediterranean, European, French",227.0,4.0,127.0
Hamburg,Cafe,1127.0,4.5,5.0
Barcelona,Spanish,1767.0,4.5,52.0
London,"Bar, British, Pub, Vegetarian Friendly",12857.0,3.0,189.0
Berlin,unknown,6257.0,2.5,2.0
Rome,"Pizza, Vegetarian Friendly",1872.0,4.0,215.0
Helsinki,"Italian, Pizza",274.0,4.5,16.0
Brussels,"Belgian, European, Brew Pub",584.0,3.5,314.0
Prague,"European, Czech",2411.0,4.5,6.0
Prague,Cafe,2699.0,4.0,12.0
Barcelona,"European, Spanish",7030.0,3.0,35.0
Madrid,Pizza,7620.0,3.0,39.0
Prague,"European, Central European",1305.0,5.0,7.0
Munich,Italian,1971.0,3.5,33.0
Stockholm,"Cafe, European",463.0,4.0,50.0
Barcelona,"Mexican, Vegetarian Friendly",2317.0,4.0,27.0
Zurich,"Bar, Cafe, Pub, Wine Bar, Street Food",1353.0,4.0,2.0
Paris,"French, European, Vegetarian Friendly",384.0,4.0,818.0
Geneva,"French, American, Swiss, European",654.0,5.0,2.0
Madrid,unknown,7271.0,3.0,4.0
London,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",188.0,4.5,564.0
Berlin,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options",95.0,4.0,1404.0
Brussels,"French, Belgian, European, Vegetarian Friendly, Gluten Free Options",247.0,4.0,160.0
London,"Bar, British, Pub, Gastropub, Vegetarian Friendly",3888.0,4.5,25.0
Barcelona,"Mediterranean, European, Spanish, Vegetarian Friendly",2819.0,3.5,307.0
Milan,Asian,5933.0,2.5,92.0
Paris,French,4383.0,4.5,44.0
London,"Steakhouse, British, Gluten Free Options",2580.0,3.5,924.0
Hamburg,"Seafood, Mediterranean, European, Gluten Free Options",12.0,4.5,467.0
Lisbon,"European, Vegetarian Friendly, Vegan Options, Gluten Free Options",132.0,4.5,575.0
Prague,"Czech, Central European, European",3374.0,3.5,20.0
London,Fast Food,7832.0,5.0,12.0
Berlin,unknown,3854.0,4.5,3.0
Berlin,"Italian, Mediterranean, European, Vegetarian Friendly",1175.0,4.5,41.0
Prague,unknown,3068.0,4.0,
Milan,"Italian, Seafood, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",2895.0,3.5,973.0
Krakow,"Brazilian, Grill, South American, Vegetarian Friendly, Vegan Options",359.0,4.5,49.0
Lyon,Italian,1250.0,4.0,130.0
Berlin,"Mediterranean, Turkish, Middle Eastern, Vegetarian Friendly, Halal, Vegan Options",852.0,3.5,354.0
Rome,"Italian, Seafood, Mediterranean, Soups",176.0,4.5,799.0
London,"French, Cafe",8255.0,4.0,14.0
London,unknown,11882.0,3.5,11.0
Copenhagen,"International, American, European",862.0,3.5,48.0
Amsterdam,"Dutch, Fast Food",409.0,4.5,135.0
Berlin,unknown,3410.0,5.0,4.0
Barcelona,"Mediterranean, Cafe, Vegetarian Friendly, Vegan Options, Gluten Free Options",1002.0,4.0,184.0
London,"International, British",6658.0,4.0,42.0
Munich,unknown,794.0,4.5,29.0
Hamburg,"Japanese, Seafood",1170.0,4.0,23.0
Brussels,"Mediterranean, Italian, European, Wine Bar, Vegetarian Friendly, Vegan Options",485.0,4.5,88.0
Prague,unknown,2041.0,5.0,
Paris,French,7459.0,3.5,173.0
Oslo,"American, Bar, Cafe, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",313.0,3.5,161.0
London,American,14238.0,3.5,4.0
Copenhagen,"Barbecue, European, Grill, Eastern European, Croatian",853.0,4.5,7.0
Madrid,unknown,4926.0,4.5,2.0
Vienna,unknown,3228.0,4.5,6.0
Athens,"Cafe, Bar, Mediterranean, Pub",775.0,4.0,75.0
Barcelona,Chinese,3250.0,4.0,26.0
London,"Fast Food, British, Vegetarian Friendly, Gluten Free Options",266.0,4.5,449.0
Barcelona,"Mediterranean, European, Spanish",1708.0,4.0,137.0
London,"Turkish, Middle Eastern",11716.0,4.0,9.0
Rome,"Italian, European, Mediterranean, Vegetarian Friendly, Gluten Free Options, Vegan Options",773.0,4.5,625.0
Rome,"Italian, Seafood",5230.0,5.0,3.0
Rome,Pizza,3930.0,4.5,19.0
Paris,"Mediterranean, Greek, Vegetarian Friendly",6087.0,3.5,45.0
Paris,"Indian, Pakistani",7805.0,4.0,32.0
Stockholm,Pizza,996.0,4.5,8.0
London,"Cafe, British",11209.0,3.5,29.0
Berlin,unknown,1705.0,4.5,27.0
Rome,"Italian, Seafood, Mediterranean",2717.0,4.0,131.0
London,"Italian, Pizza, Gluten Free Options",14986.0,3.0,40.0
Barcelona,"Fast Food, Turkish, Grill",6957.0,3.0,10.0
Madrid,Vegetarian Friendly,6908.0,3.5,2.0
London,"Indian, Asian, Nepali, Vegan Options, Vegetarian Friendly",5783.0,4.5,65.0
Milan,Pizza,2446.0,4.5,26.0
Madrid,unknown,3058.0,4.0,17.0
Lisbon,unknown,2765.0,3.5,7.0
Paris,"Asian, Korean, Diner, Healthy, Soups",3200.0,4.5,28.0
Paris,"Asian, Fusion",4351.0,4.5,54.0
Amsterdam,"Asian, Halal",2763.0,4.0,
Berlin,"Fast Food, Mediterranean, Middle Eastern, Vegetarian Friendly, Vegan Options",1310.0,4.5,35.0
Oporto,"African, European, Portuguese",978.0,5.0,3.0
Paris,unknown,9022.0,4.5,6.0
Stockholm,unknown,2031.0,3.5,3.0
Budapest,"Italian, Pizza, European, Vegetarian Friendly",710.0,3.5,279.0
Helsinki,Pub,842.0,4.0,
Hamburg,Italian,1460.0,4.5,2.0
Warsaw,"Polish, European, Central European, International",427.0,4.5,24.0
Madrid,unknown,6687.0,3.5,4.0
London,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Gluten Free Options",1797.0,4.0,226.0
London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",761.0,4.0,962.0
Madrid,unknown,8710.0,1.5,2.0
Zurich,International,1553.0,2.5,22.0
Paris,"Italian, Mediterranean, European, Vegetarian Friendly",2304.0,4.5,153.0
Warsaw,unknown,1235.0,4.0,8.0
Vienna,unknown,2342.0,4.0,14.0
Vienna,"German, Austrian, International, European",2778.0,3.5,13.0
Paris,"Wine Bar, French, European, Brew Pub, Vegetarian Friendly, Vegan Options",80.0,4.5,652.0
Paris,"Japanese, Sushi, Asian",2659.0,4.0,100.0
Lyon,"American, Fast Food, Delicatessen, Diner, Vegetarian Friendly, Vegan Options",319.0,4.0,175.0
Krakow,"Polish, Eastern European, European, Central European, Vegetarian Friendly",235.0,4.5,99.0
Rome,"Italian, Bar, Mediterranean, European, Pub, Vegetarian Friendly",2595.0,4.0,95.0
Hamburg,unknown,2280.0,3.0,14.0
London,Pub,9629.0,4.0,10.0
Berlin,"Filipino, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",831.0,4.5,71.0
Oporto,"European, Portuguese",1439.0,5.0,2.0
London,Cafe,6709.0,5.0,14.0
Amsterdam,"Japanese, Sushi, Asian",1823.0,3.5,62.0
Madrid,Spanish,4735.0,3.5,13.0
Luxembourg,"French, European",409.0,3.5,37.0
Dublin,"Japanese, Sushi, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",80.0,4.5,798.0
Hamburg,German,1513.0,4.5,7.0
Oporto,"Indian, Vegetarian Friendly, Vegan Options",248.0,4.0,193.0
Barcelona,"International, Spanish",2571.0,4.0,44.0
Milan,"Mexican, Steakhouse, American, Fast Food, Barbecue",4470.0,3.0,265.0
London,"British, Vegetarian Friendly, Gluten Free Options",3408.0,4.5,83.0
Madrid,Pizza,4494.0,4.0,19.0
Geneva,French,1357.0,3.0,24.0
Hamburg,"Italian, Mediterranean, Delicatessen",767.0,4.5,19.0
Berlin,"Italian, Mediterranean, Pizza, Seafood",1714.0,4.5,25.0
Lyon,French,1980.0,4.0,
Barcelona,"Bar, Pub",5111.0,4.0,9.0
Lyon,unknown,2160.0,3.5,2.0
Berlin,"Italian, Indian, German, International, Thai",6108.0,4.0,6.0
Amsterdam,"Italian, Mediterranean",1551.0,4.5,12.0
Prague,"Indian, Asian, Vegetarian Friendly, Vegan Options",646.0,4.0,197.0
Barcelona,"Pizza, Mediterranean, Turkish, Pub, Fusion, Gastropub",7163.0,4.5,3.0
Milan,Italian,5459.0,3.0,7.0
London,Cafe,8925.0,5.0,2.0
Paris,unknown,7481.0,4.5,3.0
Paris,French,10865.0,4.0,
Barcelona,"Italian, Latin, Mediterranean, Spanish, Argentinean, South American",4147.0,5.0,2.0
London,"Bar, British, Pub",4020.0,4.0,79.0
Prague,Eastern European,989.0,4.0,69.0
Milan,unknown,3676.0,3.5,38.0
Oslo,"Italian, Mediterranean, European, Pizza, Vegetarian Friendly",329.0,4.0,66.0
Madrid,Spanish,6325.0,3.5,13.0
Paris,"Italian, Pizza",7853.0,3.5,30.0
Madrid,unknown,6645.0,3.5,7.0
London,Chinese,15839.0,2.5,17.0
Lisbon,unknown,2505.0,4.5,8.0
Barcelona,unknown,5727.0,4.0,
Madrid,"Mediterranean, Spanish, Wine Bar, Vegetarian Friendly",421.0,4.0,264.0
London,"Bar, British, Pub",11563.0,4.0,48.0
Madrid,"Asian, Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options",483.0,4.5,424.0
Madrid,"Cafe, European, Spanish, Delicatessen",4390.0,4.5,6.0
Milan,"Italian, Seafood, Mediterranean, European, Vegetarian Friendly",1079.0,4.0,237.0
Amsterdam,"European, Dutch, International",1785.0,4.0,19.0
Amsterdam,"Italian, Pizza, European, Vegetarian Friendly",818.0,4.0,134.0
Vienna,unknown,2431.0,4.0,3.0
Rome,"Italian, Mediterranean, Fusion, Vegetarian Friendly, Gluten Free Options, Vegan Options",1603.0,4.0,584.0
Berlin,"Cafe, European, Vegetarian Friendly, Vegan Options",3634.0,4.0,36.0
Madrid,Spanish,8039.0,2.5,57.0
Oporto,"Asian, Chinese, Fast Food, Vegetarian Friendly",868.0,3.5,51.0
Madrid,"Spanish, Mediterranean, Gluten Free Options",1879.0,4.0,56.0
Copenhagen,"Asian, Thai",1092.0,4.0,15.0
Barcelona,"Bar, Mediterranean, European, Spanish, Vegetarian Friendly, Gluten Free Options",982.0,4.0,538.0
Brussels,unknown,2482.0,3.0,2.0
London,unknown,12309.0,4.0,2.0
Barcelona,unknown,7423.0,2.5,14.0
Paris,"French, Bar, Cafe, European, Vegetarian Friendly",988.0,4.0,776.0
Paris,Asian,8549.0,4.5,4.0
Krakow,Pizza,1217.0,2.5,13.0
Hamburg,unknown,1304.0,5.0,
Rome,"Italian, Pizza, Mediterranean, Vegetarian Friendly",2608.0,3.5,334.0
Hamburg,Soups,1180.0,4.5,7.0
Rome,"Seafood, International, European, Street Food, Scandinavian",4422.0,4.5,17.0
Prague,Vegetarian Friendly,1609.0,4.0,12.0
Prague,"European, Czech",2312.0,4.0,26.0
Rome,"Italian, Mediterranean",1040.0,4.0,1583.0
London,"Italian, Mediterranean",8408.0,3.5,72.0
Athens,"Mediterranean, Greek, Vegetarian Friendly",203.0,4.5,123.0
Berlin,"Chinese, Asian, Vegetarian Friendly, Vegan Options",833.0,4.0,164.0
Paris,Spanish,7115.0,4.0,24.0
Rome,"Italian, Pizza, Vegetarian Friendly",2505.0,3.5,276.0
Berlin,unknown,5745.0,3.5,2.0
Paris,"French, Cafe, Pub, Gastropub, Vegetarian Friendly",3949.0,4.5,12.0
Munich,"German, Austrian, International, European, Steakhouse",749.0,5.0,10.0
Copenhagen,"Japanese, Sushi",1636.0,3.5,19.0
Milan,Chinese,4159.0,3.5,8.0
London,Indian,14381.0,3.0,8.0
Paris,"French, Seafood, Gluten Free Options",389.0,4.5,290.0
London,"French, Bar, Mediterranean, Pub",8319.0,4.0,17.0
Paris,unknown,3983.0,5.0,16.0
Paris,"Cafe, European, French, Bar, International",10192.0,3.5,47.0
Dublin,"Irish, Pub",1427.0,4.0,6.0
London,Pizza,10222.0,4.5,5.0
Rome,"Italian, Pizza, Seafood, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options",802.0,4.0,1035.0
Berlin,unknown,4480.0,4.0,6.0
Madrid,"Mexican, Asian",5495.0,3.5,19.0
Paris,Vietnamese,7844.0,4.0,39.0
Berlin,"German, European, Central European, Vegetarian Friendly",2476.0,4.0,44.0
Barcelona,"Cafe, Spanish, Street Food",3157.0,4.0,15.0
Barcelona,"European, Spanish",1178.0,4.0,156.0
Geneva,"International, Mediterranean, Healthy, Brew Pub, Wine Bar, Vegetarian Friendly",266.0,4.5,34.0
London,American,2617.0,4.0,126.0
Paris,"French, European",5154.0,4.0,66.0
Lisbon,"European, Portuguese, Italian, Pizza",3372.0,3.0,90.0
Amsterdam,"French, Seafood, International",1456.0,5.0,6.0
London,Cafe,10831.0,4.5,2.0
Rome,"Vegetarian Friendly, Vegan Options",4331.0,4.5,29.0
Copenhagen,"European, Grill, Contemporary, Danish",1242.0,3.5,27.0
Paris,French,7904.0,4.5,10.0
London,"European, Portuguese, Halal",14230.0,3.5,49.0
Vienna,"Austrian, Cafe, European",2288.0,4.0,22.0
Berlin,"French, European",816.0,5.0,23.0
London,unknown,12547.0,4.0,
London,Vietnamese,10884.0,4.5,4.0
Lisbon,"Cafe, European, Delicatessen, Portuguese",1317.0,4.5,23.0
Lisbon,"European, Portuguese",2467.0,4.0,10.0
Madrid,"Indian, Asian, Vegetarian Friendly, Vegan Options",1890.0,3.5,260.0
Prague,unknown,2522.0,4.5,2.0
Rome,"Italian, Mediterranean, Vegetarian Friendly, Gluten Free Options, Vegan Options",1244.0,4.5,259.0
Prague,"European, Czech, Cafe, International",1051.0,4.5,12.0
Oslo,Chinese,944.0,3.5,13.0
Milan,Italian,5078.0,3.5,3.0
Warsaw,Polish,798.0,4.5,18.0
Paris,unknown,4920.0,4.0,82.0
Stockholm,"European, Swedish, Contemporary",1166.0,4.0,15.0
London,"Middle Eastern, Persian, Halal",6818.0,3.5,314.0
Ljubljana,"European, Slovenian",202.0,4.5,8.0
Lisbon,"Japanese, Sushi, Asian, Vegetarian Friendly",350.0,4.5,74.0
London,International,15200.0,2.5,5.0
London,"Lebanese, Middle Eastern, Vegetarian Friendly, Vegan Options, Gluten Free Options",2901.0,4.5,40.0
Amsterdam,"Chinese, Asian",2909.0,3.0,24.0
Stockholm,unknown,2330.0,2.5,5.0
Paris,unknown,5487.0,4.5,14.0
Barcelona,unknown,6362.0,3.5,3.0
Paris,French,7677.0,3.5,27.0
Vienna,Chinese,1668.0,4.5,17.0
Geneva,"Asian, Thai, Vegetarian Friendly, Vegan Options",338.0,4.0,107.0
Prague,"Italian, Pizza, European, Czech, Vegetarian Friendly",913.0,4.0,185.0
London,"British, European, Gluten Free Options, Vegetarian Friendly",2003.0,4.5,150.0
Krakow,unknown,643.0,4.0,16.0
Milan,Pizza,5427.0,3.0,29.0
Warsaw,unknown,1476.0,4.5,3.0
Stockholm,"Italian, Seafood, European, Swedish",2338.0,3.0,24.0
Geneva,"European, Swiss, International, Spanish",991.0,3.5,21.0
London,"Indian, Asian, Grill, Vegetarian Friendly",6971.0,4.5,19.0
Barcelona,unknown,7616.0,2.5,3.0
Helsinki,"European, Scandinavian, Vegetarian Friendly, Gluten Free Options",151.0,4.0,235.0
Paris,"Asian, Vegetarian Friendly",1280.0,4.5,52.0
Paris,"French, Bar, Cafe, European, Pub",3967.0,4.0,57.0
Geneva,Italian,984.0,4.0,11.0
Krakow,"Polish, Mediterranean, European, Soups",998.0,4.0,2.0
Athens,unknown,1630.0,3.5,11.0
Bratislava,European,783.0,3.5,6.0
Barcelona,unknown,2956.0,4.0,37.0
Madrid,"American, Spanish",6327.0,3.5,56.0
Paris,"African, Moroccan, Mediterranean, Middle Eastern, Tunisian, Vegetarian Friendly, Vegan Options, Halal",148.0,4.5,280.0
Barcelona,"Mediterranean, European, Spanish, Vegetarian Friendly, Gluten Free Options",474.0,4.0,1264.0
Barcelona,unknown,5678.0,4.0,
Milan,"Italian, Fast Food, Vegetarian Friendly, Vegan Options",1197.0,4.0,176.0
Paris,Mexican,9957.0,4.0,33.0
Paris,Italian,2379.0,4.5,108.0
Milan,"Italian, Pizza, Fast Food, Mediterranean, Vegetarian Friendly, Vegan Options",2038.0,3.5,298.0
Prague,Cafe,2102.0,5.0,3.0
Milan,"Chinese, Japanese, Pizza",2413.0,4.0,135.0
Rome,"Pizza, Vegetarian Friendly",1956.0,4.5,61.0
Madrid,"Cafe, Spanish",4225.0,5.0,
Warsaw,"Japanese, Thai",1521.0,4.0,4.0
Zurich,International,993.0,4.0,25.0
Geneva,Italian,417.0,4.5,22.0
Barcelona,"International, Mediterranean, European, Spanish, Vegetarian Friendly, Gluten Free Options, Vegan Options",369.0,4.5,1292.0
Berlin,unknown,2355.0,4.0,36.0
Milan,Vegetarian Friendly,5677.0,3.0,43.0
Lisbon,"Mediterranean, European, Portuguese",1219.0,4.5,68.0
Rome,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Vegan Options",704.0,4.0,933.0
Madrid,Fast Food,4486.0,4.0,19.0
Vienna,"Bar, Cafe, International, European, Central European, Vegetarian Friendly",493.0,4.0,159.0
Brussels,"French, Belgian, European",2309.0,3.5,3.0
Athens,Greek,1310.0,4.5,5.0
London,Italian,12685.0,4.0,
London,"Bar, British, Pub",4481.0,3.5,163.0
Copenhagen,unknown,1827.0,3.0,16.0
Lyon,unknown,1698.0,3.5,54.0
Vienna,"German, Austrian, Cafe, European, Central European, Vegetarian Friendly",352.0,4.0,116.0
Barcelona,"Lebanese, Middle Eastern, Halal, Vegetarian Friendly",2649.0,3.5,99.0
Hamburg,unknown,1332.0,5.0,3.0
Dublin,"Irish, European",219.0,4.5,410.0
Lyon,unknown,2004.0,4.0,
Hamburg,unknown,1875.0,3.5,6.0
Zurich,"Bar, Pub, Wine Bar, Vegetarian Friendly",434.0,4.5,35.0
Paris,"French, European, Vegetarian Friendly",6692.0,3.5,121.0
London,Barbecue,13102.0,4.0,10.0
Bratislava,"Bar, Pub",236.0,4.5,15.0
Geneva,"Bar, European, Spanish, Vegetarian Friendly",197.0,4.0,90.0
