Restaurant_id,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,URL_TA,ID_TA
id_13478,London,Other,13488,2.5,,8.0,/Restaurant_Review-g186338-d1097059-Reviews-Asta_3-London_England.html,d1097059
id_8524,Madrid,"Italian,  Pizza",8531,2.0,$$ - $$$,,/Restaurant_Review-g187514-d12842987-Reviews-Papizza_Moncloa-Madrid.html,d12842987
id_885,Dublin,"Irish,  Bar,  European,  Pub",886,3.5,$$ - $$$,250.0,/Restaurant_Review-g186605-d1771808-Reviews-Dakota-Dublin_County_Dublin.html,d1771808
id_1751,Paris,"French,  European,  Vegetarian Friendly",1752,4.5,$$$$,114.0,/Restaurant_Review-g187147-d3327962-Reviews-La_Cour_Jardin-Paris_Ile_de_France.html,d3327962
id_862,Milan,"Italian,  Pizza,  Seafood,  Mediterranean,  Vegetarian Friendly",864,4.0,$$ - $$$,253.0,/Restaurant_Review-g187849-d1097463-Reviews-Bebel-Milan_Lombardy.html,d1097463
id_3732,Madrid,Spanish,3734,4.0,$,20.0,/Restaurant_Review-g187514-d2490014-Reviews-Paraiso_del_Jamon_III-Madrid.html,d2490014
id_6183,Paris,"French,  Bar,  European",6184,3.5,$$ - $$$,155.0,/Restaurant_Review-g187147-d5522488-Reviews-Les_Fontaines-Paris_Ile_de_France.html,d5522488
id_6610,Paris,"French,  Seafood",6611,4.5,,5.0,/Restaurant_Review-g187147-d12945640-Reviews-Rech-Paris_Ile_de_France.html,d12945640
id_2476,Barcelona,"Italian,  Street Food",2477,5.0,$,17.0,/Restaurant_Review-g187497-d10445344-Reviews-Merenda_Sinoira-Barcelona_Catalonia.html,d10445344
id_6803,Barcelona,"Pizza,  Spanish",6804,3.5,,13.0,/Restaurant_Review-g187497-d7092943-Reviews-Restaurante_El_Hornero-Barcelona_Catalonia.html,d7092943
id_939,Stockholm,Chinese,940,5.0,,2.0,/Restaurant_Review-g189852-d13001385-Reviews-T8ng_Stockholm-Stockholm.html,d13001385
id_482,Geneva,"French,  Swiss,  European",485,4.5,$$$$,12.0,/Restaurant_Review-g188057-d10288341-Reviews-Cafe_de_la_Coulouvreniere-Geneva.html,d10288341
id_4180,London,"Bar,  Pub,  Vegetarian Friendly",4187,4.5,$$ - $$$,26.0,/Restaurant_Review-g186338-d10903502-Reviews-Spit_and_Sawdust-London_England.html,d10903502
id_2664,Berlin,"Italian,  Mediterranean,  European,  Central European",2666,4.0,$$ - $$$,32.0,/Restaurant_Review-g187323-d2208132-Reviews-Il_Mondo-Berlin.html,d2208132
id_4166,London,"Indian,  Asian,  Pakistani,  Vegetarian Friendly,  Halal",4173,3.5,$$ - $$$,3135.0,/Restaurant_Review-g186338-d779012-Reviews-Tayyabs-London_England.html,d779012
id_717,Copenhagen,"Mediterranean,  European,  Greek,  Vegetarian Friendly",718,4.0,$$ - $$$,68.0,/Restaurant_Review-g189541-d6780578-Reviews-Bakaliko_Greek_Deli-Copenhagen_Zealand.html,d6780578
id_11082,Paris,American,11084,3.5,$$ - $$$,36.0,/Restaurant_Review-g187147-d1327268-Reviews-Le_Cafe_Fusain-Paris_Ile_de_France.html,d1327268
id_4406,Milan,"Brew Pub,  Cafe,  Wine Bar",4409,4.5,,3.0,/Restaurant_Review-g187849-d4593810-Reviews-Bar_Tabacchi_Punto_3-Milan_Lombardy.html,d4593810
id_724,Brussels,Other,725,4.5,,15.0,/Restaurant_Review-g1136493-d12428801-Reviews-Chez_Charly-Ixelles_Brussels.html,d12428801
id_9200,London,British,9209,5.0,,,/Restaurant_Review-g186338-d13226281-Reviews-Chris_s_Fish_Bar-London_England.html,d13226281
id_7423,Barcelona,"Mediterranean,  Spanish,  European",7424,2.5,,44.0,/Restaurant_Review-g187497-d2100338-Reviews-Nou_Can_Tipa-Barcelona_Catalonia.html,d2100338
id_4746,Berlin,Other,4748,4.0,,7.0,/Restaurant_Review-g187323-d1360884-Reviews-Annchen_von_Tharau-Berlin.html,d1360884
id_944,Dublin,"Cafe,  European,  Delicatessen",946,4.5,$,25.0,/Restaurant_Review-g186605-d4324827-Reviews-Le_Petit_Cafe-Dublin_County_Dublin.html,d4324827
id_6016,Berlin,German,6018,3.5,,3.0,/Restaurant_Review-g187323-d4156673-Reviews-Alte_Dorfaue-Berlin.html,d4156673
id_8038,Paris,Other,8039,5.0,,,/Restaurant_Review-g187147-d12229735-Reviews-Boulangerie_Benoit_Benoit-Paris_Ile_de_France.html,d12229735
id_356,Rome,"Vegetarian Friendly,  Vegan Options",357,5.0,$$ - $$$,84.0,/Restaurant_Review-g187791-d12481552-Reviews-CasaRita-Rome_Lazio.html,d12481552
id_6684,Paris,Other,6685,4.0,,17.0,/Restaurant_Review-g187147-d5787627-Reviews-Ankka_Madeleine-Paris_Ile_de_France.html,d5787627
id_1243,Warsaw,Cafe,1244,4.5,,12.0,/Restaurant_Review-g274856-d4781734-Reviews-Stara_Praga-Warsaw_Mazovia_Province_Central_Poland.html,d4781734
id_1430,Oporto,Other,1431,3.5,,3.0,/Restaurant_Review-g189180-d7992689-Reviews-Abel_Sernadas-Porto_Porto_District_Northern_Portugal.html,d7992689
id_900,Prague,"Bar,  Pub,  Czech,  Eastern European,  Central European,  European",901,4.0,$,139.0,/Restaurant_Review-g274707-d4769383-Reviews-Pivnice_Pod_Petrinem-Prague_Bohemia.html,d4769383
id_12473,Paris,South American,12475,3.5,,13.0,/Restaurant_Review-g187147-d4185793-Reviews-Jesusparadis-Paris_Ile_de_France.html,d4185793
id_14925,London,"Bar,  British,  International,  Vegetarian Friendly,  Gluten Free Options",14936,3.0,$$ - $$$,319.0,/Restaurant_Review-g186338-d2361013-Reviews-The_Riverfront_Bar_Kitchen-London_England.html,d2361013
id_9466,London,Other,9475,5.0,,,/Restaurant_Review-g186338-d1043805-Reviews-Bice-London_England.html,d1043805
id_1994,Munich,"Fast Food,  Healthy,  Vegetarian Friendly,  Vegan Options",2010,3.5,$,50.0,/Restaurant_Review-g187309-d2517446-Reviews-Dean_David-Munich_Upper_Bavaria_Bavaria.html,d2517446
id_1401,Amsterdam,"Steakhouse,  Brazilian",1404,3.5,$$ - $$$,142.0,/Restaurant_Review-g188590-d3191953-Reviews-Do_Brasil-Amsterdam_North_Holland_Province.html,d3191953
id_163,Stockholm,"Mediterranean,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",164,4.5,$,99.0,/Restaurant_Review-g189852-d3478764-Reviews-Legumes-Stockholm.html,d3478764
id_615,Hamburg,"Bar,  International,  Mediterranean,  Grill,  Pub",616,5.0,$$ - $$$,16.0,/Restaurant_Review-g187331-d10302492-Reviews-Hansekai-Hamburg.html,d10302492
id_1971,Vienna,Other,1973,4.0,,9.0,/Restaurant_Review-g190454-d12630204-Reviews-O_Sfizio-Vienna.html,d12630204
id_3658,Lisbon,Other,3663,2.5,,7.0,/Restaurant_Review-g189158-d1093837-Reviews-Lisboa_Solar-Lisbon_Lisbon_District_Central_Portugal.html,d1093837
id_7083,London,French,7092,4.0,$$ - $$$,12.0,/Restaurant_Review-g186338-d13109544-Reviews-Noize-London_England.html,d13109544
id_739,Budapest,"European,  Hungarian,  Eastern European,  Bar,  International,  Central European",740,4.0,$$ - $$$,98.0,/Restaurant_Review-g274887-d2171461-Reviews-Claro_Bistro-Budapest_Central_Hungary.html,d2171461
id_13337,Paris,Italian,13339,2.5,$$ - $$$,13.0,/Restaurant_Review-g187147-d4129187-Reviews-Le_New_s-Paris_Ile_de_France.html,d4129187
id_7270,Paris,"French,  Mediterranean,  Wine Bar",7271,4.0,$$ - $$$,65.0,/Restaurant_Review-g187147-d783430-Reviews-Le_Domaine_Leopold-Paris_Ile_de_France.html,d783430
id_6004,Milan,Other,6007,4.5,,4.0,/Restaurant_Review-g187849-d2407506-Reviews-Etoile_Cafe-Milan_Lombardy.html,d2407506
id_301,Berlin,"Japanese,  Asian,  Vegetarian Friendly",302,4.5,$$$$,132.0,/Restaurant_Review-g187323-d7908111-Reviews-Zenkichi_Modern_Japanese_Brasserie-Berlin.html,d7908111
id_1880,Lisbon,Other,1883,4.5,,6.0,/Restaurant_Review-g189158-d8759915-Reviews-Catita-Lisbon_Lisbon_District_Central_Portugal.html,d8759915
id_2480,Paris,"French,  European",2481,4.5,$$ - $$$,151.0,/Restaurant_Review-g187147-d1208595-Reviews-Au_Gout_Dujour-Paris_Ile_de_France.html,d1208595
id_918,Helsinki,"Bar,  Pub",919,3.5,,2.0,/Restaurant_Review-g189934-d904707-Reviews-Pub_Heinahattu-Helsinki_Uusimaa.html,d904707
id_1213,Dublin,Other,1216,5.0,,,/Restaurant_Review-g186605-d7246537-Reviews-Restaurant-Dublin_County_Dublin.html,d7246537
id_56,Dublin,"Irish,  Bar,  European,  British,  Pub,  Vegetarian Friendly,  Gluten Free Options",57,4.5,$$ - $$$,3491.0,/Restaurant_Review-g186605-d1884058-Reviews-The_Brazen_Head-Dublin_County_Dublin.html,d1884058
id_1646,Athens,Other,1648,3.5,,17.0,/Restaurant_Review-g189400-d3709334-Reviews-Nterlicatessen-Athens_Attica.html,d3709334
id_573,Barcelona,"Mediterranean,  European,  Spanish,  Contemporary,  Vegetarian Friendly,  Gluten Free Options",574,4.0,$$$$,604.0,/Restaurant_Review-g187497-d986276-Reviews-Hisop-Barcelona_Catalonia.html,d986276
id_8019,London,Seafood,8028,4.0,$$ - $$$,49.0,/Restaurant_Review-g186338-d8677313-Reviews-Lobster_Bar-London_England.html,d8677313
id_11134,London,"Turkish,  Mediterranean,  British",11144,4.5,$,8.0,/Restaurant_Review-g186338-d2225278-Reviews-Semz_Cafe-London_England.html,d2225278
id_6492,Madrid,Other,6495,3.5,,6.0,/Restaurant_Review-g187514-d5614471-Reviews-Bar_Vinoteca_La_Herradura-Madrid.html,d5614471
id_3917,Rome,"Seafood,  Italian,  Pizza,  Grill",3918,3.5,$$ - $$$,197.0,/Restaurant_Review-g187791-d3454924-Reviews-Ristorante_Il_Borgo-Rome_Lazio.html,d3454924
id_13159,Paris,Other,13161,3.0,,37.0,/Restaurant_Review-g187147-d6697515-Reviews-La_Piazza-Paris_Ile_de_France.html,d6697515
id_10781,London,"Turkish,  Middle Eastern,  Halal",10791,4.5,$$ - $$$,17.0,/Restaurant_Review-g186338-d787024-Reviews-Crystal_Palace-London_England.html,d787024
id_311,Warsaw,"Japanese,  Sushi,  Asian,  Soups,  Vegetarian Friendly,  Vegan Options",312,4.5,$$ - $$$,34.0,/Restaurant_Review-g274856-d9863670-Reviews-Edamame_Vegan_Sushi-Warsaw_Mazovia_Province_Central_Poland.html,d9863670
id_12587,London,French,12597,4.0,$$ - $$$,2.0,/Restaurant_Review-g186338-d10333393-Reviews-La_Petite_Poule-London_England.html,d10333393
id_12622,London,Indian,12632,4.0,$$ - $$$,,/Restaurant_Review-g186338-d12175079-Reviews-Pappadom-London_England.html,d12175079
id_9406,London,Mediterranean,9415,5.0,$$ - $$$,5.0,/Restaurant_Review-g186338-d10106305-Reviews-Yiamas_Taverna_of_London-London_England.html,d10106305
id_4310,London,"Italian,  Cafe,  Vegetarian Friendly",4317,4.0,$$ - $$$,122.0,/Restaurant_Review-g186338-d3661709-Reviews-Carlo_s_Kitchen-London_England.html,d3661709
id_11560,Paris,Other,11562,3.5,,129.0,/Restaurant_Review-g187147-d4227711-Reviews-Terrasse_17-Paris_Ile_de_France.html,d4227711
id_6315,Madrid,"Mediterranean,  Healthy",6318,4.0,$,16.0,/Restaurant_Review-g187514-d7792070-Reviews-Toppings_and_Salads-Madrid.html,d7792070
id_7335,London,"Bar,  British,  Pub",7344,4.0,$$ - $$$,50.0,/Restaurant_Review-g186338-d4600862-Reviews-The_Grape_Grain-London_England.html,d4600862
id_214,Milan,"Italian,  Mediterranean,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",215,4.0,$$$$,1613.0,/Restaurant_Review-g187849-d5264429-Reviews-Ceresio_7_Pools_Restaurant-Milan_Lombardy.html,d5264429
id_1952,Budapest,"Cafe,  Vegetarian Friendly",1953,3.5,$$ - $$$,39.0,/Restaurant_Review-g274887-d12410110-Reviews-Grand_Cafe-Budapest_Central_Hungary.html,d12410110
id_7385,Madrid,"South American,  Ecuadorean",7391,3.0,,,/Restaurant_Review-g187514-d4173077-Reviews-Virgen_del_Cisne-Madrid.html,d4173077
id_3604,Berlin,Spanish,3606,5.0,$$ - $$$,2.0,/Restaurant_Review-g187323-d12242986-Reviews-Cavaclub-Berlin.html,d12242986
id_7415,Paris,"Moroccan,  Mediterranean",7416,5.0,,9.0,/Restaurant_Review-g187147-d2614607-Reviews-L_Oasis-Paris_Ile_de_France.html,d2614607
id_1530,Prague,"European,  Central European,  Czech",1533,4.5,$$ - $$$,34.0,/Restaurant_Review-g274707-d4768479-Reviews-Magicka_Zahrada_Nouveau-Prague_Bohemia.html,d4768479
id_6234,Paris,"French,  Bar,  Cafe,  European,  Pub,  Vegetarian Friendly",6235,4.0,$$ - $$$,20.0,/Restaurant_Review-g187147-d5928128-Reviews-Cafe_Montparnasse-Paris_Ile_de_France.html,d5928128
id_64,Amsterdam,"Dutch,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",65,4.5,$$ - $$$,2428.0,/Restaurant_Review-g188590-d697036-Reviews-The_Pantry-Amsterdam_North_Holland_Province.html,d697036
id_270,Vienna,"Mediterranean,  Italian,  Pizza,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",271,4.0,$$ - $$$,384.0,/Restaurant_Review-g190454-d2021717-Reviews-Vapiano-Vienna.html,d2021717
id_11407,London,Other,11417,4.5,,3.0,/Restaurant_Review-g186338-d10109314-Reviews-Heathrow_Restaurant-London_England.html,d10109314
id_1714,Hamburg,Chinese,1717,4.0,,5.0,/Restaurant_Review-g187331-d1038938-Reviews-Hong_Kong-Hamburg.html,d1038938
id_7809,Paris,Other,7810,4.0,,15.0,/Restaurant_Review-g187147-d4953429-Reviews-Jefrey_s-Paris_Ile_de_France.html,d4953429
id_85,Barcelona,"Spanish,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",86,4.5,$$ - $$$,2186.0,/Restaurant_Review-g187497-d697571-Reviews-El_Xampanyet-Barcelona_Catalonia.html,d697571
id_991,Dublin,"Japanese,  Sushi,  Asian,  Vegetarian Friendly,  Gluten Free Options",993,4.5,$$ - $$$,31.0,/Restaurant_Review-g186605-d8524256-Reviews-Michie_Sushi_Sandyford-Dublin_County_Dublin.html,d8524256
id_1391,Budapest,"American,  Fast Food,  International,  European,  Hungarian",1392,5.0,,,/Restaurant_Review-g274887-d7724601-Reviews-Bite-Budapest_Central_Hungary.html,d7724601
id_2825,Brussels,"Japanese,  Sushi,  Asian,  Fast Food",2826,3.0,$$ - $$$,113.0,/Restaurant_Review-g1136493-d1093016-Reviews-Sushi_Shop-Ixelles_Brussels.html,d1093016
id_1571,Barcelona,"Japanese,  Sushi,  Asian,  Vegetarian Friendly",1572,4.0,$$ - $$$,105.0,/Restaurant_Review-g187497-d8774881-Reviews-Meet_Restaurant_Japones-Barcelona_Catalonia.html,d8774881
id_1133,Brussels,"Italian,  European,  Pizza",1134,3.5,$$ - $$$,61.0,/Restaurant_Review-g188644-d1082420-Reviews-Al_Pronto-Brussels.html,d1082420
id_5098,Berlin,Other,5100,4.0,,,/Restaurant_Review-g187323-d12875617-Reviews-Trattoria_Venezia-Berlin.html,d12875617
id_707,Edinburgh,"Bar,  British,  Pub,  Vegetarian Friendly,  Vegan Options",708,4.0,$$ - $$$,121.0,/Restaurant_Review-g186525-d2390091-Reviews-The_Brass_Monkey-Edinburgh_Scotland.html,d2390091
id_3966,Barcelona,"Mediterranean,  European,  Spanish,  Vegetarian Friendly",3967,4.0,$$ - $$$,39.0,/Restaurant_Review-g187497-d1926325-Reviews-Echo_Restaurant-Barcelona_Catalonia.html,d1926325
id_5503,Madrid,Other,5506,3.5,,3.0,/Restaurant_Review-g187514-d990817-Reviews-Restaurante_Belarmino-Madrid.html,d990817
id_4432,Rome,"Italian,  Pizza",4433,4.5,,56.0,/Restaurant_Review-g187791-d7097337-Reviews-L_angolo_dei_suppli-Rome_Lazio.html,d7097337
id_15279,London,"Indian,  Halal",15291,3.5,$$ - $$$,16.0,/Restaurant_Review-g186338-d5795578-Reviews-Taste_Of_India-London_England.html,d5795578
id_8120,London,Other,8129,5.0,,3.0,/Restaurant_Review-g186338-d11842481-Reviews-Diners_Delight-London_England.html,d11842481
id_3052,Prague,Other,3059,4.0,,,/Restaurant_Review-g274707-d12172734-Reviews-Cactus-Prague_Bohemia.html,d12172734
id_4,Barcelona,"Mediterranean,  Spanish,  Wine Bar,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",5,5.0,$$ - $$$,1078.0,/Restaurant_Review-g187497-d11906544-Reviews-Bodega_Biarritz-Barcelona_Catalonia.html,d11906544
id_850,London,"Fast Food,  Barbecue,  European,  Portuguese,  Vegetarian Friendly,  Gluten Free Options",852,4.0,$$ - $$$,1322.0,/Restaurant_Review-g186338-d2216928-Reviews-Nando_s-London_England.html,d2216928
id_7761,Barcelona,Other,7773,1.0,,,/Restaurant_Review-g187497-d11543758-Reviews-Fusion_Restaurant_Japones_Braseria-Barcelona_Catalonia.html,d11543758
id_4845,London,"European,  Portuguese",4854,4.0,$$ - $$$,206.0,/Restaurant_Review-g186338-d3400459-Reviews-Casa_Madeira-London_England.html,d3400459
id_883,Amsterdam,"Spanish,  Bar,  European,  Pub,  Vegetarian Friendly",885,4.5,$$ - $$$,47.0,/Restaurant_Review-g188590-d12557535-Reviews-Escobar-Amsterdam_North_Holland_Province.html,d12557535
id_85,Paris,"Thai,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",86,4.5,$$ - $$$,441.0,/Restaurant_Review-g187147-d783281-Reviews-Thai_Spices-Paris_Ile_de_France.html,d783281
id_393,Warsaw,"American,  Central American,  Grill",394,4.0,$$ - $$$,141.0,/Restaurant_Review-g274856-d4323006-Reviews-Jeff_s-Warsaw_Mazovia_Province_Central_Poland.html,d4323006
id_1971,Lisbon,Other,1974,4.5,,9.0,/Restaurant_Review-g189158-d10026779-Reviews-Adega_Do_Lagarto-Lisbon_Lisbon_District_Central_Portugal.html,d10026779
id_239,Athens,"Chinese,  Fast Food,  Asian,  Fusion,  Vegetarian Friendly,  Vegan Options",240,4.5,$,62.0,/Restaurant_Review-g189400-d6513977-Reviews-Streetwok-Athens_Attica.html,d6513977
id_317,Lisbon,"Mediterranean,  European,  Portuguese",318,4.5,$$ - $$$,372.0,/Restaurant_Review-g189158-d1224146-Reviews-O_Beco-Lisbon_Lisbon_District_Central_Portugal.html,d1224146
id_1639,Berlin,"Cafe,  European,  Vegetarian Friendly,  Vegan Options",1641,4.0,$,64.0,/Restaurant_Review-g187323-d6494498-Reviews-Berlin_Theke-Berlin.html,d6494498
id_3909,Paris,Italian,3910,5.0,$$ - $$$,11.0,/Restaurant_Review-g187147-d12563331-Reviews-Aperitivo-Paris_Ile_de_France.html,d12563331
id_4742,Berlin,Other,4744,4.0,,8.0,/Restaurant_Review-g187323-d8401819-Reviews-Gestrandet_An_Der_Jannowitzbrucke-Berlin.html,d8401819
id_400,London,"Vegetarian Friendly,  Gluten Free Options",401,4.5,$$$$,1084.0,/Restaurant_Review-g186338-d1029286-Reviews-The_Square-London_England.html,d1029286
id_9103,Paris,"French,  European",9105,4.0,$$ - $$$,44.0,/Restaurant_Review-g187147-d718744-Reviews-La_Terrasse-Paris_Ile_de_France.html,d718744
id_846,Copenhagen,"Chinese,  Asian,  Sushi,  Vegetarian Friendly",847,3.5,$,74.0,/Restaurant_Review-g806262-d1081584-Reviews-Chun_bo-Frederiksberg_Copenhagen_Zealand.html,d1081584
id_9347,London,Italian,9356,5.0,,,/Restaurant_Review-g186338-d3735823-Reviews-Grazie_Assai-London_England.html,d3735823
id_788,Krakow,"Mexican,  Fast Food,  Spanish",789,4.0,$,29.0,/Restaurant_Review-g274772-d4560491-Reviews-Szybki_Lopez-Krakow_Lesser_Poland_Province_Southern_Poland.html,d4560491
id_4541,Madrid,Spanish,4543,4.5,,5.0,/Restaurant_Review-g187514-d4799949-Reviews-Taberna_Las_Toreras_Madrid-Madrid.html,d4799949
id_1776,Brussels,"Polish,  European",1777,4.5,$,3.0,/Restaurant_Review-g188644-d11445075-Reviews-PRL_La_Pologne-Brussels.html,d11445075
id_10177,Paris,Italian,10179,4.0,,9.0,/Restaurant_Review-g187147-d1336101-Reviews-Le_Tarbouche-Paris_Ile_de_France.html,d1336101
id_5673,Rome,"Italian,  Peruvian,  International,  Healthy,  South American",5675,5.0,$,,/Restaurant_Review-g187791-d12322989-Reviews-Tasty_Friendly-Rome_Lazio.html,d12322989
id_1745,Lisbon,"European,  Contemporary,  Portuguese",1747,4.0,$$ - $$$,11.0,/Restaurant_Review-g189158-d13150829-Reviews-Tezero-Lisbon_Lisbon_District_Central_Portugal.html,d13150829
id_1300,Lisbon,"Cafe,  Portuguese,  European",1301,4.5,$,32.0,/Restaurant_Review-g189158-d8008981-Reviews-Pastelaria_Pomarense-Lisbon_Lisbon_District_Central_Portugal.html,d8008981
id_5329,Rome,Other,5331,4.5,,4.0,/Restaurant_Review-g187791-d12921595-Reviews-La_Casetta-Rome_Lazio.html,d12921595
id_6338,Paris,"French,  European,  Bar,  Pub",6339,4.0,$$ - $$$,83.0,/Restaurant_Review-g187147-d1904460-Reviews-Le_Magenta-Paris_Ile_de_France.html,d1904460
id_194,Warsaw,"Russian,  Eastern European,  European,  Vegetarian Friendly",195,4.0,$$ - $$$,143.0,/Restaurant_Review-g274856-d779167-Reviews-Babooshka-Warsaw_Mazovia_Province_Central_Poland.html,d779167
id_2198,Milan,"Bar,  Pub,  Brew Pub",2200,4.0,$,75.0,/Restaurant_Review-g187849-d4909559-Reviews-Boom_Milano-Milan_Lombardy.html,d4909559
id_2792,Rome,"Italian,  Seafood,  Mediterranean",2793,4.0,$$ - $$$,157.0,/Restaurant_Review-g187791-d2437956-Reviews-Hostaria_Pizzeria_da_Baffo-Rome_Lazio.html,d2437956
id_395,Oporto,"Mediterranean,  African,  Portuguese,  Soups",396,4.5,$$ - $$$,95.0,/Restaurant_Review-g189180-d1081959-Reviews-Restaurante_Campo_Alegre_Compadre-Porto_Porto_District_Northern_Portugal.html,d1081959
id_293,Madrid,"Bar,  Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",294,4.0,$$ - $$$,754.0,/Restaurant_Review-g187514-d4410180-Reviews-TASTE_GALLERY-Madrid.html,d4410180
id_1820,Milan,"Italian,  Pizza,  Mediterranean,  Vegetarian Friendly",1822,3.5,$,567.0,/Restaurant_Review-g187849-d1100325-Reviews-La_Magolfa-Milan_Lombardy.html,d1100325
id_8453,Paris,"Bar,  Pub,  Wine Bar",8455,4.5,$$ - $$$,11.0,/Restaurant_Review-g187147-d8090662-Reviews-La_cave_signature-Paris_Ile_de_France.html,d8090662
id_1323,Dublin,"Fast Food,  Delicatessen,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",1326,3.5,$,113.0,/Restaurant_Review-g186605-d3431140-Reviews-Chopped-Dublin_County_Dublin.html,d3431140
id_194,Munich,"Cafe,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",196,4.0,$$ - $$$,106.0,/Restaurant_Review-g187309-d4818393-Reviews-Konigin_43-Munich_Upper_Bavaria_Bavaria.html,d4818393
id_2224,Lisbon,Other,2227,4.5,,9.0,/Restaurant_Review-g189158-d697252-Reviews-Porto_de_Abrigo-Lisbon_Lisbon_District_Central_Portugal.html,d697252
id_393,Hamburg,"Cafe,  Israeli,  European,  Central European,  Vegetarian Friendly,  Kosher",394,4.0,$$ - $$$,77.0,/Restaurant_Review-g187331-d1873223-Reviews-Cafe_Leonar-Hamburg.html,d1873223
id_3260,London,"Italian,  Vegetarian Friendly,  Gluten Free Options",3267,5.0,$$ - $$$,16.0,/Restaurant_Review-g186338-d12947166-Reviews-Tonis_Amalfi-London_England.html,d12947166
id_452,Hamburg,"Bar,  Pizza,  Middle Eastern,  Cafe,  German",453,4.0,$$ - $$$,41.0,/Restaurant_Review-g187331-d4083721-Reviews-Chakra_Cafe-Hamburg.html,d4083721
id_1089,Lyon,French,1090,4.0,$$ - $$$,22.0,/Restaurant_Review-g187265-d10389470-Reviews-Brasserie_Gallay-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d10389470
id_820,Milan,"Italian,  Pizza,  Seafood,  Mediterranean,  Vegetarian Friendly",822,4.0,$,186.0,/Restaurant_Review-g187849-d2486144-Reviews-Jolly_Due-Milan_Lombardy.html,d2486144
id_2614,Munich,"Chinese,  Asian,  Vegetarian Friendly",2633,3.0,$$ - $$$,110.0,/Restaurant_Review-g187309-d2267111-Reviews-Shanghai_Restaurant-Munich_Upper_Bavaria_Bavaria.html,d2267111
id_1850,Lisbon,Other,1853,5.0,,3.0,/Restaurant_Review-g189158-d10734451-Reviews-Ponto_Azul-Lisbon_Lisbon_District_Central_Portugal.html,d10734451
id_1545,Lisbon,"European,  Portuguese",1546,4.5,$$ - $$$,7.0,/Restaurant_Review-g189158-d13171584-Reviews-Tapas_n_Friends_Campo_de_Ourique-Lisbon_Lisbon_District_Central_Portugal.html,d13171584
id_456,Rome,"Seafood,  Italian,  Pizza,  Mediterranean,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",457,4.5,$$ - $$$,1237.0,/Restaurant_Review-g187791-d3134650-Reviews-La_Taverna_Italiana-Rome_Lazio.html,d3134650
id_3365,Paris,"French,  Bar,  Cafe,  Wine Bar",3366,5.0,$$ - $$$,18.0,/Restaurant_Review-g187147-d10737035-Reviews-Pignon-Paris_Ile_de_France.html,d10737035
id_9780,London,"Seafood,  Fast Food,  British",9789,3.5,$$ - $$$,162.0,/Restaurant_Review-g186338-d3613533-Reviews-Fish_House-London_England.html,d3613533
id_344,Milan,"Italian,  Pizza,  Mediterranean,  Vegetarian Friendly,  Vegan Options",345,4.0,$$ - $$$,732.0,/Restaurant_Review-g187849-d2648160-Reviews-Pizzeria_di_Porta_Garibaldi-Milan_Lombardy.html,d2648160
id_1418,Athens,"Italian,  Mediterranean,  Greek",1420,4.5,$,7.0,/Restaurant_Review-g189400-d10122352-Reviews-CENTRO_Coffee_Restaurant-Athens_Attica.html,d10122352
id_4885,Madrid,Other,4888,3.0,,3.0,/Restaurant_Review-g187514-d3785147-Reviews-Pasta_Pesto-Madrid.html,d3785147
id_134,Geneva,"French,  Steakhouse,  European",135,4.0,$$ - $$$,191.0,/Restaurant_Review-g188057-d7687905-Reviews-Le_49_Rhone-Geneva.html,d7687905
id_4232,London,"Lebanese,  Middle Eastern,  Mediterranean,  Vegetarian Friendly,  Halal,  Gluten Free Options",4239,4.0,$$ - $$$,177.0,/Restaurant_Review-g186338-d718937-Reviews-Fairuz-London_England.html,d718937
id_253,Prague,"Bar,  European,  Pub,  Czech,  Eastern European,  Central European",254,4.5,$$ - $$$,307.0,/Restaurant_Review-g274707-d3192062-Reviews-Restaurace_Kulovy_Blesk-Prague_Bohemia.html,d3192062
id_9948,Paris,Other,9950,4.0,,25.0,/Restaurant_Review-g187147-d12320220-Reviews-Dicoeur_Restaurant-Paris_Ile_de_France.html,d12320220
id_1986,Prague,"European,  Czech",1989,5.0,,,/Restaurant_Review-g274707-d4768291-Reviews-Restaurace_U_Divadla-Prague_Bohemia.html,d4768291
id_1718,Edinburgh,"Chinese,  Fast Food,  Asian",1725,2.5,$,18.0,/Restaurant_Review-g186525-d5425608-Reviews-New_Samuel_Chinese_Takeaway-Edinburgh_Scotland.html,d5425608
id_2608,Hamburg,Italian,2615,4.5,,7.0,/Restaurant_Review-g187331-d8517072-Reviews-Eiscafe_San_Remo-Hamburg.html,d8517072
