datetime,pips_candle_0_30,pips_candle_max_0_30,pips_candle_min_0_30,pips_candle_0_60,pips_candle_max_0_60,pips_candle_min_0_60,pips_candle_0_120,pips_candle_max_0_120,pips_candle_min_0_120,pips_candle_0_180,pips_candle_max_0_180,pips_candle_min_0_180,pips_candle_0_240,pips_candle_max_0_240,pips_candle_min_0_240
2/28/2014 9:45,-4,0,-9,-4,2,-9,1,11,-9,13,16,-9,5,16,-9
3/31/2014 9:45,10,21,-6,11,21,-6,-3,21,-10,-13,21,-15,-18,21,-23
4/30/2014 9:41,2,5,-6,6,7,-6,7,18,-6,10,18,-6,8,18,-6
5/30/2014 9:43,1,10,-3,9,12,-3,22,30,-3,19,30,-3,20,30,-3
6/30/2014 9:45,5,7,-3,19,19,-3,27,38,-3,28,38,-3,33,38,-3
7/31/2014 9:45,-8,1,-14,-9,1,-14,-12,1,-20,-14,1,-20,-8,1,-20
8/29/2014 9:45,5,5,-4,7,13,-4,-27,13,-35,-33,13,-37,-35,13,-41
9/30/2014 9:45,-1,11,-11,4,19,-11,-1,19,-11,7,19,-11,13,19,-11
10/31/2014 9:45,1,3,-13,-8,7,-14,7,18,-22,19,27,-22,21,32,-22
11/26/2014 9:45,4,16,-5,8,16,-5,5,31,-5,10,31,-5,14,31,-5
12/31/2014 9:45,21,23,-1,12,23,-1,-10,23,-14,-10,23,-15,-10,23,-15
1/30/2015 9:45,14,15,-5,-12,21,-14,-2,21,-24,-7,21,-24,-13,21,-24
2/27/2015 9:45,4,19,-9,28,29,-9,17,39,-9,2,39,-9,10,39,-9
3/31/2015 9:45,-6,12,-16,21,24,-16,7,35,-16,-7,35,-16,-4,35,-16
4/30/2015 9:45,32,41,-12,44,59,-12,51,92,-12,68,92,-12,65,92,-12
5/29/2015 9:45,-17,11,-21,-15,11,-21,-9,11,-41,-10,11,-41,-2,11,-41
6/30/2015 9:45,-10,7,-11,-18,7,-24,-52,7,-88,-56,7,-88,-52,7,-88
7/31/2015 9:45,2,30,-6,-1,30,-16,-35,30,-57,-58,30,-60,-78,30,-83
8/31/2015 9:45,-11,2,-14,-42,2,-42,-38,2,-58,-24,2,-58,-18,2,-58
9/30/2015 9:45,-6,9,-8,-21,9,-22,-18,9,-30,-14,9,-30,-10,9,-30
10/30/2015 9:45,30,30,-14,25,35,-14,22,35,-14,-17,35,-18,-15,35,-22
11/30/2015 9:45,-1,3,-6,-8,3,-12,-16,3,-24,-21,3,-24,-20,3,-24
12/31/2015 9:45,-2,6,-2,17,19,-3,-23,19,-29,-24,19,-29,-13,19,-29
1/29/2016 9:45,0,7,-6,-12,7,-16,-9,7,-26,-6,7,-26,-4,9,-26
2/29/2016 9:45,-5,11,-9,-20,11,-23,-18,11,-29,-13,11,-29,-9,11,-29
3/31/2016 9:45,26,28,-3,11,28,-3,-2,28,-4,0,28,-5,-2,28,-7
4/29/2016 9:45,6,12,-8,7,13,-8,14,25,-8,5,25,-8,2,25,-8
5/31/2016 9:45,-5,5,-6,-4,5,-12,-39,5,-43,-28,5,-43,-30,5,-43
6/30/2016 9:45,3,27,-3,9,27,-4,9,30,-10,-33,30,-70,-54,30,-70
7/29/2016 9:45,9,12,-3,9,18,-3,14,38,-3,-1,38,-3,3,38,-4
8/31/2016 9:45,1,6,-3,-9,6,-15,3,8,-15,21,23,-15,15,23,-15
9/30/2016 9:45,-9,7,-11,2,8,-11,22,37,-11,15,37,-11,17,37,-11
10/31/2016 9:45,2,8,-1,-2,8,-5,-1,8,-6,19,26,-6,20,26,-6
11/30/2016 9:45,-12,6,-17,11,16,-17,-29,16,-47,-7,16,-47,-11,16,-47
12/30/2016 9:45,9,19,-4,34,34,-4,15,35,-4,-7,35,-8,-11,35,-15
1/31/2017 9:45,9,26,-4,19,26,-4,17,37,-4,4,37,-4,13,37,-4
2/28/2017 9:45,15,18,-5,18,22,-5,13,28,-5,13,28,-5,4,28,-5
3/31/2017 9:45,-4,4,-9,-12,4,-14,9,16,-14,13,16,-14,1,16,-14
4/28/2017 9:45,-18,7,-19,-4,7,-19,-16,7,-31,-18,7,-31,-9,7,-31
5/31/2017 9:45,-6,3,-14,-11,3,-18,-3,13,-18,-5,13,-18,-2,13,-18
6/30/2017 9:45,9,11,-2,-3,11,-5,-7,11,-20,-5,11,-20,-3,11,-20
7/31/2017 9:45,9,12,-4,11,15,-4,47,54,-4,66,88,-4,80,88,-4
8/31/2017 9:45,0,4,-10,10,16,-10,21,38,-10,14,49,-10,31,49,-10
9/29/2017 9:45,-7,15,-17,7,15,-17,2,17,-17,-6,17,-17,-1,17,-17
10/31/2017 9:45,-5,2,-14,0,4,-14,15,21,-14,10,21,-14,8,21,-14
11/30/2017 9:45,27,28,-1,35,36,-1,12,41,-1,3,41,-5,20,41,-5
12/28/2017 9:45,-3,1,-4,-6,1,-8,3,3,-13,5,6,-13,9,9,-13
1/31/2018 9:45,-3,6,-9,11,15,-9,-22,15,-25,-38,15,-39,-43,15,-53
2/28/2018 9:45,-24,2,-26,-25,2,-31,0,2,-31,-12,3,-31,-13,3,-31
3/29/2018 9:45,-7,3,-10,-15,3,-15,-39,3,-41,-38,3,-43,-31,3,-43
4/30/2018 9:45,14,17,-4,13,17,-4,-4,17,-7,27,29,-7,14,35,-7
5/31/2018 9:45,3,11,-15,19,21,-15,31,37,-20,9,37,-20,19,37,-20
6/29/2018 9:45,0,4,-10,18,19,-10,31,38,-10,35,42,-10,33,42,-10
7/31/2018 9:45,-3,8,-9,-4,8,-9,-4,8,-16,-2,8,-16,-10,8,-19
8/31/2018 9:45,16,16,-1,21,22,-1,-26,23,-33,-40,23,-45,-31,23,-45
9/28/2018 9:45,1,4,-7,9,11,-7,37,45,-7,28,45,-7,29,45,-7
1/31/2007 10:00,34,36,-5,31,55,-5,34,57,-5,47,57,-5,46,57,-5
3/1/2007 10:00,-16,10,-27,-34,10,-35,-24,10,-41,-23,10,-41,-17,10,-41
3/30/2007 10:00,5,16,-8,14,16,-8,76,102,-8,74,102,-8,78,102,-8
4/30/2007 10:00,-6,3,-6,9,10,-8,21,41,-8,29,41,-8,21,41,-8
5/31/2007 10:00,-5,4,-10,8,9,-10,6,23,-10,-1,23,-10,6,23,-10
6/29/2007 10:00,0,7,-4,-7,7,-8,9,10,-8,27,28,-8,23,29,-8
9/4/2007 10:00,-2,9,-7,19,21,-9,37,43,-9,38,45,-9,44,46,-9
9/28/2007 10:00,5,15,-6,21,32,-6,17,34,-6,32,42,-6,59,68,-6
10/31/2007 10:00,-1,4,-7,-1,5,-7,17,20,-9,7,23,-9,15,24,-9
11/30/2007 10:00,-35,6,-41,-82,6,-85,-74,6,-85,-58,6,-85,-87,6,-91
1/2/2008 10:00,-3,20,-37,36,37,-37,46,60,-37,41,60,-37,41,60,-37
2/1/2008 10:00,5,20,-37,1,20,-37,27,35,-37,-10,35,-37,-9,35,-37
3/3/2008 10:00,-47,9,-60,-63,9,-71,-72,9,-109,-82,9,-109,-81,9,-109
4/1/2008 10:00,-20,7,-41,-15,7,-48,4,12,-48,-3,13,-48,-17,13,-48
5/1/2008 10:00,-9,17,-20,-14,17,-22,-7,17,-26,-10,17,-26,-14,17,-35
6/2/2008 10:00,29,35,-12,28,35,-12,51,60,-12,61,91,-12,52,91,-12
7/1/2008 10:00,21,43,-7,10,43,-7,34,44,-7,63,82,-7,44,82,-7
8/1/2008 10:00,-8,16,-30,-11,16,-30,-7,16,-30,-13,16,-30,-12,16,-30
9/2/2008 10:00,18,20,-19,19,20,-19,11,29,-19,17,29,-19,9,29,-19
10/1/2008 10:00,-12,24,-23,-13,24,-38,43,51,-38,27,56,-38,61,76,-38
11/3/2008 10:00,2,29,-9,1,29,-12,-38,29,-58,-103,29,-113,-126,29,-132
12/1/2008 10:00,-19,4,-22,-51,4,-57,-15,4,-57,-21,11,-57,20,22,-57
1/5/2009 10:00,-3,7,-28,6,14,-28,-53,14,-53,-49,14,-78,-28,14,-78
2/2/2009 10:00,27,58,-9,12,58,-9,12,58,-9,71,104,-9,59,104,-9
3/2/2009 10:00,-20,4,-42,-33,4,-42,-43,4,-61,-41,4,-61,-31,4,-61
4/1/2009 10:00,-11,10,-14,-34,10,-42,-40,10,-58,-53,10,-58,-57,10,-65
5/4/2009 10:00,20,25,-28,23,28,-28,44,63,-28,53,102,-28,67,102,-28
6/1/2009 10:00,-58,10,-58,-56,10,-60,-23,10,-66,-30,10,-66,9,12,-66
7/1/2009 10:00,11,20,-11,-13,20,-17,42,42,-23,18,57,-23,28,57,-23
8/3/2009 10:00,47,56,-35,57,67,-35,56,69,-35,43,86,-35,63,86,-35
9/1/2009 10:00,5,22,-13,-19,22,-23,-87,22,-100,-93,22,-109,-113,22,-147
10/1/2009 10:00,-15,14,-22,-5,21,-24,-32,21,-43,-14,21,-45,-27,21,-45
11/2/2009 10:00,21,25,-36,0,31,-36,12,31,-36,-50,31,-52,-81,31,-83
12/1/2009 10:00,1,6,-15,4,13,-15,12,32,-15,6,32,-15,20,32,-15
1/4/2010 10:00,-5,14,-22,14,33,-22,-7,33,-22,-9,33,-22,-12,33,-22
2/1/2010 10:00,6,20,-9,-7,20,-11,1,20,-11,11,20,-11,14,22,-11
3/1/2010 10:00,-50,15,-56,-41,15,-61,-8,15,-61,16,16,-61,37,40,-61
4/1/2010 10:00,-1,12,-16,32,40,-16,64,83,-16,59,83,-16,62,83,-16
5/3/2010 10:00,-17,6,-22,-52,6,-62,-46,6,-75,-28,6,-75,-33,6,-75
6/1/2010 10:00,87,106,-21,54,119,-21,32,119,-21,41,119,-21,55,119,-21
7/1/2010 10:00,7,17,-16,22,43,-16,33,56,-16,9,56,-16,51,56,-16
8/2/2010 10:00,34,37,-3,51,52,-3,38,61,-3,34,61,-3,40,61,-3
9/1/2010 10:00,-11,31,-13,-3,31,-13,-11,31,-29,-28,31,-33,-20,31,-33
10/1/2010 10:00,5,34,-31,2,34,-31,10,34,-31,-2,34,-31,19,34,-31
11/1/2010 10:00,-12,14,-29,-16,14,-29,-27,14,-50,-34,14,-50,-14,14,-50
12/1/2010 10:00,-54,5,-56,-62,5,-63,25,56,-74,8,56,-74,4,56,-74
1/3/2011 10:00,8,18,-5,52,53,-5,60,85,-5,65,85,-5,63,85,-5
2/1/2011 10:00,25,36,-11,52,56,-11,52,64,-11,84,96,-11,85,97,-11
3/1/2011 10:00,-10,32,-23,10,32,-23,-7,32,-23,-14,32,-23,-19,32,-23
4/1/2011 10:00,26,33,-24,59,62,-24,127,128,-24,128,130,-24,131,138,-24
5/2/2011 10:00,24,25,-17,39,40,-17,18,50,-17,22,50,-17,16,50,-17
6/1/2011 10:00,23,29,-6,16,38,-6,21,49,-6,-16,49,-18,-10,49,-38
7/1/2011 10:00,36,41,-19,25,56,-19,50,67,-19,53,67,-19,56,67,-19
8/1/2011 10:00,-8,53,-20,-84,53,-84,-82,53,-97,-45,53,-97,-37,53,-97
9/1/2011 10:00,-52,16,-69,-49,16,-73,-17,16,-73,-6,16,-73,-23,16,-73
10/3/2011 10:00,1,25,-14,-54,25,-57,-49,25,-88,-61,25,-88,-85,25,-93
11/1/2011 10:00,23,27,-15,11,44,-15,19,44,-15,24,55,-15,80,108,-15
12/1/2011 10:00,-3,8,-26,-34,8,-47,-21,8,-52,-59,8,-60,-38,8,-62
1/3/2012 10:00,9,24,-12,10,24,-12,17,25,-12,5,25,-12,29,33,-12
2/1/2012 10:00,2,33,-10,32,33,-10,37,51,-10,18,51,-10,0,51,-10
3/1/2012 10:00,19,30,-10,25,30,-10,12,30,-10,9,30,-10,5,30,-10
4/2/2012 10:00,-1,6,-12,3,6,-12,26,30,-12,31,41,-12,29,41,-12
5/1/2012 10:00,-32,35,-34,-17,35,-39,-18,35,-39,-21,35,-39,-23,35,-39
6/1/2012 10:00,-33,8,-38,-56,8,-58,1,8,-58,-35,8,-58,-19,8,-58
7/2/2012 10:00,-23,10,-24,-11,10,-26,-11,10,-26,-2,10,-26,-15,10,-26
8/1/2012 10:00,-22,2,-30,-26,2,-30,-25,2,-30,-24,2,-30,-25,2,-30
9/4/2012 10:00,-20,2,-25,-29,2,-30,-26,2,-37,-31,2,-37,-30,2,-37
10/1/2012 10:00,-16,11,-20,-21,11,-31,-28,11,-31,-31,11,-44,-30,11,-44
12/3/2012 10:00,2,5,-6,25,27,-6,19,29,-6,7,29,-6,11,29,-6
1/2/2013 10:00,-4,2,-13,-19,2,-20,-63,2,-73,-89,2,-100,-94,2,-100
2/1/2013 10:00,32,46,-22,85,88,-22,81,101,-22,61,101,-22,53,101,-22
3/1/2013 10:00,0,15,-15,2,15,-15,6,15,-15,56,57,-15,35,59,-15
4/1/2013 10:00,11,23,-13,16,23,-13,26,36,-13,20,36,-13,22,36,-13
5/1/2013 10:00,-25,3,-29,-25,3,-31,-26,3,-39,-27,3,-39,-24,3,-39
6/3/2013 10:00,32,38,-38,29,38,-38,97,107,-38,83,107,-38,91,107,-38
7/1/2013 10:00,-4,7,-12,5,7,-17,28,36,-17,23,36,-17,31,36,-17
8/1/2013 10:00,-9,21,-14,3,21,-20,-14,21,-20,-16,21,-20,-10,21,-26
9/3/2013 10:00,4,20,-6,7,20,-6,13,20,-12,21,23,-12,23,25,-12
10/22/2013 10:00,9,10,-10,9,21,-10,13,21,-10,24,25,-10,26,28,-10
12/2/2013 0:00,1,3,-2,1,3,-2,-1,3,-2,3,13,-7,-13,13,-21
12/2/2013 10:00,15,16,-8,21,26,-8,16,26,-8,15,26,-8,3,26,-8
1/2/2014 10:00,-8,8,-15,6,8,-23,18,25,-23,22,25,-23,16,25,-23
2/3/2014 10:00,-10,12,-23,7,12,-23,12,24,-23,6,24,-23,7,24,-23
3/3/2014 10:00,-8,4,-20,7,7,-20,-4,11,-20,-31,11,-31,-28,11,-36
5/1/2014 10:00,-1,2,-7,-10,2,-11,-9,2,-12,-7,2,-12,-4,2,-12
6/2/2014 10:00,2,9,-4,-9,9,-9,-10,9,-15,-20,9,-27,-13,9,-27
8/1/2014 10:00,12,20,-2,18,35,-2,25,35,-2,21,35,-2,16,35,-2
10/1/2014 10:00,-28,4,-31,-42,4,-46,-19,4,-46,-27,4,-46,-28,4,-46
11/3/2014 10:00,11,20,-11,-3,20,-11,1,20,-11,-1,20,-11,-4,20,-15
12/2/2014 10:00,1,9,-9,-3,9,-9,-14,9,-21,-18,9,-21,-25,9,-25
1/2/2015 10:00,6,17,-3,16,17,-3,-1,17,-8,-5,17,-11,-3,17,-11
2/2/2015 10:00,-8,9,-14,-11,9,-14,-17,9,-29,-20,9,-29,-12,9,-29
3/2/2015 10:00,-20,3,-21,-21,3,-26,-26,3,-35,-38,3,-39,-22,3,-39
4/1/2015 10:00,43,45,-11,19,57,-11,29,57,-11,42,57,-11,33,57,-11
5/1/2015 10:00,-12,59,-22,-11,59,-22,-36,59,-47,-54,59,-56,-33,59,-56
6/1/2015 10:00,-33,35,-35,-39,35,-40,-23,35,-48,-17,35,-48,-13,35,-48
7/1/2015 10:00,12,18,-9,41,43,-9,15,43,-9,8,43,-9,-10,43,-13
8/3/2015 10:00,6,11,-6,0,15,-6,-12,15,-15,-13,15,-27,-25,15,-27
10/1/2015 10:00,-11,8,-13,5,8,-13,2,11,-13,-2,11,-13,-1,11,-13
11/2/2015 10:00,-6,0,-15,-9,0,-15,-20,0,-25,-23,0,-29,-20,0,-29
12/1/2015 10:00,0,12,-10,-17,12,-23,-6,12,-23,-10,12,-23,9,12,-23
1/4/2016 10:00,-11,10,-26,-37,10,-37,-35,10,-57,-20,10,-57,-16,10,-57
2/1/2016 10:00,-5,6,-13,-15,6,-20,-19,6,-32,-16,6,-32,-21,6,-32
4/1/2016 10:00,-14,18,-30,-21,18,-30,19,21,-30,27,38,-30,18,38,-30
5/2/2016 10:00,-18,18,-26,-5,18,-26,-2,18,-26,7,18,-26,0,18,-26
6/1/2016 10:00,20,21,-9,17,21,-9,5,22,-9,16,22,-9,23,30,-9
7/1/2016 10:00,-14,6,-21,-17,6,-37,-6,6,-37,-14,6,-37,-23,6,-37
8/1/2016 10:00,4,7,-3,4,9,-3,9,13,-3,5,13,-3,2,13,-3
9/1/2016 10:00,20,30,-27,27,35,-27,30,35,-27,34,37,-27,29,39,-27
10/3/2016 10:00,-6,7,-12,0,7,-12,-6,7,-12,1,7,-12,2,7,-12
12/1/2016 10:00,-5,7,-17,10,13,-17,33,33,-17,23,34,-17,43,45,-17
1/3/2017 10:00,3,30,-20,24,30,-20,55,74,-20,67,74,-20,55,74,-20
2/1/2017 10:00,0,17,-3,18,21,-3,16,21,-3,13,21,-3,-1,21,-3
3/1/2017 10:00,2,7,-15,15,20,-15,24,30,-15,23,32,-15,27,32,-15
4/3/2017 10:00,5,12,-7,-13,12,-16,-12,12,-25,-6,12,-25,1,12,-25
5/1/2017 10:00,8,10,-5,0,10,-5,-3,10,-6,-10,10,-13,-9,10,-16
6/1/2017 10:00,-6,8,-6,-1,8,-10,-13,8,-17,-16,8,-20,-15,8,-20
7/3/2017 10:00,0,8,-7,2,8,-7,1,8,-10,-9,8,-11,-5,8,-11
8/1/2017 10:00,-7,6,-17,-23,6,-48,-34,6,-48,-28,6,-48,-16,6,-48
9/1/2017 10:00,12,17,-13,15,32,-13,15,32,-13,-5,32,-13,5,32,-13
10/2/2017 10:00,16,18,-4,-3,20,-4,6,20,-8,5,20,-8,1,20,-8
11/1/2017 10:00,13,21,-12,10,21,-12,-4,21,-12,3,21,-12,5,21,-12
12/1/2017 10:00,1,2,-14,0,11,-14,43,70,-14,41,70,-14,30,70,-14
1/3/2018 10:00,-3,10,-5,16,17,-5,22,24,-5,19,24,-5,19,24,-5
2/1/2018 10:00,10,14,-8,30,35,-8,42,50,-8,39,59,-8,55,59,-8
3/1/2018 10:00,12,18,-8,13,43,-8,52,59,-8,49,59,-8,34,59,-8
4/2/2018 10:00,12,15,-2,-4,18,-6,-28,18,-34,-22,18,-34,-11,18,-34
5/1/2018 10:00,-28,0,-36,-28,0,-39,-20,0,-39,-4,0,-39,-21,0,-39
6/1/2018 10:00,-19,3,-59,-13,3,-59,2,5,-59,-11,5,-59,-18,5,-59
7/2/2018 10:00,-4,4,-6,-1,17,-6,-2,17,-15,-6,17,-15,2,17,-15
8/1/2018 10:00,-2,4,-8,-10,4,-13,-17,4,-18,-14,4,-22,-15,4,-25
9/4/2018 10:00,9,11,-3,22,27,-3,33,37,-3,47,52,-3,42,52,-3
10/1/2018 10:00,-14,2,-15,-24,2,-36,-43,2,-46,-41,2,-46,-34,2,-46
1/31/2007 14:15,-4,11,-22,-1,12,-22,6,12,-22,2,12,-22,2,12,-22
3/21/2007 14:15,39,49,-27,44,55,-27,51,59,-27,52,59,-27,57,60,-27
5/9/2007 14:15,-3,27,-6,-1,27,-7,-3,27,-9,-1,27,-9,-4,27,-9
6/28/2007 14:15,-4,9,-6,-15,9,-16,-11,9,-24,-1,9,-24,-5,9,-24
8/7/2007 14:15,23,34,-3,28,34,-3,9,34,-3,1,34,-6,1,34,-6
9/18/2007 14:15,26,48,-39,44,51,-39,45,52,-39,46,61,-39,49,61,-39
10/31/2007 14:15,39,41,-23,26,50,-23,22,50,-23,24,50,-23,24,50,-23
12/11/2007 14:15,-8,27,-29,-29,27,-41,-49,27,-59,-38,27,-59,-35,27,-59
1/30/2008 14:15,7,20,-51,21,44,-51,12,44,-51,7,44,-51,-8,44,-51
3/18/2008 14:15,-4,33,-30,-87,33,-96,-119,33,-137,-138,33,-145,-148,33,-152
4/30/2008 14:15,82,87,-4,84,102,-4,79,102,-4,77,102,-4,81,102,-4
6/25/2008 14:09,65,65,-57,73,87,-57,78,91,-57,67,91,-57,67,91,-57
8/5/2008 14:13,-7,27,-13,7,27,-13,-7,27,-13,-9,27,-19,-14,27,-19
9/16/2008 14:14,12,30,-46,21,52,-46,30,52,-46,14,52,-46,1,52,-46
10/29/2008 14:18,-6,42,-56,49,50,-61,67,97,-61,82,97,-61,75,97,-61
12/16/2008 14:21,53,84,-112,92,92,-112,186,244,-112,137,244,-112,154,244,-112
1/28/2009 14:15,-89,43,-123,-120,43,-130,-95,43,-132,-58,43,-132,-67,43,-132
3/18/2009 14:17,190,215,-105,264,279,-105,272,283,-105,290,291,-105,279,321,-105
4/29/2009 14:15,8,57,-25,-2,57,-25,-17,57,-47,-21,57,-47,-30,57,-47
6/24/2009 14:18,-53,17,-68,-48,17,-68,-23,17,-68,-33,17,-68,-28,17,-68
8/12/2009 14:15,-29,55,-60,24,55,-60,12,55,-60,9,55,-60,21,55,-60
9/23/2009 14:15,-4,31,-44,-30,31,-44,-75,31,-83,-82,31,-87,-113,31,-126
11/4/2009 14:19,34,46,-35,25,46,-35,17,46,-35,12,46,-35,6,46,-35
12/16/2009 14:15,-22,26,-37,-22,26,-40,-9,26,-40,-17,26,-40,-16,26,-40
1/27/2010 14:16,9,25,-25,-20,25,-33,-11,25,-33,-4,25,-33,1,25,-33
3/16/2010 14:13,-10,33,-16,12,33,-16,26,38,-16,26,38,-16,23,38,-16
4/28/2010 14:14,26,38,-10,30,38,-10,50,52,-10,51,60,-10,32,60,-10
6/23/2010 14:15,34,58,-16,26,58,-16,31,58,-16,25,58,-16,21,58,-16
8/10/2010 14:15,36,55,-57,9,55,-57,9,55,-57,6,55,-57,6,55,-57
9/21/2010 14:15,73,89,-71,55,89,-71,49,89,-71,57,89,-71,56,89,-71
11/3/2010 14:15,-36,48,-94,18,48,-94,39,54,-94,49,54,-94,36,54,-94
12/14/2010 14:15,-27,30,-29,-32,30,-36,-26,30,-42,-34,30,-42,-39,30,-42
1/26/2011 14:15,-10,6,-51,-7,6,-51,-7,6,-51,1,13,-51,-4,13,-51
3/15/2011 14:14,17,25,-8,52,52,-8,36,52,-8,34,52,-8,21,52,-8
4/27/2011 12:32,-7,14,-44,13,20,-44,29,48,-44,68,69,-44,94,102,-44
6/22/2011 12:27,5,10,-25,-16,10,-25,10,18,-25,-41,18,-47,-57,18,-69
8/9/2011 14:19,-36,57,-48,40,57,-48,94,107,-48,128,137,-48,143,153,-48
9/21/2011 14:23,-69,4,-95,-87,4,-95,-167,4,-180,-177,4,-185,-155,4,-185
11/2/2011 12:32,-29,22,-29,-36,22,-47,-16,22,-47,-15,22,-47,-27,22,-47
12/13/2011 14:13,-15,22,-31,-32,22,-34,-21,22,-46,-20,22,-46,-15,22,-46
1/25/2012 12:28,17,27,-26,66,69,-26,25,69,-26,65,69,-26,76,89,-26
3/13/2012 14:15,-20,20,-32,-29,20,-40,-26,20,-40,-14,20,-40,-21,20,-40
4/25/2012 12:30,6,16,-7,14,20,-7,21,31,-17,24,43,-17,31,43,-17
6/20/2012 12:32,7,14,-47,22,56,-47,0,56,-47,-20,56,-47,16,56,-47
8/1/2012 14:13,-2,49,-8,-11,49,-17,-15,49,-23,-15,49,-23,-12,49,-23
9/13/2012 12:30,-6,12,-40,39,46,-40,83,84,-40,66,87,-40,75,87,-40
10/24/2012 14:15,12,15,-9,12,22,-9,15,22,-9,16,22,-9,10,22,-9
12/12/2012 12:30,26,33,-14,20,34,-14,20,34,-14,0,34,-14,9,34,-14
1/30/2013 14:15,1,17,-4,0,17,-12,-4,17,-12,-7,17,-12,0,17,-12
3/20/2013 14:00,12,17,-24,-12,17,-24,-16,17,-24,-25,17,-26,-14,17,-26
5/1/2013 14:00,24,42,-5,33,42,-5,6,42,-5,1,42,-5,6,42,-5
6/19/2013 14:00,-33,63,-40,-80,63,-91,-74,63,-91,-59,63,-91,-57,63,-91
7/31/2013 14:00,25,59,-12,61,61,-12,26,68,-12,25,68,-12,19,68,-12
9/18/2013 14:00,13,36,-76,57,60,-76,56,61,-76,71,92,-76,58,92,-76
10/30/2013 14:00,-41,33,-54,-23,33,-54,-18,33,-54,-14,33,-54,-13,33,-54
12/18/2013 14:00,45,62,-36,21,75,-36,-42,75,-62,-53,75,-62,-61,75,-64
1/29/2014 14:00,6,30,-7,17,30,-7,11,30,-7,18,30,-7,16,30,-7
3/19/2014 14:00,-19,44,-32,-47,44,-49,-45,44,-65,-43,44,-65,-58,44,-65
4/30/2014 14:00,1,7,-13,3,7,-13,4,7,-13,-2,7,-13,-3,7,-13
6/18/2014 14:00,7,38,-13,-2,38,-13,24,38,-13,34,38,-13,27,38,-13
7/30/2014 14:00,11,11,-15,7,20,-15,8,20,-15,13,20,-15,11,20,-15
9/17/2014 14:00,29,71,-12,8,71,-12,-34,71,-57,-45,71,-57,-64,71,-74
10/29/2014 14:00,-38,52,-45,-36,52,-49,-44,52,-49,-51,52,-51,-46,52,-56
12/17/2014 14:00,19,52,-43,-98,52,-101,-80,52,-101,-80,52,-101,-91,52,-101
1/28/2015 14:00,-1,41,-13,-20,41,-22,-39,41,-46,-42,41,-52,-52,41,-55
3/18/2015 14:00,67,116,-70,55,116,-70,154,154,-70,178,351,-70,145,351,-70
4/29/2015 14:00,-42,9,-67,-29,9,-67,-31,9,-67,-15,9,-67,-29,9,-67
6/17/2015 14:00,2,31,-81,46,53,-81,55,71,-81,50,71,-81,53,71,-81
7/29/2015 14:00,-3,46,-29,-24,46,-33,-51,46,-66,-51,46,-66,-55,46,-66
9/17/2015 14:00,-22,24,-66,-3,24,-66,42,44,-66,37,44,-66,18,44,-66
10/28/2015 14:00,-58,82,-66,-92,82,-96,-73,82,-96,-71,82,-96,-66,82,-96
12/16/2015 14:00,35,56,-24,66,100,-24,5,100,-24,0,100,-24,-21,100,-24
1/27/2016 14:00,-4,18,-34,11,18,-34,-2,22,-34,-1,22,-34,9,22,-34
3/16/2016 14:00,51,57,-54,54,84,-54,88,99,-54,81,99,-54,69,99,-54
4/27/2016 14:00,-1,45,-44,11,45,-44,-3,45,-44,5,45,-44,8,45,-44
6/15/2016 14:00,6,19,-21,-14,19,-21,-26,19,-31,-20,19,-31,-17,19,-31
7/27/2016 14:00,28,41,-12,46,50,-12,80,92,-12,85,92,-12,81,97,-12
9/21/2016 14:00,14,45,-16,26,45,-17,35,45,-17,35,45,-17,39,45,-17
11/2/2016 14:00,-6,12,-18,-10,12,-18,-13,12,-21,-8,12,-21,-10,12,-21
12/14/2016 14:00,-8,54,-35,-35,54,-37,-61,54,-97,-59,54,-97,-65,54,-97
2/1/2017 14:00,3,15,-37,8,21,-37,2,21,-37,0,21,-37,-1,21,-37
3/15/2017 14:00,9,23,-51,32,38,-51,35,46,-51,61,67,-51,63,67,-51
5/3/2017 14:00,-19,13,-21,-10,13,-21,-19,13,-27,-28,13,-31,-30,13,-31
6/14/2017 14:00,-16,25,-19,-49,25,-56,-46,25,-71,-47,25,-71,-47,25,-71
7/26/2017 14:00,14,23,-56,20,23,-56,38,56,-56,49,56,-56,63,63,-56
9/20/2017 14:00,-46,85,-65,-59,85,-88,-58,85,-88,-57,85,-88,-55,85,-88
11/1/2017 14:00,-23,3,-28,-19,3,-28,-18,3,-28,-20,3,-28,-16,3,-28
12/13/2017 14:00,9,23,-13,41,44,-13,46,47,-13,47,53,-13,46,56,-13
1/31/2018 14:00,-18,20,-29,-7,20,-31,-3,20,-31,-5,20,-31,-6,20,-31
3/21/2018 14:00,13,33,-36,42,45,-36,59,61,-36,51,63,-36,51,63,-36
5/2/2018 14:00,16,28,-43,-10,28,-43,-58,28,-60,-48,28,-60,-42,28,-60
6/13/2018 14:00,-7,39,-12,23,39,-24,41,52,-24,42,52,-24,45,52,-24
8/1/2018 14:00,2,10,-7,-4,10,-7,-6,10,-10,-8,10,-10,-8,10,-10
9/26/2018 14:00,-35,7,-40,-31,7,-60,-44,7,-60,-53,7,-60,-49,7,-60
2/1/2007 0:00,-3,3,-4,-3,3,-6,2,3,-8,-8,4,-16,-8,4,-16
3/1/2007 0:00,0,5,-4,-1,5,-4,-10,5,-11,6,7,-18,10,18,-18
