Index,Nationality,Age,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,DistributionChannel,var,value
8788,BEL,74,116,735.4,170,0,Travel Agent/Operator,RoomNights,7
8789,PRT,48,2,253,401,0,Direct,RoomNights,8
8790,GRC,52,4,623,59,0,Corporate,RoomNights,7
8791,FRA,35,28,229.5,33,0,Travel Agent/Operator,RoomNights,3
8792,PRT,46,35,540,108,0,Travel Agent/Operator,RoomNights,2
8794,CHE,36,127,403.2,63,0,Travel Agent/Operator,RoomNights,3
8795,ESP,59,45,689.4,138,0,Travel Agent/Operator,RoomNights,6
8796,JPN,68,9,431.4,129.1,0,Travel Agent/Operator,RoomNights,3
8797,PRT,31,164,353.2,71,0,Travel Agent/Operator,RoomNights,4
8798,GBR,58,139,289,10.5,0,Travel Agent/Operator,RoomNights,4
8799,CAN,24,1,95.48,6.5,0,Travel Agent/Operator,RoomNights,1
8800,PRT,46,39,265.5,297.3,0,Travel Agent/Operator,RoomNights,3
8801,PRT,46,63,263.7,92,0,Travel Agent/Operator,RoomNights,3
8802,ISR,78,33,229.5,42,0,Travel Agent/Operator,RoomNights,3
8803,USA,38,146,319.91,57.24,0,Travel Agent/Operator,RoomNights,4
8804,DEU,34,18,104,75.5,0,Travel Agent/Operator,RoomNights,1
8805,FIN,38,92,327.8,46.5,0,Travel Agent/Operator,RoomNights,4
8806,PRT,40,4,1020,123,0,Direct,RoomNights,4
8807,ITA,55,14,84,1,0,GDS Systems,RoomNights,1
8808,GBR,54,0,85,24.5,0,Travel Agent/Operator,RoomNights,1
8809,PRT,46,7,289,8,0,Travel Agent/Operator,RoomNights,4
8810,DEU,53,31,611.1,197.5,0,Travel Agent/Operator,RoomNights,7
8811,BRA,41,58,177,67.5,0,Travel Agent/Operator,RoomNights,2
8812,PRT,61,224,245.48,56,0,Travel Agent/Operator,RoomNights,4
8813,PRT,39,38,351.6,56,0,Travel Agent/Operator,RoomNights,4
8814,GBR,55,19,347,53.5,0,Travel Agent/Operator,RoomNights,3
8815,NLD,21,2,286,44.5,0,Travel Agent/Operator,RoomNights,2
8816,PRT,30,0,85,14,0,Travel Agent/Operator,RoomNights,1
8817,DEU,32,3,174.02,51.5,0,Travel Agent/Operator,RoomNights,2
8818,BEL,53,37,263.7,131,0,Travel Agent/Operator,RoomNights,3
8819,ITA,75,11,337,135.5,0,Travel Agent/Operator,RoomNights,3
8820,IRL,36,34,361.25,75.5,0,Travel Agent/Operator,RoomNights,5
8821,ESP,58,5,226,30,0,Travel Agent/Operator,RoomNights,2
8822,HRV,40,13,476,87.5,0,Travel Agent/Operator,RoomNights,4
8823,PRT,60,13,89,21,0,Travel Agent/Operator,RoomNights,1
8824,PRT,61,0,765,112,1,Travel Agent/Operator,RoomNights,5
8825,ITA,66,54,405.6,102.5,0,Travel Agent/Operator,RoomNights,4
8826,ESP,47,18,89,3,0,Travel Agent/Operator,RoomNights,1
8827,DEU,33,107,298.87,56,0,Travel Agent/Operator,RoomNights,4
8828,FRA,33,137,256,56,0,Travel Agent/Operator,RoomNights,4
8829,PRT,22,0,89,9,0,Corporate,RoomNights,1
8830,PRT,46,13,79,32,0,Travel Agent/Operator,RoomNights,1
8831,PRT,39,152,433.5,63,0,Travel Agent/Operator,RoomNights,6
8832,CHN,57,6,87,14,0,Direct,RoomNights,1
8833,BRA,59,42,303.45,110,0,Direct,RoomNights,3
8834,CHN,31,6,85,7,0,Direct,RoomNights,1
8835,FRA,32,60,195.84,36.6,0,Travel Agent/Operator,RoomNights,3
8836,PRT,46,69,317.7,73,0,Travel Agent/Operator,RoomNights,3
8837,DEU,54,3,222,47,0,Direct,RoomNights,2
8838,ARG,77,46,178.2,48,0,Travel Agent/Operator,RoomNights,2
8839,PRT,46,15,392,42,0,Travel Agent/Operator,RoomNights,3
8840,POL,34,3,112,54.3,0,Travel Agent/Operator,RoomNights,1
8841,ISR,56,80,84.3,23,0,Travel Agent/Operator,RoomNights,1
8842,ISR,61,80,84.3,16.5,0,Travel Agent/Operator,RoomNights,1
8843,NLD,60,230,361.25,58.5,0,Travel Agent/Operator,RoomNights,5
8844,KOR,62,8,79,14,0,Travel Agent/Operator,RoomNights,1
8845,ISR,59,80,84.3,23,0,Travel Agent/Operator,RoomNights,1
8846,FRA,41,9,202,10,0,Travel Agent/Operator,RoomNights,2
8847,ISR,52,80,84.3,14,0,Travel Agent/Operator,RoomNights,1
8848,PRT,34,8,238,80.3,0,Travel Agent/Operator,RoomNights,2
8849,PRT,46,65,263.7,69,0,Travel Agent/Operator,RoomNights,3
8851,GBR,38,20,218,34,0,Travel Agent/Operator,RoomNights,2
8852,CHN,30,24,89,14,0,Travel Agent/Operator,RoomNights,1
8853,CHN,58,56,225.96,91.5,0,Travel Agent/Operator,RoomNights,3
8854,CHN,60,56,194.76,54,0,Travel Agent/Operator,RoomNights,3
8855,FRA,60,37,463.25,78.75,0,Travel Agent/Operator,RoomNights,5
8856,PRT,39,0,109.8,22.2,0,Direct,RoomNights,1
8857,CHN,68,59,175.8,28,0,Travel Agent/Operator,RoomNights,2
8858,PRT,47,10,79,14,0,Travel Agent/Operator,RoomNights,1
8859,CHN,57,56,194.76,64.5,0,Travel Agent/Operator,RoomNights,3
8860,CHN,26,8,109,21,0,Travel Agent/Operator,RoomNights,1
8861,PRT,46,9,337,75,0,Travel Agent/Operator,RoomNights,3
8862,GBR,56,13,109,21,0,Travel Agent/Operator,RoomNights,1
8863,FRA,34,8,466,56,0,Travel Agent/Operator,RoomNights,4
8864,CHE,38,4,388,48,0,Travel Agent/Operator,RoomNights,4
8865,PRT,52,19,168,23,0,Corporate,RoomNights,2
8866,FRA,59,60,263.7,42,0,Travel Agent/Operator,RoomNights,3
8867,PRT,31,19,168,14,0,Corporate,RoomNights,2
8869,PRT,44,19,168,14,0,Corporate,RoomNights,2
8870,FRA,62,60,263.7,44.5,0,Travel Agent/Operator,RoomNights,3
8871,DEU,67,72,199.2,46,0,Travel Agent/Operator,RoomNights,2
8872,PRT,46,2,97,2,0,Travel Agent/Operator,RoomNights,1
8873,FRA,31,37,267.3,64,0,Travel Agent/Operator,RoomNights,3
8874,NLD,61,52,351.6,56,0,Travel Agent/Operator,RoomNights,4
8875,SWE,45,0,112,18,0,Travel Agent/Operator,RoomNights,1
8876,DEU,41,9,425,170,0,Travel Agent/Operator,RoomNights,5
8877,FIN,62,27,289,42,0,Travel Agent/Operator,RoomNights,4
8878,FRA,45,0,226,17,0,Travel Agent/Operator,RoomNights,2
8879,NLD,57,130,843.25,165,0,Travel Agent/Operator,RoomNights,8
8880,NLD,56,3,340,55.5,0,Travel Agent/Operator,RoomNights,4
8881,PRT,28,19,168,14,0,Corporate,RoomNights,2
8882,GBR,25,119,2343.5,330,0,Direct,RoomNights,5
8883,BEL,24,54,363.84,50,0,Travel Agent/Operator,RoomNights,5
8884,GBR,25,0,91,20.8,0,Travel Agent/Operator,RoomNights,1
8885,GBR,34,39,205.83,56.5,0,Travel Agent/Operator,RoomNights,3
8886,GBR,25,0,202,4,0,Direct,RoomNights,2
8888,PRT,46,19,176,28,0,Corporate,RoomNights,2
8889,PRT,26,19,168,14,0,Corporate,RoomNights,2
8890,PRT,28,19,168,14,0,Corporate,RoomNights,2
8891,PRT,27,19,156,88,0,Corporate,RoomNights,2
8892,AGO,24,1,97,2,0,Travel Agent/Operator,RoomNights,1
8893,GBR,31,15,476,166,0,Travel Agent/Operator,RoomNights,4
8894,PRT,22,46,456.8,163.8,0,Travel Agent/Operator,RoomNights,4
8895,CHE,65,63,1054.8,168,0,Travel Agent/Operator,RoomNights,4
8896,CHE,29,63,351.6,58,0,Travel Agent/Operator,RoomNights,4
8897,SWE,24,75,289,111.2,0,Travel Agent/Operator,RoomNights,4
8898,CZE,30,16,89,17,0,Travel Agent/Operator,RoomNights,1
8899,JPN,34,10,337,6,0,Travel Agent/Operator,RoomNights,3
8900,PRT,46,119,568.7,105,0,Direct,RoomNights,5
8901,GBR,34,27,216.24,28,0,Travel Agent/Operator,RoomNights,2
8902,PRT,46,39,265.5,31,0,Travel Agent/Operator,RoomNights,3
8903,GBR,55,115,448.3,70,0,Direct,RoomNights,5
8904,PRT,46,56,771,140,0,Direct,RoomNights,2
8905,FRA,28,40,796.5,123,0,Travel Agent/Operator,RoomNights,3
8906,FRA,50,40,265.5,21,0,Travel Agent/Operator,RoomNights,3
8907,FIN,70,92,327.8,4,0,Travel Agent/Operator,RoomNights,4
8908,DEU,22,64,274.44,51.5,0,Travel Agent/Operator,RoomNights,4
8909,PRT,46,53,351.6,334.5,0,Travel Agent/Operator,RoomNights,4
8910,KOR,34,8,237,69,0,Travel Agent/Operator,RoomNights,1
8911,PRT,46,41,358.8,124.5,0,Travel Agent/Operator,RoomNights,4
8912,BEL,59,47,281.1,67,0,Travel Agent/Operator,RoomNights,3
8913,PRT,55,18,252,36,0,Corporate,RoomNights,3
8914,PRT,33,38,351.6,94.5,0,Travel Agent/Operator,RoomNights,4
8915,PRT,60,1,0,451.5,0,Direct,RoomNights,3
8916,FIN,25,41,194.76,42,0,Travel Agent/Operator,RoomNights,3
8917,HUN,38,14,218,4,0,Travel Agent/Operator,RoomNights,2
8918,FRA,65,0,63.84,38.9,0,Travel Agent/Operator,RoomNights,1
8919,PRT,53,19,168,14,0,Corporate,RoomNights,2
8920,FRA,64,38,272.8,88,0,Travel Agent/Operator,RoomNights,4
8922,PRT,46,1,97,23,0,Travel Agent/Operator,RoomNights,1
8923,BEL,60,1,267,31,0,Corporate,RoomNights,3
8924,ESP,55,77,675.9,135.5,0,Travel Agent/Operator,RoomNights,5
8925,SRB,63,3,89,61,0,Travel Agent/Operator,RoomNights,1
8926,DEU,55,161,445.85,56,0,Travel Agent/Operator,RoomNights,4
8927,PRT,46,265,128,66,0,Travel Agent/Operator,RoomNights,2
8928,PRT,46,265,128,64,0,Travel Agent/Operator,RoomNights,2
8929,PRT,50,192,178,18,0,Travel Agent/Operator,RoomNights,2
8930,FRA,56,235,318,84,0,Travel Agent/Operator,RoomNights,2
8931,DEU,74,265,126,147.5,0,Travel Agent/Operator,RoomNights,2
8932,DEU,60,265,126,107,0,Travel Agent/Operator,RoomNights,2
8933,DEU,78,265,126,108,0,Travel Agent/Operator,RoomNights,2
8934,FRA,69,235,106,36,0,Travel Agent/Operator,RoomNights,2
8935,DEU,72,265,126,123.5,0,Travel Agent/Operator,RoomNights,2
8936,FRA,65,235,106,36,0,Travel Agent/Operator,RoomNights,2
8937,SRB,38,192,178,18,0,Travel Agent/Operator,RoomNights,2
8938,SRB,31,192,178,18,0,Travel Agent/Operator,RoomNights,2
8939,DEU,65,265,126,116.5,0,Travel Agent/Operator,RoomNights,2
8940,SRB,29,3,178,18,0,Travel Agent/Operator,RoomNights,2
8941,SRB,36,192,196,42,0,Travel Agent/Operator,RoomNights,2
8942,SRB,32,192,208,18,0,Travel Agent/Operator,RoomNights,2
8943,DEU,85,265,126,108,0,Travel Agent/Operator,RoomNights,2
8944,DEU,75,265,126,110.5,0,Travel Agent/Operator,RoomNights,2
8945,DEU,70,265,126,113,0,Travel Agent/Operator,RoomNights,2
8946,SRB,40,192,178,18,0,Travel Agent/Operator,RoomNights,2
8947,PRT,83,265,126,108,0,Travel Agent/Operator,RoomNights,2
8948,PRT,46,265,128,54,0,Travel Agent/Operator,RoomNights,2
8949,PRT,46,265,128,63,0,Travel Agent/Operator,RoomNights,2
8950,PRT,46,265,126,108,0,Travel Agent/Operator,RoomNights,2
8951,DEU,69,265,128,54,0,Travel Agent/Operator,RoomNights,2
8952,FRA,64,235,106,39.5,0,Travel Agent/Operator,RoomNights,2
8953,DEU,75,265,126,119,0,Travel Agent/Operator,RoomNights,2
8954,PRT,77,265,126,125.5,0,Travel Agent/Operator,RoomNights,2
8955,DEU,83,265,126,119.5,0,Travel Agent/Operator,RoomNights,2
8956,FRA,61,235,106,36,0,Travel Agent/Operator,RoomNights,2
8957,DEU,73,265,128,56.5,0,Travel Agent/Operator,RoomNights,2
8958,DEU,73,265,126,143,0,Travel Agent/Operator,RoomNights,2
8959,DEU,76,265,126,110.5,0,Travel Agent/Operator,RoomNights,2
8960,DEU,65,265,126,108,0,Travel Agent/Operator,RoomNights,2
8961,DEU,85,265,126,113,0,Travel Agent/Operator,RoomNights,2
8962,FRA,68,235,103,18,0,Travel Agent/Operator,RoomNights,2
8963,PRT,46,192,178,22,0,Travel Agent/Operator,RoomNights,2
8964,DEU,76,265,126,108,0,Travel Agent/Operator,RoomNights,2
8965,DEU,66,265,126,113.5,0,Travel Agent/Operator,RoomNights,2
8966,DEU,87,265,126,108,0,Travel Agent/Operator,RoomNights,2
8967,DEU,80,265,126,108,0,Travel Agent/Operator,RoomNights,2
8968,DEU,67,265,126,108,0,Travel Agent/Operator,RoomNights,2
8969,PRT,46,265,126,108,0,Travel Agent/Operator,RoomNights,2
8970,DEU,68,265,126,108,0,Travel Agent/Operator,RoomNights,2
8971,DEU,72,265,126,108,0,Travel Agent/Operator,RoomNights,2
8972,DEU,83,265,126,110.5,0,Travel Agent/Operator,RoomNights,2
8973,DEU,79,265,126,108,0,Travel Agent/Operator,RoomNights,2
8974,DEU,62,265,126,128.5,0,Travel Agent/Operator,RoomNights,2
8975,FRA,57,235,106,28,0,Travel Agent/Operator,RoomNights,2
8976,DEU,80,265,126,108,0,Travel Agent/Operator,RoomNights,2
8977,PRT,46,265,128,54,0,Travel Agent/Operator,RoomNights,2
8978,AUT,70,265,126,108,0,Travel Agent/Operator,RoomNights,2
8979,DEU,76,265,126,108,0,Travel Agent/Operator,RoomNights,2
8980,PRT,46,265,126,127.5,0,Travel Agent/Operator,RoomNights,2
8981,DEU,80,265,126,108,0,Travel Agent/Operator,RoomNights,2
8982,PRT,46,265,126,120.5,0,Travel Agent/Operator,RoomNights,2
8983,BEL,70,265,126,117.5,0,Travel Agent/Operator,RoomNights,2
8984,BRB,46,192,178,20.5,0,Travel Agent/Operator,RoomNights,2
8985,SRB,48,192,178,18,0,Travel Agent/Operator,RoomNights,2
8986,DEU,79,265,126,108,0,Travel Agent/Operator,RoomNights,2
8987,PRT,46,235,106,36,0,Travel Agent/Operator,RoomNights,2
8988,DEU,85,265,126,111,0,Travel Agent/Operator,RoomNights,2
8989,DEU,54,265,126,108,0,Travel Agent/Operator,RoomNights,2
8990,FRA,65,235,106,43.5,0,Travel Agent/Operator,RoomNights,2
8991,FRA,70,235,106,38.5,0,Travel Agent/Operator,RoomNights,2
8992,FRA,80,235,106,36,0,Travel Agent/Operator,RoomNights,2
8993,FRA,43,235,106,36,0,Travel Agent/Operator,RoomNights,2
8994,DEU,77,265,126,108,0,Travel Agent/Operator,RoomNights,2
8995,DEU,74,265,126,108,0,Travel Agent/Operator,RoomNights,2
8996,FRA,69,235,106,36,0,Travel Agent/Operator,RoomNights,2
8997,NLD,75,133,1236.75,157.5,0,Travel Agent/Operator,RoomNights,5
8998,DEU,82,265,128,54,0,Travel Agent/Operator,RoomNights,2
8999,NLD,67,133,412.25,155.03,0,Travel Agent/Operator,RoomNights,5
9000,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9001,PRT,46,265,126,124,0,Travel Agent/Operator,RoomNights,2
9002,DEU,81,265,126,108,0,Travel Agent/Operator,RoomNights,2
9003,DEU,86,265,126,108,0,Travel Agent/Operator,RoomNights,2
9004,DEU,84,265,126,108,0,Travel Agent/Operator,RoomNights,2
9005,DEU,66,265,126,140.5,0,Travel Agent/Operator,RoomNights,2
9006,DEU,84,265,126,108,0,Travel Agent/Operator,RoomNights,2
9007,DEU,86,265,126,108,0,Travel Agent/Operator,RoomNights,2
9008,GBR,49,192,178,23.5,0,Travel Agent/Operator,RoomNights,2
9009,DEU,80,265,126,108,0,Travel Agent/Operator,RoomNights,2
9010,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9011,PRT,65,265,126,148,0,Travel Agent/Operator,RoomNights,2
9012,PRT,55,5,499.35,110.5,0,Direct,RoomNights,3
9013,SRB,53,192,178,18,0,Travel Agent/Operator,RoomNights,2
9014,PRT,46,265,128,56.5,0,Travel Agent/Operator,RoomNights,2
9015,DEU,65,265,126,113.5,0,Travel Agent/Operator,RoomNights,2
9016,DEU,78,265,126,108,0,Travel Agent/Operator,RoomNights,2
9017,SRB,41,192,178,18,0,Travel Agent/Operator,RoomNights,2
9018,BRB,40,192,178,18,0,Travel Agent/Operator,RoomNights,2
9019,BGR,45,192,178,18,0,Travel Agent/Operator,RoomNights,2
9020,ROU,49,192,178,18,0,Travel Agent/Operator,RoomNights,2
9021,GBR,63,192,178,20.5,0,Travel Agent/Operator,RoomNights,2
9022,DEU,87,265,126,108,0,Travel Agent/Operator,RoomNights,2
9023,GBR,58,192,178,18,0,Travel Agent/Operator,RoomNights,2
9024,PRT,46,79,178,18,0,Travel Agent/Operator,RoomNights,2
9025,SRB,45,192,178,18,0,Travel Agent/Operator,RoomNights,2
9026,SRB,36,190,498,123,0,Travel Agent/Operator,RoomNights,4
9027,GBR,61,192,178,20.5,0,Travel Agent/Operator,RoomNights,2
9028,SRB,30,192,178,18,0,Travel Agent/Operator,RoomNights,2
9029,SRB,33,192,178,18,0,Travel Agent/Operator,RoomNights,2
9030,DEU,77,265,128,106,0,Travel Agent/Operator,RoomNights,2
9031,GBR,48,192,178,18,0,Travel Agent/Operator,RoomNights,2
9032,GBR,38,192,178,23.5,0,Travel Agent/Operator,RoomNights,2
9033,SRB,39,192,178,18,0,Travel Agent/Operator,RoomNights,2
9034,SRB,61,192,196,36,0,Travel Agent/Operator,RoomNights,2
9035,GBR,47,192,178,20.5,0,Travel Agent/Operator,RoomNights,2
9036,SRB,36,4,178,18,0,Travel Agent/Operator,RoomNights,2
9037,SRB,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9038,SRB,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9039,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9040,SRB,36,192,178,18,0,Travel Agent/Operator,RoomNights,2
9041,SRB,44,190,362,42,0,Travel Agent/Operator,RoomNights,4
9042,SRB,35,192,178,18,0,Travel Agent/Operator,RoomNights,2
9043,PRT,46,192,178,36,0,Travel Agent/Operator,RoomNights,2
9044,SRB,48,192,178,18,0,Travel Agent/Operator,RoomNights,2
9045,SRB,51,192,178,18,0,Travel Agent/Operator,RoomNights,2
9046,SRB,39,192,178,20.5,0,Travel Agent/Operator,RoomNights,2
9047,PRT,46,192,178,20,0,Travel Agent/Operator,RoomNights,2
9048,SRB,41,192,178,18,0,Travel Agent/Operator,RoomNights,2
9049,SRB,28,191,267,27,0,Travel Agent/Operator,RoomNights,3
9050,SRB,49,192,178,21,0,Travel Agent/Operator,RoomNights,2
9051,SRB,65,192,178,18,0,Travel Agent/Operator,RoomNights,2
9052,SRB,56,192,178,18,0,Travel Agent/Operator,RoomNights,2
9053,SRB,47,192,178,33,0,Travel Agent/Operator,RoomNights,2
9054,SRB,45,192,178,18,0,Travel Agent/Operator,RoomNights,2
9055,SRB,50,192,178,18,0,Travel Agent/Operator,RoomNights,2
9056,SRB,29,192,178,18,0,Travel Agent/Operator,RoomNights,2
9057,SRB,34,192,178,18,0,Travel Agent/Operator,RoomNights,2
9058,SRB,33,192,178,18,0,Travel Agent/Operator,RoomNights,2
9059,SRB,41,0,0,0,0,Travel Agent/Operator,RoomNights,2
9060,SRB,45,192,178,18,0,Travel Agent/Operator,RoomNights,2
9061,GBR,52,192,178,18,0,Travel Agent/Operator,RoomNights,2
9062,SRB,30,191,267,27,0,Travel Agent/Operator,RoomNights,3
9063,SRB,38,192,178,27.5,0,Travel Agent/Operator,RoomNights,2
9064,BRB,31,192,178,18,0,Travel Agent/Operator,RoomNights,2
9065,SRB,35,192,178,18,0,Travel Agent/Operator,RoomNights,2
9066,SRB,46,192,178,20.5,0,Travel Agent/Operator,RoomNights,2
9067,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9068,SRB,38,192,208,18,0,Travel Agent/Operator,RoomNights,2
9069,GBR,32,192,178,18,0,Travel Agent/Operator,RoomNights,2
9070,GBR,36,192,178,23,0,Travel Agent/Operator,RoomNights,2
9071,SRB,28,192,178,18,0,Travel Agent/Operator,RoomNights,2
9072,SRB,49,192,178,18,0,Travel Agent/Operator,RoomNights,2
9073,SRB,40,192,178,18,0,Travel Agent/Operator,RoomNights,2
9074,SRB,31,192,178,18,0,Travel Agent/Operator,RoomNights,2
9075,SRB,47,192,178,18,0,Travel Agent/Operator,RoomNights,2
9076,OMN,26,191,267,27,0,Travel Agent/Operator,RoomNights,3
9077,BRB,31,192,178,18,0,Travel Agent/Operator,RoomNights,2
9078,SRB,56,192,178,23,0,Travel Agent/Operator,RoomNights,2
9079,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9080,SRB,31,192,178,18,0,Travel Agent/Operator,RoomNights,2
9081,SRB,31,192,178,18,0,Travel Agent/Operator,RoomNights,2
9082,PRT,46,8,178,18,0,Travel Agent/Operator,RoomNights,2
9083,SRB,33,192,178,18,0,Travel Agent/Operator,RoomNights,2
9084,SRB,35,192,178,18,0,Travel Agent/Operator,RoomNights,2
9085,SRB,51,192,178,18,0,Travel Agent/Operator,RoomNights,2
9086,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9087,GBR,54,192,178,20.5,0,Travel Agent/Operator,RoomNights,2
9088,SRB,42,192,178,20.5,0,Travel Agent/Operator,RoomNights,2
9089,FRA,62,235,106,71,0,Travel Agent/Operator,RoomNights,2
9090,SRB,56,192,178,27.6,0,Travel Agent/Operator,RoomNights,2
9091,SRB,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9092,SRB,35,192,178,18,0,Travel Agent/Operator,RoomNights,2
9093,HUN,30,192,178,18,0,Travel Agent/Operator,RoomNights,2
9094,PRT,46,265,126,108,0,Travel Agent/Operator,RoomNights,2
9095,DEU,79,265,126,108,0,Travel Agent/Operator,RoomNights,2
9096,DEU,71,265,126,122,0,Travel Agent/Operator,RoomNights,2
9097,PRT,46,265,128,84,0,Travel Agent/Operator,RoomNights,2
9098,FRA,44,235,106,36,0,Travel Agent/Operator,RoomNights,2
9099,DNK,63,192,178,23,0,Travel Agent/Operator,RoomNights,2
9100,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9101,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9102,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9103,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9104,SRB,40,192,178,18,0,Travel Agent/Operator,RoomNights,2
9105,GBR,66,192,178,18,0,Travel Agent/Operator,RoomNights,2
9106,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9107,SRB,32,192,178,18,0,Travel Agent/Operator,RoomNights,2
9108,SRB,41,192,178,27,0,Travel Agent/Operator,RoomNights,2
9109,SRB,65,192,178,18,0,Travel Agent/Operator,RoomNights,2
9110,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9111,PRT,46,192,178,20,0,Travel Agent/Operator,RoomNights,2
9112,PRT,46,192,178,122,0,Travel Agent/Operator,RoomNights,2
9113,PRT,46,192,178,66.5,0,Travel Agent/Operator,RoomNights,2
9114,PRT,46,192,178,18,0,Travel Agent/Operator,RoomNights,2
9115,SRB,32,192,178,21.5,0,Travel Agent/Operator,RoomNights,2
9116,PRT,46,0,112,18,0,Travel Agent/Operator,RoomNights,1
9117,PRT,46,20,89,2,0,Travel Agent/Operator,RoomNights,1
9118,USA,60,87,85.5,15.5,0,Travel Agent/Operator,RoomNights,1
9119,BRA,30,93,85.5,2,0,Travel Agent/Operator,RoomNights,1
9120,ITA,38,59,89.1,7,0,Travel Agent/Operator,RoomNights,1
9121,POL,35,24,129,21,0,Travel Agent/Operator,RoomNights,1
9122,IRL,59,166,381.46,159,0,Travel Agent/Operator,RoomNights,4
9123,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9124,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9125,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9126,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9127,DEU,71,265,192,116.5,0,Travel Agent/Operator,RoomNights,3
9128,PRT,46,53,159,45,0,Travel Agent/Operator,RoomNights,3
9129,AUS,77,82,84.3,14,0,Travel Agent/Operator,RoomNights,1
9130,BEL,33,34,88.5,16,0,Travel Agent/Operator,RoomNights,1
9131,CAN,65,84,84.3,14,0,Travel Agent/Operator,RoomNights,1
9132,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9133,PRT,46,53,61.5,76,0,Travel Agent/Operator,RoomNights,3
9134,PRT,46,14,89,38.5,0,Travel Agent/Operator,RoomNights,1
9135,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9136,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9137,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9138,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9139,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9140,PRT,46,53,228.75,63,0,Travel Agent/Operator,RoomNights,3
9141,PRT,46,53,159,43.5,0,Travel Agent/Operator,RoomNights,3
9142,HUN,47,14,89,14,0,Travel Agent/Operator,RoomNights,1
9143,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9144,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9145,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9146,FRA,33,53,159,115,0,Travel Agent/Operator,RoomNights,3
9147,FRA,62,166,252.9,52,0,Travel Agent/Operator,RoomNights,1
9148,PRT,21,72,84.3,14,0,Travel Agent/Operator,RoomNights,1
9149,FRA,58,166,252.9,38,0,Travel Agent/Operator,RoomNights,1
9150,FRA,61,166,84.3,27,0,Travel Agent/Operator,RoomNights,1
9151,ESP,39,190,445,42,0,Travel Agent/Operator,RoomNights,5
9152,PRT,46,53,159,47,0,Travel Agent/Operator,RoomNights,3
9153,PRT,46,3,97,14,0,Travel Agent/Operator,RoomNights,1
9154,PRT,37,191,356,33,0,Travel Agent/Operator,RoomNights,4
9155,SRB,31,190,445,42,0,Travel Agent/Operator,RoomNights,5
9156,PRT,46,53,159,42,0,Travel Agent/Operator,RoomNights,3
9158,GBR,61,190,686,986,0,Travel Agent/Operator,RoomNights,5
9159,PRT,46,1,97,14,0,Travel Agent/Operator,RoomNights,1
9160,NLD,34,273,247.5,92.5,0,Travel Agent/Operator,RoomNights,3
9161,FRA,46,166,252.9,38,0,Travel Agent/Operator,RoomNights,1
9162,ESP,34,5,97,23,0,Travel Agent/Operator,RoomNights,1
9163,PRT,46,0,84.3,31.5,0,Travel Agent/Operator,RoomNights,1
9164,IRL,30,8,77.6,18.5,0,Travel Agent/Operator,RoomNights,1
9166,USA,28,39,175.8,62,0,Travel Agent/Operator,RoomNights,2
9167,NOR,52,126,169.8,21,0,Travel Agent/Operator,RoomNights,2
9168,NLD,57,145,85.5,2,0,Travel Agent/Operator,RoomNights,1
9169,FRA,36,116,110.7,21,0,Travel Agent/Operator,RoomNights,1
9170,PRT,46,128,168.6,30,0,Travel Agent/Operator,RoomNights,2
9171,PRT,57,0,100.4,39.15,0,Travel Agent/Operator,RoomNights,1
9172,PRT,47,0,100.4,31,0,Travel Agent/Operator,RoomNights,1
9173,AUS,29,1,127,101,0,Travel Agent/Operator,RoomNights,1
9174,PRT,57,1,127,85,0,Travel Agent/Operator,RoomNights,1
9175,USA,51,16,119.8,30,0,Travel Agent/Operator,RoomNights,1
9176,DEU,48,6,278,76.5,0,Direct,RoomNights,2
