id,title,rating,year,duration,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
4208,It's All Gone Pete Tong,R,2004.0,90.0,Paul Kaye,Neil Maskell,Kate Magowan,326.0,246.0,137.0
4209,Saint John of Las Vegas,R,2009.0,85.0,Peter Dinklage,Steve Buscemi,Romany Malco,22000.0,12000.0,966.0
4210,24 7: Twenty Four Seven,R,1997.0,96.0,Bob Hoskins,Annette Badland,Karl Collins,5000.0,497.0,20.0
4211,Stonewall,R,2015.0,129.0,Jeremy Irvine,Caleb Landry Jones,Matt Craven,25000.0,463.0,256.0
4212,Eureka,TV-14,,60.0,Joe Morton,Colin Ferguson,Salli Richardson-Whitfield,780.0,747.0,543.0
4213,Roadside Romeo,PG,2008.0,93.0,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,532.0,85.0,24.0
4214,This Thing of Ours,Not Rated,2003.0,100.0,Vincent Pastore,Frank Vincent,Chuck Zito,584.0,356.0,267.0
4215,The Lost Medallion: The Adventures of Billy Stone,PG,2013.0,97.0,Alex Kendrick,Jansen Panettiere,Tiya Sircar,589.0,488.0,396.0
4216,The Last Five Years,PG-13,2014.0,94.0,Anna Kendrick,Jeremy Jordan,Charly Bivona,10000.0,773.0,89.0
4217,The Missing Person,,2009.0,95.0,Merritt Wever,Amy Ryan,Paul Adelstein,529.0,423.0,399.0
4218,Return of the Living Dead III,R,1993.0,97.0,Melinda Clarke,Kent McCord,Sarah Douglas,787.0,196.0,163.0
4219,London,R,2005.0,92.0,Jason Statham,Chris Evans,Dane Cook,26000.0,11000.0,1000.0
4220,Sherrybaby,R,2006.0,96.0,Brad William Henke,Kate Burton,Michelle Hurst,363.0,223.0,85.0
4221,Circle,Not Rated,2015.0,87.0,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau,160.0,152.0,94.0
4222,Eden Lake,R,2008.0,91.0,Michael Fassbender,Jack O'Connell,Lorraine Stanley,13000.0,698.0,418.0
4223,Plush,R,2013.0,99.0,Frances Fisher,James Kyson,Marlene Forte,638.0,449.0,395.0
4224,Vampire Killers,R,2009.0,88.0,MyAnna Buring,James Corden,Silvia Colloca,513.0,480.0,161.0
4225,Gangster's Paradise: Jerusalema,R,2008.0,119.0,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,29.0,18.0,12.0
4226,Freeze Frame,R,2004.0,99.0,Colin Salmon,Lee Evans,Ian McNeice,766.0,312.0,268.0
4227,Grave Encounters,Not Rated,2011.0,92.0,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,253.0,113.0,103.0
4228,Stitches,R,2012.0,86.0,Peter McQuinn,Tommy Knight,Jemma Curran,121.0,94.0,47.0
4229,Nine Dead,R,2010.0,83.0,Daniel Baldwin,William Lee Scott,Marc Macaulay,413.0,167.0,107.0
4230,"To Be Frank, Sinatra at 100",,2015.0,81.0,Alice Cooper,Tim Rice,Louis Walsh,674.0,27.0,8.0
4231,Bananas,GP,1971.0,82.0,Woody Allen,Charlotte Rae,Louise Lasser,11000.0,430.0,167.0
4232,Supercapitalist,Not Rated,2012.0,102.0,Paul Sheehan,Linus Roache,Kathy Uyen,473.0,303.0,46.0
4233,Rockaway,R,2007.0,90.0,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,601.0,453.0,372.0
4234,Wings,,,30.0,Steven Weber,Tim Daly,Amy Yasbeck,685.0,511.0,424.0
4235,The Lady from Shanghai,Not Rated,1947.0,92.0,Rita Hayworth,Everett Sloane,Ted de Corsia,1000.0,29.0,18.0
4236,No Man's Land: The Rise of Reeker,R,2008.0,88.0,Mircea Monroe,Lew Temple,Robert Pine,634.0,597.0,332.0
4237,Highway,R,2002.0,97.0,Jake Gyllenhaal,M.C. Gainey,Mark Rolston,15000.0,284.0,171.0
4238,Small Apartments,R,2012.0,96.0,Noel Gugliemi,Saffron Burrows,Matt Lucas,2000.0,811.0,722.0
4239,Coffee Town,,2013.0,87.0,Sunil Narkar,Ben Schwartz,Glenn Howerton,34000.0,463.0,424.0
4240,The Ghastly Love of Johnny X,Not Rated,2012.0,106.0,Kate Maberly,Kevin McCarthy,Paul Williams,416.0,403.0,356.0
4241,All Is Bright,R,2013.0,107.0,Sally Hawkins,Curtiss Cook,Peter Hermann,594.0,591.0,322.0
4242,The Torture Chamber of Dr. Sadism,M,1967.0,80.0,Christopher Lee,Lex Barker,Karin Dor,16000.0,57.0,51.0
4243,Straight A's,R,2013.0,91.0,Jon Mack,Powers Boothe,Josh Meyers,924.0,472.0,293.0
4244,A Funny Thing Happened on the Way to the Forum,Approved,1966.0,99.0,Buster Keaton,Zero Mostel,Phil Silvers,907.0,164.0,137.0
4245,Slacker Uprising,,2007.0,102.0,Michael Moore,Eddie Vedder,Steve Earle,909.0,562.0,119.0
4246,The Legend of Hell's Gate: An American Conspiracy,PG-13,2011.0,108.0,William McNamara,Kevin Alejandro,Glenn Morshower,10000.0,1000.0,894.0
4247,The Walking Deceased,R,2015.0,88.0,Trenton Rostedt,Wray Crawford,Dave Sheridan,680.0,418.0,233.0
4248,The Curse of Downers Grove,,2015.0,89.0,Kevin Zegers,Bella Heathcote,Tom Arnold,2000.0,860.0,618.0
4249,Shark Lake,Not Rated,2015.0,92.0,Melissa Bolona,Michael Aaron Milligan,James Chalke,11000.0,1000.0,412.0
4250,River's Edge,R,1986.0,99.0,Keanu Reeves,Daniel Roebuck,Ione Skye,18000.0,1000.0,223.0
4251,Northfork,PG-13,2003.0,103.0,Peter Coyote,Anthony Edwards,Jon Gries,548.0,495.0,482.0
4252,The Marine 4: Moving Target,R,2015.0,90.0,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,405.0,217.0,164.0
4253,Buried,R,2010.0,95.0,Ryan Reynolds,Samantha Mathis,Erik Palladino,16000.0,517.0,263.0
4254,Submarine,R,2010.0,97.0,Craig Roberts,Paddy Considine,Sally Hawkins,920.0,680.0,594.0
4255,The Square,Not Rated,2013.0,108.0,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,161.0,10.0,5.0
4256,One to Another,Unrated,2006.0,95.0,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,533.0,323.0,164.0
4257,ABCD (Any Body Can Dance),Not Rated,2013.0,160.0,Lauren Gottlieb,Remo,Prabhudheva,733.0,168.0,71.0
4258,Man on Wire,PG-13,2008.0,90.0,Paul McGill,Philippe Petit,Jean-Louis Blondeau,41.0,27.0,0.0
4259,Abandoned,,2015.0,86.0,Siobhan Marshall,Peter Feeney,Rachel Nash,42.0,40.0,3.0
4260,Brotherly Love,R,2015.0,89.0,Logan Browning,Adam Ratcliffe,Faizon Love,628.0,606.0,585.0
4261,The Last Exorcism,PG-13,2010.0,87.0,Caleb Landry Jones,Ashley Bell,Patrick Fabian,463.0,400.0,308.0
4262,Nowhere Boy,R,2009.0,98.0,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,1000.0,549.0,231.0
4263,A Streetcar Named Desire,PG,1951.0,125.0,Marlon Brando,Karl Malden,Kim Hunter,10000.0,416.0,114.0
4264,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,PG,1964.0,95.0,George C. Scott,Slim Pickens,Keenan Wynn,654.0,575.0,277.0
4265,El crimen del padre Amaro,R,2002.0,118.0,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,201.0,163.0,67.0
4266,Beasts of the Southern Wild,PG-13,2012.0,93.0,Quvenzhané Wallis,Gina Montana,Dwight Henry,2000.0,458.0,168.0
4267,Battle for the Planet of the Apes,G,1973.0,96.0,Roddy McDowall,Paul Williams,Claude Akins,595.0,356.0,196.0
4268,Songcatcher,PG-13,2000.0,109.0,Aidan Quinn,David Patrick Kelly,Jane Adams,767.0,380.0,280.0
4269,Higher Ground,R,2011.0,109.0,Donna Murphy,Bill Irwin,Michael Chernus,553.0,471.0,186.0
4270,Vaalu,,2015.0,155.0,Hansika Motwani,T.R. Silambarasan,Brahmanandam,141.0,77.0,61.0
4271,The Greatest Movie Ever Sold,PG-13,2011.0,90.0,Quentin Tarantino,J.J. Abrams,Donald Trump,16000.0,14000.0,808.0
4272,Ed and His Dead Mother,PG-13,1993.0,93.0,Steve Buscemi,Gary Farmer,Jon Gries,12000.0,580.0,482.0
4273,Travelers and Magicians,,2003.0,108.0,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,0.0,0.0,0.0
4274,Hang 'Em High,M,1968.0,114.0,Clint Eastwood,Bruce Dern,Alan Hale Jr.,16000.0,844.0,426.0
4275,Deadline - U.S.A.,,1952.0,87.0,Humphrey Bogart,Jim Backus,Kim Hunter,2000.0,399.0,114.0
4276,Sublime,R,2007.0,113.0,George Newbern,Tom Cavanagh,Cas Anvar,647.0,642.0,491.0
4277,A Beginner's Guide to Snuff,,2016.0,87.0,Kimberley Crossman,Luke Edwards,Bree Williamson,467.0,258.0,165.0
4278,Independence Daysaster,PG-13,2013.0,90.0,Tom Everett Scott,Keenan Tracey,Nicholas Carella,433.0,108.0,91.0
4279,Dysfunctional Friends,Not Rated,2012.0,111.0,Christian Keyes,Essence Atkins,Tatyana Ali,761.0,713.0,685.0
4280,Run Lola Run,R,1998.0,81.0,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,486.0,37.0,34.0
4281,May,R,2002.0,93.0,James Duval,Will Estes,Nora Zehetner,701.0,461.0,446.0
4282,Against the Wild,PG,2013.0,90.0,Natasha Henstridge,CJ Adams,Erin Pitt,900.0,450.0,120.0
4283,Living Dark: The Story of Ted the Caver,PG-13,2013.0,112.0,Matthew Alan,Chris Cleveland,Circus-Szalewski,86.0,42.0,11.0
4284,Under the Same Moon,PG-13,2007.0,106.0,America Ferrera,Eugenio Derbez,Kate del Castillo,953.0,399.0,345.0
4285,Conquest of the Planet of the Apes,PG,1972.0,88.0,Roddy McDowall,Gordon Jump,John Randolph,595.0,70.0,67.0
4286,In the Bedroom,R,2001.0,138.0,Tom Wilkinson,Sissy Spacek,Karen Allen,1000.0,874.0,784.0
4287,I Spit on Your Grave,R,2010.0,105.0,Sarah Butler,Chad Lindberg,Daniel Franzese,635.0,445.0,374.0
4288,"Happy, Texas",PG-13,1999.0,98.0,Ally Walker,Illeana Douglas,Jeremy Northam,349.0,347.0,327.0
4289,My Summer of Love,R,2004.0,86.0,Paddy Considine,Natalie Press,Dean Andrews,680.0,46.0,34.0
4290,The Lunchbox,PG,2013.0,104.0,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,638.0,85.0,73.0
4291,Yes,R,2004.0,100.0,Shirley Henderson,Joan Allen,Stephanie Leonidas,887.0,805.0,420.0
4292,You Can't Take It with You,Approved,1938.0,126.0,Jean Arthur,Ann Miller,Lionel Barrymore,319.0,302.0,275.0
4293,From Here to Eternity,Not Rated,1953.0,118.0,Montgomery Clift,Donna Reed,Deborah Kerr,862.0,488.0,426.0
4294,She Wore a Yellow Ribbon,Unrated,1949.0,103.0,Harry Carey Jr.,Ben Johnson,Victor McLaglen,281.0,230.0,89.0
4295,Grace Unplugged,PG,2013.0,102.0,Shawnee Smith,Michael Welch,Anthony Reynolds,651.0,611.0,575.0
4296,Foolish,R,1999.0,84.0,Eddie Griffin,Clifton Powell,Marla Gibbs,489.0,469.0,249.0
4297,N-Secure,R,2010.0,,Essence Atkins,Lamman Rucker,Tempestt Bledsoe,713.0,607.0,394.0
4298,Caramel,PG,2007.0,95.0,Yasmine Al Massri,Adel Karam,Nadine Labaki,227.0,4.0,0.0
4299,Out of the Dark,R,2014.0,92.0,Stephen Rea,Pixie Davies,Alejandro Furth,327.0,51.0,2.0
4300,The Bubble,Unrated,2006.0,90.0,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid,53.0,30.0,27.0
4301,The Conversation,PG,1974.0,113.0,Harrison Ford,Teri Garr,Cindy Williams,11000.0,481.0,324.0
4302,Dil Jo Bhi Kahey...,,2005.0,,Annabelle Wallis,Revathy,Bhoomika Chawla,421.0,96.0,45.0
4303,Mississippi Mermaid,R,1969.0,123.0,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet,964.0,710.0,21.0
4304,I Love Your Work,R,2003.0,111.0,Judy Greer,Marisa Coughlan,Nicky Katt,2000.0,163.0,127.0
4305,Cabin Fever,Not Rated,2016.0,99.0,Dustin Ingram,Gage Golightly,Samuel Davis,427.0,253.0,114.0
4306,Waitress,PG-13,2007.0,108.0,Lew Temple,Cheryl Hines,Eddie Jemison,597.0,541.0,336.0
4307,Bloodsport,R,1988.0,92.0,Bolo Yeung,Donald Gibb,Ken Siu,633.0,403.0,49.0
4308,Mr. Smith Goes to Washington,Not Rated,1939.0,120.0,Claude Rains,Jean Arthur,Thomas Mitchell,607.0,319.0,248.0
4309,Kids,,1995.0,91.0,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,3000.0,202.0,82.0
4310,The Squid and the Whale,R,2005.0,88.0,William Baldwin,Elizabeth Meriwether,Owen Kline,436.0,25.0,18.0
4311,Kissing Jessica Stein,R,2001.0,97.0,Scott Cohen,Jennifer Westfeldt,Brian Stepanek,378.0,321.0,117.0
4312,Kickboxer: Vengeance,,2016.0,90.0,Matthew Ziff,T.J. Storm,Sam Medina,260000.0,454.0,354.0
4313,Spellbound,Unrated,1945.0,95.0,Norman Lloyd,Rhonda Fleming,Leo G. Carroll,472.0,239.0,82.0
4314,Exotica,R,1994.0,103.0,Bruce Greenwood,Mia Kirshner,Sarah Polley,991.0,972.0,900.0
4315,Buffalo '66,R,1998.0,110.0,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent,1000.0,787.0,642.0
4316,Insidious,PG-13,2010.0,103.0,Lin Shaye,Barbara Hershey,Philip Friedman,852.0,618.0,588.0
4317,Repo Man,R,1984.0,92.0,Del Zamora,Tracey Walter,Miguel Sandoval,752.0,324.0,166.0
4318,Nine Queens,R,2000.0,114.0,Ricardo Darín,Gastón Pauls,Leticia Brédice,827.0,22.0,7.0
4319,The Gatekeepers,PG-13,2012.0,101.0,Ami Ayalon,Yuval Diskin,Yaakov Peri,0.0,0.0,0.0
4320,The Ballad of Jack and Rose,R,2005.0,112.0,Beau Bridges,Susanna Thompson,Ryan McDonald,552.0,265.0,42.0
4321,The To Do List,R,2013.0,104.0,Donald Glover,Alia Shawkat,Scott Porter,801.0,728.0,690.0
4322,Killing Zoe,R,1993.0,99.0,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade,902.0,424.0,164.0
4323,The Believer,R,2001.0,98.0,Ryan Gosling,Theresa Russell,Summer Phoenix,33000.0,243.0,76.0
4324,Snow Angels,R,2007.0,107.0,Michael Angarano,Connor Paolo,Tom Noonan,947.0,530.0,442.0
4325,Unsullied,R,2014.0,93.0,Ward G. Smith,Lisa Brave,Malone Thomas,393.0,191.0,56.0
4326,Session 9,R,2001.0,100.0,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden,210.0,148.0,83.0
4327,I Want Someone to Eat Cheese With,R,2006.0,80.0,Jessy Schram,Jeff Garlin,Joey Slotnick,813.0,522.0,423.0
4328,Mooz-Lum,PG-13,2010.0,94.0,Dorian Missick,Nia Long,Evan Ross,1000.0,826.0,616.0
4329,Hatchet,R,2006.0,93.0,Joel David Moore,Kane Hodder,Joel Murray,936.0,935.0,488.0
4330,Modern Times,G,1936.0,87.0,Paulette Goddard,Stanley Blystone,Fred Malatesta,309.0,8.0,8.0
4331,Stolen Summer,PG,2002.0,91.0,Brian Dennehy,Aidan Quinn,Bonnie Hunt,954.0,767.0,597.0
4332,My Name Is Bruce,R,2007.0,84.0,Ted Raimi,Dan Hicks,Timothy Patrick Quill,634.0,328.0,158.0
4333,The Salon,PG-13,2005.0,90.0,Vivica A. Fox,Monica Calhoun,Garrett Morris,890.0,597.0,424.0
4334,Road Hard,,2015.0,98.0,Jay Mohr,Jim O'Heir,David Alan Grier,563.0,485.0,360.0
4335,Forty Shades of Blue,R,2005.0,108.0,Rip Torn,Jenny O'Hara,Darren E. Burrows,826.0,189.0,121.0
4336,Amigo,R,2010.0,124.0,Brian Lee Franklin,John Arcilla,Ronnie Lazaro,38.0,8.0,7.0
4337,Pontypool,Not Rated,2008.0,95.0,Stephen McHattie,Georgina Reilly,Boyd Banks,413.0,98.0,57.0
4338,Trucker,R,2008.0,90.0,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence,87000.0,781.0,711.0
4339,Me You and Five Bucks,,2015.0,93.0,Angela Sarafyan,Jaime Zevallos,Michael Elian,310.0,228.0,134.0
4340,The Lords of Salem,R,2012.0,101.0,Sid Haig,Dee Wallace,Michael Berryman,1000.0,725.0,721.0
4341,Housebound,Not Rated,2014.0,107.0,Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes,61.0,46.0,28.0
4342,Wal-Mart: The High Cost of Low Price,Not Rated,2005.0,20.0,Lee Scott,Jon Hunter,Matt Hunter,0.0,0.0,0.0
4343,Fetching Cody,,2005.0,87.0,Nicole Muñoz,Sarah Lind,Kyla Wise,199.0,134.0,108.0
4344,Once Upon a Time in Queens,R,2013.0,98.0,Chazz Palminteri,Michael Rapaport,Paul Sorvino,979.0,975.0,636.0
4345,Closer to the Moon,Not Rated,2014.0,112.0,Monica Barladeanu,Joe Armstrong,Martin Hancock,129.0,98.0,71.0
4346,Mutant World,,2014.0,82.0,Ashanti,Amber Marshall,John DeSantis,341.0,265.0,146.0
4347,Growing Up Smith,PG-13,2015.0,102.0,Brighton Sharbino,Jake Busey,Tim Guinee,3000.0,660.0,259.0
4348,Checkmate,,2015.0,97.0,Katrina Law,Johnny Messner,Michael Paré,835.0,522.0,492.0
4349,#Horror,Not Rated,2015.0,101.0,Timothy Hutton,Balthazar Getty,Lydia Hearst,501.0,418.0,56.0
4350,Wind Walkers,R,2015.0,93.0,Rudy Youngblood,Glen Powell,Kiowa Gordon,708.0,571.0,485.0
4351,Snow White and the Seven Dwarfs,Approved,1937.0,83.0,Adriana Caselotti,Billy Gilbert,Lucille La Verne,82.0,47.0,31.0
4352,The Holy Girl,R,2004.0,106.0,Mía Maestro,Mercedes Morán,María Alche,341.0,5.0,3.0
4353,Shalako,PG,1968.0,113.0,Brigitte Bardot,Woody Strode,Honor Blackman,984.0,423.0,387.0
4354,Incident at Loch Ness,PG-13,2004.0,94.0,Zak Penn,Gabriel Beristain,John Bailey,87.0,70.0,37.0
4355,The Dog Lover,PG,2016.0,101.0,Lea Thompson,Christina Moore,Cullen Douglas,1000.0,301.0,256.0
4356,Girl House,,2014.0,99.0,Camren Bicondova,Adam DiMarco,Chasty Ballesteros,756.0,382.0,295.0
4357,The Blue Room,R,2014.0,76.0,Mathieu Amalric,Léa Drucker,Laurent Poitrenaux,412.0,4.0,3.0
4358,House at the End of the Drive,R,2014.0,91.0,Jessica Szohr,Jonathan Mangum,Angela Jones,847.0,147.0,69.0
4359,Batman: The Movie,Approved,1966.0,105.0,Burgess Meredith,Cesar Romero,Burt Ward,1000.0,370.0,356.0
4360,"Lock, Stock and Two Smoking Barrels",R,1998.0,120.0,Jason Statham,Jason Flemyng,Dexter Fletcher,26000.0,1000.0,452.0
4361,The Ballad of Gregorio Cortez,,1982.0,105.0,Barry Corbin,Bruce McGill,Ned Beatty,883.0,655.0,467.0
4362,The Streets of San Francisco,,,120.0,Karl Malden,Michael Douglas,,416.0,0.0,
4363,The Celebration,R,1998.0,105.0,Ulrich Thomsen,Paprika Steen,Trine Dyrholm,280.0,278.0,141.0
4364,Trees Lounge,R,1996.0,95.0,Steve Buscemi,Debi Mazar,Carol Kane,12000.0,680.0,636.0
4365,Journey from the Fall,R,2006.0,135.0,Long Nguyen,Kieu Chinh,Cat Ly,51.0,24.0,5.0
4366,The Basket,PG,1999.0,105.0,Eric Dane,Karen Allen,Peter Coyote,2000.0,784.0,548.0
4367,Eddie: The Sleepwalking Cannibal,Not Rated,2012.0,83.0,Stephen McHattie,Thure Lindhardt,Georgina Reilly,413.0,197.0,98.0
4368,Space: Above and Beyond,,,60.0,James Morrison,Tucker Smallwood,Kristen Cloke,210.0,121.0,109.0
4369,Queen of the Mountains,PG-13,2014.0,135.0,Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev,0.0,0.0,0.0
4370,Def-Con 4,R,1985.0,88.0,Maury Chaykin,Lenore Zann,Tim Choate,232.0,23.0,13.0
4371,The Hebrew Hammer,R,2003.0,87.0,Judy Greer,Adam Goldberg,Tony Cox,2000.0,1000.0,624.0
4372,Neal 'N' Nikki,,2005.0,97.0,Abhishek Bachchan,Uday Chopra,Samantha McLeod,374.0,145.0,40.0
4373,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,R,2010.0,82.0,Noureen DeWulf,Bryan Callen,Matt Crabtree,701.0,460.0,134.0
4374,Forget Me Not,R,2009.0,103.0,Bella Thorne,Chloe Bridges,Christopher Atkins,35000.0,516.0,511.0
4375,Rebecca,Not Rated,1940.0,130.0,Laurence Olivier,Joan Fontaine,George Sanders,1000.0,991.0,333.0
4376,Friday the 13th Part 2,R,1981.0,87.0,Betsy Palmer,Adrienne King,Amy Steel,309.0,121.0,59.0
4377,The Lost Weekend,Not Rated,1945.0,101.0,Ray Milland,Jane Wyman,Frank Faylen,287.0,160.0,66.0
4378,C.H.U.D.,R,1984.0,96.0,Daniel Stern,John Heard,Sam McMurray,796.0,697.0,132.0
4379,Filly Brown,R,2012.0,80.0,Noel Gugliemi,Jenni Rivera,Jorge Diaz,2000.0,245.0,183.0
4380,The Lion of Judah,PG,2011.0,87.0,Vic Mignogna,Omar Benson Miller,Anupam Kher,578.0,418.0,397.0
4381,Niagara,Approved,1953.0,92.0,Joseph Cotten,Jean Peters,Will Wright,469.0,79.0,48.0
4382,How Green Was My Valley,Approved,1941.0,118.0,Roddy McDowall,Walter Pidgeon,Barry Fitzgerald,595.0,176.0,137.0
4383,The Girlfriend Experience,TV-MA,,27.0,Mary Lynn Rajskub,Riley Keough,Paul Sparks,935.0,691.0,201.0
4384,Da Sweet Blood of Jesus,,2014.0,123.0,Rami Malek,Elvis Nolasco,Felicia Pearson,3000.0,372.0,161.0
4385,"Sex, Lies, and Videotape",R,1989.0,100.0,Peter Gallagher,Laura San Giacomo,Steven Brill,828.0,531.0,65.0
4386,Saw,R,2004.0,103.0,Michael Emerson,Monica Potter,Shawnee Smith,2000.0,878.0,651.0
4387,Super Troopers,R,2001.0,100.0,Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar,816.0,577.0,422.0
4388,The Algerian,,2014.0,99.0,Zuhair Haddad,Harry Lennix,Ben Youcef,18000.0,748.0,434.0
4389,The Amazing Catfish,,2013.0,89.0,Ximena Ayala,Vera Wilson,José Manuel Orozco Angulo,31.0,24.0,3.0
4390,Monsoon Wedding,R,2001.0,114.0,Naseeruddin Shah,Randeep Hooda,Lillete Dubey,307.0,209.0,73.0
4391,You Can Count on Me,R,2000.0,111.0,Matthew Broderick,Rory Culkin,Gaby Hoffmann,2000.0,710.0,612.0
4392,The Trouble with Harry,Approved,1955.0,99.0,Jerry Mathers,John Forsythe,Royal Dano,282.0,255.0,232.0
4393,But I'm a Cheerleader,R,1999.0,85.0,Natasha Lyonne,Clea DuVall,Eddie Cibrian,1000.0,1000.0,849.0
4394,Home Run,PG-13,2013.0,113.0,Vivica A. Fox,Drew Waters,Scott Elrod,890.0,848.0,449.0
4395,Reservoir Dogs,R,1992.0,99.0,Quentin Tarantino,Steve Buscemi,Chris Penn,16000.0,12000.0,455.0
4396,The Blue Bird,Approved,1940.0,83.0,Spring Byington,Nigel Bruce,Gale Sondergaard,94.0,62.0,51.0
4397,"The Good, the Bad and the Ugly",Approved,1966.0,142.0,Clint Eastwood,Luigi Pistilli,Enzo Petito,16000.0,34.0,24.0
4398,The Second Mother,R,2015.0,112.0,Alex Huszar,Regina Casé,Luis Miranda,61.0,9.0,4.0
4399,Blue Like Jazz,PG-13,2012.0,108.0,Jason Marsden,Marshall Allman,Eric Lange,1000.0,330.0,274.0
4400,Down and Out with the Dolls,R,2001.0,88.0,Lemmy,Coyote Shivers,Zoë Poledouris,268.0,44.0,3.0
4401,"Pink Ribbons, Inc.",Not Rated,2011.0,97.0,,,,,,
4402,Certifiably Jonathan,,2007.0,85.0,Robin Williams,Sarah Silverman,Jonathan Winters,49000.0,931.0,924.0
4403,Q,,2011.0,103.0,Déborah Révy,Johnny Amaro,Yassine Azzouz,34.0,29.0,24.0
4404,The Knife of Don Juan,,2013.0,110.0,Nataniel Sánchez,Antonio Arrué,Juan Carlos Montoya,3.0,2.0,0.0
4405,Grand Theft Parsons,PG-13,2003.0,88.0,Marley Shelton,Scott Adsit,Jim Cody Williams,690.0,316.0,95.0
4406,Extreme Movie,R,2008.0,76.0,Rich Ceraulo,Denise Boutte,Vanessa Lee Chester,387.0,295.0,227.0
4407,The Charge of the Light Brigade,Approved,1936.0,100.0,Errol Flynn,David Niven,Spring Byington,843.0,490.0,94.0
4408,Below Zero,R,2011.0,99.0,Michael Berryman,Kristin Booth,Michael Eisner,721.0,134.0,5.0
4409,Crowsnest,R,2012.0,84.0,Christie Burke,Victor Zinck Jr.,Chelsey Reist,380.0,91.0,63.0
4410,Airborne,PG,1993.0,91.0,Alanna Ubach,Jacob Vargas,Brittney Powell,584.0,399.0,117.0
4411,Cotton Comes to Harlem,R,1970.0,97.0,Redd Foxx,Cleavon Little,Calvin Lockhart,586.0,434.0,148.0
4412,The Wicked Within,R,2015.0,84.0,William McNamara,Sabrina Carmichael,Patrick Muldoon,10000.0,500.0,475.0
4413,Bleeding Hearts,,2015.0,100.0,Seregon O'Dassey,Deirdre Lorenz,Dustin Diamond,498.0,350.0,312.0
4414,Waiting...,R,2005.0,94.0,Ryan Reynolds,Dane Cook,Vanessa Lengies,16000.0,1000.0,804.0
4415,Dead Man's Shoes,,2004.0,90.0,Paddy Considine,Gary Stretch,George Newton,680.0,404.0,68.0
4416,Wolf Creek,,,,Richard Cawthorne,John Jarratt,Lucy Fry,511.0,457.0,206.0
4417,From a Whisper to a Scream,R,1987.0,92.0,Terry Kiser,Clu Gulager,Susan Tyrrell,448.0,426.0,147.0
4418,Sex with Strangers,,2002.0,105.0,,,,,,
4419,Dracula: Pages from a Virgin's Diary,,2002.0,73.0,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale,14.0,4.0,3.0
4420,Faith Like Potatoes,PG,2006.0,116.0,Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson,412.0,48.0,25.0
4421,Beyond the Black Rainbow,R,2010.0,110.0,Chris Gauthier,Marilyn Norry,Eva Bourne,434.0,95.0,48.0
4422,The Raid: Redemption,R,2011.0,102.0,Iko Uwais,Yayan Ruhian,Donny Alamsyah,1000.0,342.0,60.0
4423,The Dead Undead,R,2010.0,89.0,Johnny Pacar,Vernon Wells,Matthew R. Anderson,1000.0,745.0,252.0
4424,The Vatican Exorcisms,R,2013.0,76.0,Piero Maggiò,Anella Vastola,Joe Marino,12.0,0.0,0.0
4425,Casablanca,PG,1942.0,82.0,Humphrey Bogart,Claude Rains,Conrad Veidt,2000.0,607.0,269.0
4426,Lake Mungo,R,2008.0,89.0,Talia Zucker,Rosie Traynor,Martin Sharpe,12.0,5.0,5.0
4427,Rocket Singh: Salesman of the Year,,2009.0,150.0,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan,964.0,22.0,20.0
4428,Silent Running,GP,1972.0,89.0,Bruce Dern,Ron Rifkin,Jesse Vint,844.0,184.0,42.0
4429,Rocky,PG,1976.0,145.0,Sylvester Stallone,Burgess Meredith,Carl Weathers,13000.0,1000.0,794.0
4430,The Sleepwalker,Not Rated,2014.0,91.0,Christopher Abbott,Brady Corbet,Gitte Witt,321.0,287.0,9.0
