Item #,NRS Seller's Ref # ,NSN,Material Description,Item Page Link
,FB440790877505,106,781,
,FB649382960700,104,779,
,FE465482490145,29,370,
,FB440790877506,106,781,
,SY21648018F016,29,370,
,SC440091550JYP,7330002574822,"Pick, ice",
2446979.0,W55VZJ90503012V,8465015245285,495,https://www.govplanet.com/jsp/s/item/2446979?kwtag=itemlist
,W55VZJ90463002V,8340016004807,445,
,W5026A83116314,8465014168517,388,
2446996.0,SZ35869037D001,89,709,https://www.govplanet.com/jsp/s/item/2446996?kwtag=itemlist
,FU481781030626,7420016013954,"Expander Card, Office Machines",
,W91EKJ80570320,7110015550294,"Marker Board, Magentic Porcelain",
,SL470172970CLY,6240002219383,10,
,SW322582050007,70,634,
,FB614283470043A,5995DSCABLE0R,"Cable, Communication",
,SW322582070023,70,634,
,W81E6U72452932,7540R06344122,782,
,W81E6U72452931,7540R06344121,782,
,W91EKJ81356003,18,255,
,FB700082289708,98,754,
,SZ30287300R001,6230012422016,783,
,SA702383530003,89,709,
,N0028590980001,78,654,
,R0336881660023,5945007836251,"Relay, Lantern",
,W91EKJ123329326,5975DSELEHARD,Electrical Hardware And Supplies,
2447119.0,W55VZJ90173004V,8465015247232,433,https://www.govplanet.com/jsp/s/item/2447119?kwtag=itemlist
,W81K4N90020006,8465015472694,269,
,W90V1P91053019V,8465015245285,495,
,W81K4N90020001,8465010199103,392,
,W81K4N90020005,8465005303692,397,
,W58LTV90280003,8465015247624,769,
,W68KCW72840074,8415015467504,68,
,W55VZJ90163036V,8465015801575,433,
,W58LUJ90110003,8465015247328,407,
,W81K4N90020002,8465010199102,392,
2447145.0,W500BR91133029V,8465015800981,273,https://www.govplanet.com/jsp/s/item/2447145?kwtag=itemlist
,W500BR91133057V,8465015801319,760,
,W500BR91133050V,8415015801348,68,
,W55VZJ90983004V,8415014618341,34,
,W55VZJ90983006V,8340015216438,475,
,W55VZJ90983011V,8465015245250,273,
,W55VZJ90933067V,8465005303692,397,
,W500BR91133049V,8415015801341,68,
,W500BR91143057V,8465015247232,433,
,W500BR91133055V,8465013980687,269,
2447365.0,W91F4190150021,8465016046541,37,https://www.govplanet.com/jsp/s/item/2447365?kwtag=itemlist
,W43MYP83480023,8465015250606,70,
,W51HQS91163012V,8415013950005,461,
,W91F4190150019,8465011178699,37,
,W43MYP83480021,8465015236276,700,
,W91F4190150004,8415015467444,68,
,W43MYP83480029,8465015247263,69,
,W43MYP83480053,8465011178699,37,
,W91F4190298033,8465002616909,38,
,W91F4190800004,8465015800481,Rifleman Set (w/tap),
,W43MYP83480028,8465015245250,273,
,W91F4190150001,8415015386739,68,
,W51HQS91193020V,8465016046541,37,
,W43MYP83480011A,8415007822890,434,
,W91F4190308060,8465005303692,397,
,W43MYP83480008,8405015472559,274,
,W91F4190298043,8465016046541,37,
,W91F4190298004,8415015386747,68,
,W91F4191070055,8415015386315,472,
,W91F4191070044,8415015386747,68,
,W91F4190150005,8415015386747,68,
,W91F4190298057,8465011150026,485,
,W51HQS91193012V,8465010199103,392,
,W91F4190150003,8415015386742,68,
,W43MYP83480055,8465012166259,549,
,W91F4180290045,8465015247620,496,
2447377.0,W9010M9089SE10,7105011543865,737,https://www.govplanet.com/jsp/s/item/2447377?kwtag=itemlist
,W9010M9089SE04,7105011543865,737,
2447380.0,W81L6Y90100081,8465015250585,72,https://www.govplanet.com/jsp/s/item/2447380?kwtag=itemlist
,W81L6Y90100066,8465009277485,494,
,W80FHT83213046V,8465015250606,70,
,W80FHT90033018V,8415015386720,424,
,W81L6Y90100070,8415015204255,"Pad, Elbow, Combat Un",
,W80FHT90023002V,8415015466712,68,
,W81L6Y90100071,8465013985428,391,
,W81L6Y90100079,8465011188173,485,
,W80FHT83483076V,8415015386720,424,
,W80FHT83483031V,8415015466722,68,
,W81L6Y90100075,8465008600256,494,
,W81L6Y90100083,8465015901372,745,
,W81L6Y90380051,8415015150219,431,
,W81L6Y90380055,8440002210852,764,
,W80FHT90023016V,8415015386278,472,
,W807RS90280001,8465015247362,762,
,W81L6Y90380049,8415015302157,431,
,W81L6Y90100045,8465009277484,485,
,W80FHT83513022V,8415015386742,68,
,W81L6Y90380049A,8415015302157,431,
,W80FHT90023018V,8415015386308,472,
,W80FHT83483025V,8415015386289,472,
,W81L6Y90100014,8465015247263,69,
,W80FHT83333008V,1095015411514,75,
,W80FHT90023017V,8415015386289,472,
,W81L6Y90380014,8415015302148,431,
,W80FHT83513006V,8415015302148,431,
,W80FHT90023006V,8415015467444,68,
,W80FHT83513013V,8465005303692,397,
,W80FHT90023008V,8415015386752,68,
,W80FHT83513021V,8415015386739,68,
,W81L6Y90100001,8465005303692,397,
,W81L6Y90380043,8465015250585,72,
,W81L6Y90100080,8440002210852,764,
,W80FHT83513016V,8415015771963,394,
,W80FHT90033034V,8405015472559,274,
,W81L6Y90100002,8465015236276,700,
,W81L6Y90100004,88,701,
,W81L6Y90100063,8415DSBDUKNEE,Bdu Kneepad,
,W81L6Y90100003,88,701,
,W80FHT90023003V,8415015466722,68,
,W81L6Y90100065,4240015476218,399,
,W80FHT83513003V,8465015054762,765,
,W81L6Y90100051,5120008785932,49,
,W80FHT83513009V,8465015997047,748,
,W80FHT83483049V,8405015472559,274,
,W81L6Y90100076,8465015248407,76,
2447385.0,W5CD3D90108017,88,701,https://www.govplanet.com/jsp/s/item/2447385?kwtag=itemlist
,W55VZJ90313008V,33,430,
,W55VZJ90313001V,8405014624679,490,
,W55VZJ90323038V,8415015386289,472,
,W91JTL81343067V,1095015411514,75,
,W80FHT83483084V,8465015250598,67,
,W80FHT83323035V,8465013935183,"Bag, Equipment",
,W91JTL90223028V,8415015467444,68,
,W55VZJ90373008V,8415015386742,68,
,W91EYY90043102V,8465011150026,485,
,W55VZJ90293005V,8465013936515,275,
,W55VZJ90373026V,8465015250585,72,
,W91JTL90163008V,8415015386747,68,
,W91JTL83063068V,8465015250577,408,
,W80FHT83483057V,8465011093369,390,
,W55VZJ90293009V,8465015245285,495,
,W55VZJ90363003V,8465015247232,433,
,W80FHT83323024V,8465005303692,397,
,W55VZJ90303043V,8465015800689,498,
,W80FHT83483079V,8465015250577,408,
,W80FHT83213042V,8465015250577,408,
,W80FHT83213032V,8465015250585,72,
,W80FHT83323025V,8465015248362,412,
,W55VZJ90303037V,8465002616909,38,
2447405.0,W90JWM90119303,8415014726916,448,https://www.govplanet.com/jsp/s/item/2447405?kwtag=itemlist
,W58JDU91011001,102,763,
,W58CE290433011V,8415007536484,784,
,W80FHT90783024V,8340015216438,475,
,W90JWM90119305,8415014726912,448,
,W80FHT90783041V,8415015386742,68,
,W80FHT90633012V,8340015216438,475,
,W81K4N90870008,8415015466721,68,
,W80FHT90633021V,8415015302351,35,
,W80FHT90633002V,8415007822989,461,
,W90JWM90119302,8415014726914,448,
,W90KES83090006,1,40,
,W52C2N90623006V,8415015466712,68,
,W52C2N90623008V,8415015386739,68,
,W81K4N90860040,8415015302350,35,
,W80FHT90783046V,8415015386752,68,
,W58CE290433009V,8415013327913,708,
2447422.0,W33NY090110003,8415015386278,472,https://www.govplanet.com/jsp/s/item/2447422?kwtag=itemlist
,W58LUG90110002,8465015247624,769,
,W5026B83120003,8465000016471,77,
,W5026B83060004,8465008600256,494,
,W5026A83116306,8465015247232,433,
,W5026B83060003,8465008600256,494,
,W5026B83060008,8465011200675,393,
2447492.0,W91JTL90663055V,8465009356814,759,https://www.govplanet.com/jsp/s/item/2447492?kwtag=itemlist
,W55VZJ90983008V,8415015386289,472,
,W91JTL90583048V,8465011093369,390,
,W55VZJ90983010V,8415015386308,472,
,W55VZJ90933054V,8415015386747,68,
,W91JTL90713027V,8415015386752,68,
,W91JTL90713038V,8415015771967,394,
,W906EH82573017V,8465016046541,37,
,W91JTL90743059V,8465015472670,33,
,W91JTL90613063V,8465015472644,447,
,W55VZJ91143004V,8465016046541,37,
,W91JTL90713033V,8415015459955,424,
,W91JTL90613021V,8415015386742,68,
,W55VZJ91143005V,8465015245250,273,
,W91JTL90613042V,8465001656838,771,
,W91JTL90613072V,33,430,
,W91JTL90613044V,8465005303692,397,
,W55VZJ90983007V,8415015386278,472,
,W91JTL90853025V,8415015277317,434,
,W55VZJ90933053V,8415015386742,68,
,W91JTL90713029V,8415015386754,68,
,W91JTL90613070V,8465016046541,37,
,W55VZJ90983009V,8415015458724,472,
,W55VZJ91143006V,8465015245285,495,
,W91JTL90583051V,8465013936515,275,
,W55VZJ90983003V,8415014618337,34,
,W55VZJ91143003V,8340015216438,475,
,W91JTL90613066V,8465015472694,269,
2447512.0,FB625183480052,8415015386278,472,https://www.govplanet.com/jsp/s/item/2447512?kwtag=itemlist
,W5026A83116308,8465000016482,471,
,W55VZJ90463006V,8465011188175,494,
,FE625190100141,8415003761668,472,
,W33NY090110005,8415015386706,424,
,FB625190100385,8405013779497,420,
,FB625190100157,8415015184758,703,
,FB625190100121,8415006345278,"Liner, safety Helmet",
,W55VZJ90503001V,8415010101910,548,
,W5026A83116309,8465008600256,494,
,FE625190100136,8415003761710,472,
,FB625190100140,8415015386300,472,
,W55VZJ90503005V,8465000016474,403,
,FB625190100232,8465015250585,72,
,W55VZJ90503038V,8465001656838,771,
,W55VZJ90503031V,8465015938664,"Pack, Rucksack",
,W5026B83060002,8465013144282,771,
,FB625183110211,1095011943343,75,
,W55VZJ90503011V,8465002616909,38,
2447571.0,W91F4190630039,8465013936515,275,https://www.govplanet.com/jsp/s/item/2447571?kwtag=itemlist
,W91F4100011001,8465011188173,485,
,W91F099122F001,8405015472559,274,
,W91F0990943042V,8405015472559,274,
,W91F4191070119,8465013936515,275,
,W91F4190630082,8465011178699,37,
2447584.0,W81L6Y90380060,8465015248407,76,https://www.govplanet.com/jsp/s/item/2447584?kwtag=itemlist
,W55VZJ90503033V,8465015472644,447,
,W80FHT90043001V,8465015247263,69,
,W55VZJ90503009V,8465011150026,485,
,W81L6Y90100031,8465015815571,474,
,W81L6Y90380012,8415014588763,772,
,W81L6Y90100020,8465011150026,485,
,W80FHT83323013V,8415015386747,68,
,W80FHT83333006V,8465015250577,408,
,W55VZJ90503017V,8415015386289,472,
,W81K4N90440057,8465015069261,765,
,FB625190100291,8405012127482,421,
,W80FHT83483080V,8465015247263,69,
,W81L6Y90380031,8415015302351,35,
,W91JTL81343152V,8465015250606,70,
,W80FHT83323036V,8465011150026,485,
,W81K4N90440079,8465015247263,69,
,W55VZJ90503018V,8415015386278,472,
,W58LUG90370011,1095015411514,75,
,W81L6Y90100046,8465000016474,403,
,W80FHT83513014V,8465000016474,403,
,W81L6Y90380018,8465015247263,69,
,W81L6Y90380041,8415015150367,35,
,W81L6Y90380048,8415014588694,35,
,FB649283090002,31,401,
,FB649181800063,8410014427337,419,
,W81L6Y90380015,8465008600256,494,
,W81L6Y90100061,8465015247638,External Medical Mo,
,W81L6Y90380053,8415015302161,411,
,W81L6Y90380028,8465011093369,390,
,FB649260340009,31,401,
2447596.0,FM708082678422A,6530011628237,785,https://www.govplanet.com/jsp/s/item/2447596?kwtag=itemlist
,FM70809144F006,6530011633761,786,
,FM708082678404A,6530011633761,786,
2447598.0,FM708082678414A,6530011633761,786,https://www.govplanet.com/jsp/s/item/2447598?kwtag=itemlist
,FM708082678412A,6530011628237,785,
,FM70809144F005,6530011633761,786,
2447600.0,FM708082678416A,6530011628237,785,https://www.govplanet.com/jsp/s/item/2447600?kwtag=itemlist
,FM70809144F002,6530011633761,786,
,FM708082678418A,6530011633761,786,
2447603.0,FM708082678406A,6530011633761,786,https://www.govplanet.com/jsp/s/item/2447603?kwtag=itemlist
,FM708082678420A,6530011628237,785,
,FM70809144F003,6530011633761,786,
2447656.0,W91JTL90743068V,8465015801319,760,https://www.govplanet.com/jsp/s/item/2447656?kwtag=itemlist
,W91JTL90663036V,8415015386752,68,
,W91JTL90663031V,8415015302350,35,
,W91JTL90783029V,8415015277319,434,
,W91JTL90713034V,8415015466721,68,
,W91JTL90743005V,8405015472559,274,
,W91JTL90613036V,8415015386742,68,
,W500BR91143058V,8465010738326,499,
,W91JTL90743035V,8415015466721,68,
,W91JTL90713163V,8465015801319,760,
,W58CE290443044V,8465015997026,688,
,SX15238151F004,8465011093369,390,
,W91JTL90713022V,8415015302157,431,
,W37BXH91122323,8415016232474,"Trunks, physical Fit",
,W91JTL90713053V,8465001656838,771,
,W37BXH91122330,8440014800639,"Belt, trousers",
,W37BXH91055019,8415016232643,"T-shirt, athlete's",
,W37BXH91005063,8410013088665,691,
,W91JTL90663065V,8465015801319,760,
,W37BXH91092332,8415016238622,74,
,W91JTL90663032V,8415015302351,35,
,W91JTL90713023V,8415015302350,35,
,W906EH90453017V,8465005303692,397,
,W91JTL90613020V,8415015386704,424,
,W91JTL90663029V,8415015302157,431,
,W91JTL90743057V,8465015472644,447,
,W91JTL90713025V,8415015386739,68,
,W91JTL90713054V,8465002616909,38,
,W91JTL90783011V,8465005303692,397,
,W91JTL90713079V,7210015207136,486,
,W37BXH91092322,8465016419671,428,
,W91JTL90853026V,8415015386289,472,
,W37BXH91122314,8415016238671,74,
,W91JTL90663039V,8415015467550,68,
,W91JTL90613001V,1095015411514,75,
2447749.0,W33NY090110002,8465015250589,73,https://www.govplanet.com/jsp/s/item/2447749?kwtag=itemlist
,W55VZJ91153007V,8415014726912,448,
,W91EYY90043025V,8415007822989,461,
,W55VZJ91153004V,8415014618356,34,
,W9010M9089SE32,8415007822887,434,
,W55VZJ91153008V,8415014726915,448,
,W55VZJ91143016V,8465016416358,392,
,W91F0991003020V,8465011178699,37,
,W9010M9089SE33,8415007822889,434,
,W55VZJ91163003V,8415015386278,472,
,W55VZJ91163001V,8415015386289,472,
,W33NY090110007,8465015157581,787,
,W55VZJ91153003V,8415014618337,34,
,W33NY090110008,8465015157581,787,
2447751.0,W81NTE91279058,107,788,https://www.govplanet.com/jsp/s/item/2447751?kwtag=itemlist
,W81NTE91279064,107,788,
,W81NTE91279060,107,788,
,W81NTE91279062,107,788,
,W81NTE91279065,107,788,
2447780.0,W43MYP90230001,8405001316509,547,https://www.govplanet.com/jsp/s/item/2447780?kwtag=itemlist
,W51HQS91193025V,8460006068366,36,
,W43MYP90240003,8415015386289,472,
,W91F4190853167V,8415015302157,431,
,W91F4183370025,8465013936515,275,
,W91F4190863071V,8465005303692,397,
,W91F4190863067V,8465011093369,390,
,W43MYP83480050,8465011093369,390,
,W43MYP83480058,8465015472694,269,
,W43MYP83480026,8465015250577,408,
,W43MYP90240027,8465013980687,269,
,W91F4190710005,8465005303692,397,
,W43MYP90240010,8415015386739,68,
,W51HQS91213081V,8415015801337,68,
,W43MYP83480025,8465015248407,76,
,W51HQS91213078V,8415015801334,68,
,W91F4183370024,5120008785932,49,
,W43MYP83480039,8465010738326,499,
,W51HQS91213085V,8415015801362,68,
,W43MYP83480020,8465010199103,392,
,W43MYP90230011,8415007822889,434,
,W91F4190770041,8465013985428,391,
,W51HQS91213074V,8415015466712,68,
,W43MYP83480047,8465008600256,494,
,W91F4191070043,8415015386752,68,
,W91F4182400032,8415015386768,68,
,W91F4190863059V,8465011188175,494,
,W43MYP83480003,8405001316509,547,
2447785.0,W500BR82473045V,8415012281356,34,https://www.govplanet.com/jsp/s/item/2447785?kwtag=itemlist
,W80WKB90143011V,8415010290111,677,
,W80WKB90153036V,8415015302161,411,
,W500BR82473036V,8415014618337,34,
,W906EH90453029V,8415015386742,68,
,W500BR82423056V,8415014726909,448,
,W80WKB90143027V,108,789,
,W80YM082353006V,8415015476800,398,
,W500BR82473052V,8415014726915,448,
,SY27148269D002,8465015801303,"Carrier, Entrenching Tool",
,W80WKB90153022V,8415007822887,434,
,W80WKB90143041V,8465013980685,269,
,W80WKB90143042V,8465013985428,391,
,W80WKB90143044V,8415014618341,34,
,W500BR82473037V,8415014618341,34,
,W80WKB90143043V,8465014168517,388,
,W500BR82473054V,8415014726916,448,
,W500BR82475026V,8415003101133,548,
,W906EH90453012V,8465015472694,269,
,W80WKB90143045V,8415014618337,34,
,W500BR82475025V,8415010101910,548,
,W80WKB90143039V,8465015472644,447,
,W500BR82473048V,8415014726912,448,
,W80WKB90143026V,108,789,
2447809.0,W43MYP90230002,8340010266096,396,https://www.govplanet.com/jsp/s/item/2447809?kwtag=itemlist
,W51HQS91213096V,8465001656838,771,
,W51HQS91213048V,8415015386742,68,
,W51HQS91213072V,8415015386300,472,
,W43MYP83480056,8465015250585,72,
,W43MYP83480044,8465002616909,38,
,W51HQS91213036V,8415014618336,34,
,W51HQS91213073V,8415015386315,472,
,W51HQS91213076V,8415015467444,68,
,W43MYP90240025,8465011178699,37,
,W43MYP90230031,8465015250598,67,
,W51HQS91213079V,8415015801336,68,
,W43MYP90230006,8405008893683,274,
,W51HQS91213057V,8415015386289,472,
,W91F4190863053V,8415015467444,68,
,W51HQS91213032V,8415010749422,68,
,W43MYP90230012,8415007822890,434,
,W51HQS91213039V,8415014726916,448,
,W43MYP83480022,8465015250598,67,
,W43MYP90240029,8465015236276,700,
,W51HQS91213042V,8415015386739,68,
,W51HQS91213083V,8415015801341,68,
,W43MYP90230003,7210002669736,486,
,W43MYP90230016,8415012968878,271,
,W43MYP90230010,8415007822888,434,
,W43MYP90230029,8465015250585,72,
,W43MYP83480046,8465005303692,397,
,W43MYP90510052,8465015245250,273,
,W43MYP90240005,8415015386695,424,
,W43MYP83480052,8465011150026,485,
,W43MYP90230009,8415007822887,434,
,W43MYP90240024,8465011150026,485,
,W51HQS91213035V,8415011800373,434,
,W43MYP90230033,8465015472656,33,
2447945.0,W91JTL80263164V,8465015247309,71,https://www.govplanet.com/jsp/s/item/2447945?kwtag=itemlist
,W91JTL81493128V,8465015247309,71,
,W91JTL82673050V,8465015247309,71,
,FB649283100013,88,701,
,FB625183480054,8415003761672,472,
,W91JTL80753040V,1095015411514,75,
,FB649281920003,8465011200675,393,
,W91JTL81493134V,8465015250598,67,
,W55VZJ90503019V,8415015386315,472,
,FB625183480053,8415015386289,472,
,W55VZJ90503004V,8405008893683,274,
,W91JTL83033121V,8465015247309,71,
,W91JTL80513001V,1095015411514,75,
,W91JTL80853055V,1095015411514,75,
,W55VZJ90443004V,8415014726915,448,
,W55VZJ90503003V,8415003101111,548,
,W55VZJ90503037V,8465015472670,33,
,W91JTL81413105V,8465015247309,71,
,W91JTL83183136V,8465015250606,70,
,W91JTL81343144V,8465015247263,69,
,FB649283090004,31,401,
,W91JTL81343151V,8465015250598,67,
,FE649283620049,8415003761672,472,
,W91JTL90253002V,8415015386739,68,
,W91JTL90083003V,1095011943343,75,
,W91JTL81623045V,1095015411514,75,
,W91JTL80363022V,8465015250606,70,
,W91JTL83453095V,8465015250598,67,
,W91JTL81343150V,8465015250589,73,
,W81K4N90440008,1095011943343,75,
,FB625190060115,8430015359097,"Boots, flyers'",
,W91JTL81413110V,8465015250589,73,
,W91JTL82783095V,8465015250577,408,
,W91JTL81493131V,8465015250577,408,
,W91JTL81623111V,8465015250589,73,
,FB623183180025B,33,430,
,FB649281920004,8465000016488,393,
,W91JTL82673048V,8465015247263,69,
,W91JTL90223001V,8405015472559,274,
,W5026B83060009,8415015265350,676,
,W91JTL90163010V,8415015458642,472,
2447963.0,W43MYP90460002,8465005303692,397,https://www.govplanet.com/jsp/s/item/2447963?kwtag=itemlist
,W51HQS91213075V,8415015466713,68,
,W43MYP90510016,8415015277315,434,
,W43MYP90510035,8465015800981,273,
,W43MYP90510004A,8465013221966,393,
,W51HQS91213077V,8415015459955,424,
,W43MYP90510051,8465015250577,408,
,W51HQS91213071V,8415015386754,68,
,W43MYP90460019A,87,697,
,W43MYP90460015,8465009356814,759,
,W43MYP9044LA01,32,418,
,W43MYP90510019,8415012968878,271,
,W43MYP90510001,8465012075573,690,
,W51HQS91213031V,8415007822887,434,
,W43MYP90510048,8465015472644,447,
,W43MYP90460021,8465008600256,494,
,W43MYP90240019,8465002616909,38,
,W91F4190853106V,4240015274051,640,
,W51HQS91213040V,8415014726918,448,
,W43MYP90460019B,94,733,
,W43MYP90510013,8465011093369,390,
,W43MYP90510005,8465013936515,275,
,W43MYP90460022,8465011150026,485,
,W43MYP90460013,7210002669736,486,
,W43MYP90230042,8465015409951,790,
,W43MYP90510002,8465012166259,549,
,W43MYP90460012,8340010266096,396,
,W43MYP90460005,8415007822888,434,
,W43MYP90460009,8405008893683,274,
,W43MYP90240023,8465011093369,390,
,W43MYP90460003,8415007822889,434,
,W51HQS91213038V,8415014726915,448,
,W43MYP90240009,8415015386747,68,
,W43MYP90510045A,8465014168517,388,
,W43MYP90460024,8465011188173,485,
,W43MYP90230027,8465015248407,76,
,W43MYP90510046,8465015248407,76,
,W43MYP90510047,8465015472670,33,
,W91F4190853115V,8405015472559,274,
,W91F4190790039A,8465015248407,76,
,W43MYP90510007,8465015236276,700,
,W43MYP90460023,8465011178699,37,
,W43MYP9044LA02,8465010738326,499,
,W43MYP90460006,8405015472559,274,
2448201.0,W91F099123F034,8340016288855,791,https://www.govplanet.com/jsp/s/item/2448201?kwtag=itemlist
,W91F0990923021V,8415007822888,434,
,W91F0990923007V,8415014726916,448,
,W91F0990923024V,8415007822889,434,
,W91F0990923025V,8415015277319,434,
,W91F099123F032,8340016288855,791,
,W91F0990883031V,8415014618337,34,
,28,8465015236276,700,
,W91F099123F033,8340016288855,791,
,W91F0990943037V,8465015472706,269,
,W91F099123F031,8340016288855,791,
,W91F099123F002,8415014618337,34,
,W91F099123F030,8340016288855,791,
,W91F099123F001,8415015302157,431,
,W91F0990923010V,8415014726912,448,
2448202.0,W81NTE90440505,6130009080141,792,https://www.govplanet.com/jsp/s/item/2448202?kwtag=itemlist
,FX703090875655,6625014618151,"Multimeter, graphica",
,SL470191140DFU,6620011325190,"Indicator, pressure",
,MMC10090440102,6150015705905,793,
,W45MW390989051,6625013200536,41,
,M201969091EW06,5925015313124,293,
,N47527905708DB,22,333,
,W81NTE9122F038,6130009080141,792,
,N4242083460026,6150016321263,613,
,N3049290783002,7530015453718,"Book, appointment",
2448204.0,W91F4190630084A,8465005303692,397,https://www.govplanet.com/jsp/s/item/2448204?kwtag=itemlist
,W91F4191070117,8415015302350,35,
,W91F4190630084,8465005303692,397,
,W91F4183370055,8415014726915,448,
,W91F4190780031,8415015801336,68,
,W91F4190780045,8465000016474,403,
,W91F4190630071,8415015386739,68,
,W91F4190780058,8415007536485,784,
,W91F4190780033,8415015881383,689,
,W91F4190780063,8465011150026,485,
,W91F4190790020,8415014469256,677,
,W91F4190630084C,8465005303692,397,
,W91F4183370049,8465000016474,403,
,W91F4190780006,8415013950005,461,
,W91F4190780040,8465010199103,392,
,W91F4190630084E,8465005303692,397,
,W91F4191070118,8415015302157,431,
,W91F4183370021,6545015300929,"First Aid Kit, Unive",
,W91F4183370029,8460006068366,36,
,W91F4190780041,8465010738326,499,
,W91F4190630075,8415015386706,424,
,W91F4190630084D,8465005303692,397,
,W91F4190780030,8415015801334,68,
,W91F4190630081,8415015386289,472,
,W91F4190630084B,8465005303692,397,
,W91F4190630084F,8465005303692,397,
,W91F4183370052,8415013100606,"Hood, Cold Weather",
,W91F4190630068,8415015386754,68,
,W91F4190780042,8465008600256,494,
2448205.0,W80FHT83483066V,8465005303692,397,https://www.govplanet.com/jsp/s/item/2448205?kwtag=itemlist
,W80FHT83483033V,8415015386742,68,
,M213009135LN01,8465009651676,794,
,M0093091340012,8465009651677,794,
,28,8465015236276,700,
,W80FHT83483077V,8465015236276,700,
,W91JTL82783096V,8465015250585,72,
,W80FHT83483068V,8465016046541,37,
,M0093091340011,8465009651676,794,
2448207.0,W55VZJ90373025V,8465015247226,476,https://www.govplanet.com/jsp/s/item/2448207?kwtag=itemlist
,W55VZJ90323041V,8415015458724,472,
,W55VZJ90363002V,8465015245285,495,
,W91JTL82963136V,8465015250585,72,
,W91JTL83033120V,8465015247263,69,
,W55VZJ90303003V,8415015801334,68,
,W91JTL83453087V,8465015247263,69,
,W91JTL90243012V,8415015386742,68,
,M1100982050003,1240015768396,"Case, optical Instru",
,W91JTL90243019V,8415015466713,68,
,W91F0990943043V,8465015245250,273,
2448216.0,W45MW29113F008,37,443,https://www.govplanet.com/jsp/s/item/2448216?kwtag=itemlist
,W45MW29113F010,37,443,
,W45MW29113F002,37,443,
,FB460090070008,92,729,
,W45MW29113F009,37,443,
,W45MW29113F003,37,443,
,SC440280720AVM,6625013865185,686,
,29,5915016223588,795,
,W45MW29113F004,37,443,
,W45MW29113F001,37,443,
,FM460090070001,68,631,
,N680957293JW35,70,634,
,W45MW29113F005,37,443,
,FB460090280013,71,637,
,W45MW29113F006,37,443,
,W45MW290930002,37,443,
,W45MW29113F007,37,443,
2448239.0,W91JTL81413108V,8465015250577,408,https://www.govplanet.com/jsp/s/item/2448239?kwtag=itemlist
,W91JTL82963130V,8465015247263,69,
,W91JTL83453088V,8465015247309,71,
,W80FHT83483051V,8415015138143,"Vest, Survival",
,W91JTL81693107V,8465008600256,494,
,W91EYY90043021V,8405015472559,274,
,W91JTL82893092V,8465015250577,408,
,W91JTL73603098V,8465015250606,70,
,W81K4N90300022,8415015386747,68,
,W80FHT83483081V,8465015250606,70,
,W91JTL83383207V,8465015250585,72,
,W91JTL83033147V,8465015250606,70,
,W91JTL83033143V,8465015250589,73,
,W91JTL73493075V,1095015411514,75,
,W80FHT83483082V,8465015250589,73,
,FB649283100002,31,401,
,W91JTL83383205V,8465015248407,76,
,W91JTL81413104V,8465015247263,69,
,FB625190110107,8415015386289,472,
,W91JTL80713100V,8465015746549,723,
,W91JTL81763065V,1095015411514,75,
,W80FHT83483046V,8415014618356,34,
,W80FHT83483075V,8465015250585,72,
,W91JTL83243034V,8465015245250,273,
,W55VZJ90463003V,8340016004809,445,
,FB625190100299,8405013755668,749,
,FB625190100159,8415015184601,450,
,W81K4N90300001,8415015386704,424,
,W91JTL80753088V,8465015746549,723,
,W91JTL82783099V,8465015250606,70,
,W91JTL82673059V,8465015836329,498,
,W80FHT83483083V,8465015247324,402,
,W91JTL83103039V,1095011943343,75,
,W91JTL81623104V,8465015247263,69,
,W80FHT83483085V,33,430,
,W91JTL82673057V,8465015250606,70,
,W80FHT83323001V,8415015386289,472,
,W91JTL83243047V,8465015250585,72,
,W81K4N90440013,8465015247345,Holster Leg Extende,
,W91JTL81763162V,8465015250606,70,
,W91JTL83453086V,8465015245250,273,
,W58LUG90380001,8465015802768,40mm Pyrotechnic Pouch,
,W91JTL82783089V,8465015247263,69,
,W81K4N90440003,33,430,
,W80FHT83483078V,8465015245250,273,
,W91JTL82963137V,8465015250589,73,
,W91EYY90043007V,7210002669736,486,
,W91JTL81413109V,8465015250585,72,
,W91JTL83063070V,8465015250589,73,
,W91JTL83453091V,8465015248407,76,
,W91JTL81343066V,1095011943343,75,
2448240.0,W43MYP90990021,8415015386695,424,https://www.govplanet.com/jsp/s/item/2448240?kwtag=itemlist
,W91F4190790039,8415015302157,431,
,W91F4191070146,8465015250578,Rifleman Set,
,W91F4191070145,8465015236276,700,
,W91F4190800008,8465011188173,485,
,W51HQS91163003V,8465015472706,269,
2448259.0,W91F4183370022,8465001656838,771,https://www.govplanet.com/jsp/s/item/2448259?kwtag=itemlist
,W91F4190710001,8465009277485,494,
,W91F4182400031,8415015386754,68,
,W91F4182400029,8415015386704,424,
,W91F4182400036,8415015386747,68,
,W91F4190150011,8415015458724,472,
,W91F4190150013,8415015386289,472,
,W91F4191070123,5120008785932,49,
,W91F4190150007,8415015386754,68,
,W91F4190630070,8415015467444,68,
,W588HK91160013,93,732,
,W91F4190150020,8465011178699,37,
,W91F4190150008,8415015386768,68,
,W80BTZ91140106,8340014779562,"Bag, Tent Frame Part",
,W91F4190150012,8415015458661,472,
,W91F4190630077,8415015386278,472,
,W91F4190630084G,8465005303692,397,
